,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_서브색상,하의_카테고리,하의_디테일,하의_소재,하의_프린트,하의_핏,상의_기장,상의_색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,상의_서브색상,상의_옷깃,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_핏,아우터_옷깃,아우터_서브색상,아우터_넥라인,원피스_기장,원피스_색상,원피스_카테고리,원피스_디테일,원피스_소매기장,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_서브색상,원피스_옷깃
434,156118,아방가르드,"하의, 상의",3,,,,팬츠,['띠'],['우븐'],['체크'],,,화이트,셔츠,"['레이스', '비대칭']",7부소매,['린넨'],,,루즈,그린,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
435,156119,아방가르드,"하의, 상의",3,,,,팬츠,['띠'],['우븐'],['체크'],,,화이트,셔츠,"['레이스', '비대칭']",긴팔,['린넨'],,,루즈,그린,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
436,156278,아방가르드,"하의, 상의",3,,,,팬츠,,['우븐'],,,,레드,탑,"['프릴', '러플']",긴팔,['저지'],,오프숄더,노멀,,,,,,,,,,,,,,,,,,,,,,,,
437,156279,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],,와이드,노멀,레드,탑,"['프릴', '러플']",긴팔,['저지'],,오프숄더,노멀,,,,,,,,,,,,,,,,,,,,,,,,
438,156280,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],,와이드,노멀,레드,탑,"['프릴', '러플']",긴팔,['저지'],,오프숄더,노멀,,,,,,,,,,,,,,,,,,,,,,,,
439,156282,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],,와이드,노멀,레드,탑,"['프릴', '러플']",긴팔,['저지'],,라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
440,156283,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],,와이드,노멀,레드,탑,"['프릴', '러플']",긴팔,['저지'],,라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
441,156323,아방가르드,"아우터, 하의, 원피스, 상의",11,발목,,,스커트,"['러플', '프릴']",,,와이드,노멀,,탑,,,['우븐'],,라운드넥,타이트,,,하프,베이지,가디건,,긴팔,['니트'],,루즈,,,,,블랙,,,없음,,,,,,
442,156324,아방가르드,"아우터, 하의, 원피스, 상의",11,발목,,,스커트,"['러플', '프릴']",,,와이드,노멀,,탑,,,['우븐'],,라운드넥,타이트,,,하프,베이지,가디건,,긴팔,['니트'],,루즈,,,,,블랙,,,민소매,,,,,,
443,156325,아방가르드,"아우터, 하의, 원피스, 상의",11,발목,,,스커트,"['러플', '프릴']",,,와이드,노멀,,탑,,,['우븐'],,라운드넥,타이트,,,하프,베이지,가디건,,긴팔,['니트'],,루즈,,,,,블랙,,,민소매,,,,,,
444,156327,아방가르드,"아우터, 하의, 원피스, 상의",11,발목,,,스커트,"['러플', '프릴']",,,와이드,노멀,,탑,,,['우븐'],,라운드넥,타이트,,,하프,베이지,가디건,,긴팔,['니트'],,루즈,,,,,블랙,,,민소매,,,,,,
445,156336,아방가르드,"하의, 상의",3,미니,블랙,베이지,스커트,"['비대칭', '스트링']",['우븐'],,노멀,,스카이블루,셔츠,"['레이스', '비대칭']",긴팔,,"['스트라이프', '믹스']",,루즈,네이비,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
446,156337,아방가르드,"하의, 상의",3,미니,블랙,베이지,스커트,"['비대칭', '스트링']",['우븐'],,노멀,,스카이블루,셔츠,"['레이스', '비대칭']",긴팔,,"['스트라이프', '믹스']",,루즈,네이비,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
447,156338,아방가르드,"하의, 상의",3,미니,블랙,베이지,스커트,"['비대칭', '스트링']",['우븐'],,노멀,,스카이블루,셔츠,"['레이스', '비대칭']",긴팔,,"['스트라이프', '믹스']",,루즈,그레이,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
448,156339,아방가르드,"하의, 상의",3,미니,블랙,베이지,스커트,"['비대칭', '스트링']",['우븐'],,노멀,,스카이블루,셔츠,"['레이스', '비대칭']",긴팔,,"['스트라이프', '믹스']",,루즈,네이비,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
449,156341,아방가르드,"하의, 상의",3,미니,블랙,베이지,스커트,"['비대칭', '스트링']",['우븐'],,노멀,,스카이블루,셔츠,"['레이스', '비대칭']",긴팔,,"['스트라이프', '믹스']",,루즈,그레이,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
450,156343,아방가르드,"하의, 상의",3,미니,블랙,베이지,스커트,"['비대칭', '스트링']",['우븐'],,노멀,,스카이블루,셔츠,"['레이스', '비대칭']",긴팔,,"['스트라이프', '믹스']",,루즈,네이비,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
451,156348,아방가르드,"하의, 상의",3,미니,블랙,베이지,스커트,"['비대칭', '스트링']",['우븐'],,노멀,,스카이블루,셔츠,"['레이스', '비대칭']",긴팔,,"['스트라이프', '믹스']",,루즈,그레이,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
452,157387,아방가르드,"원피스, 상의",5,,,,,,,,,롱,,티셔츠,,,['우븐'],['무지'],라운드넥,루즈,,,,,,,,,,,,,,미디,블랙,드레스,['퍼프'],긴팔,['우븐'],['무지'],,루즈,화이트,
453,157388,아방가르드,"원피스, 상의",5,,,,,,,,,롱,,티셔츠,,,['우븐'],['무지'],라운드넥,루즈,,,,,,,,,,,,,,미디,블랙,드레스,['퍼프'],긴팔,['우븐'],['무지'],,루즈,화이트,
454,157389,아방가르드,"원피스, 상의",5,,,,,,,,,롱,,티셔츠,,,['우븐'],['무지'],라운드넥,루즈,,,,,,,,,,,,,,미디,블랙,드레스,['퍼프'],긴팔,['우븐'],['무지'],,루즈,화이트,
455,157393,아방가르드,"원피스, 상의",5,,,,,,,,,롱,,티셔츠,,,['우븐'],['무지'],라운드넥,루즈,,,,,,,,,,,,,,미디,블랙,드레스,['퍼프'],긴팔,['우븐'],['무지'],,루즈,화이트,
456,157395,아방가르드,"원피스, 상의",5,,,,,,,,,롱,,티셔츠,,,['우븐'],['무지'],라운드넥,루즈,,,,,,,,,,,,,,미디,블랙,드레스,['퍼프'],긴팔,['우븐'],['무지'],,루즈,화이트,
457,157399,아방가르드,"원피스, 상의",5,,,,,,,,,롱,,티셔츠,,,['우븐'],['무지'],라운드넥,루즈,,,,,,,,,,,,,,미디,블랙,드레스,['퍼프'],긴팔,['우븐'],['무지'],,루즈,화이트,
458,157439,아방가르드,"하의, 상의",3,미디,블랙,,팬츠,,['우븐'],['무지'],와이드,노멀,화이트,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
459,157440,아방가르드,"하의, 상의",3,미디,화이트,,팬츠,,['우븐'],['무지'],와이드,노멀,화이트,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
460,157442,아방가르드,"하의, 상의",3,미디,화이트,,팬츠,,['우븐'],['무지'],와이드,노멀,화이트,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
461,157444,아방가르드,"하의, 상의",3,미디,화이트,,팬츠,,['우븐'],['무지'],와이드,노멀,화이트,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
462,157445,아방가르드,"하의, 상의",3,미디,화이트,,팬츠,,['우븐'],['무지'],와이드,노멀,화이트,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,
463,160870,아방가르드,"아우터, 하의, 상의",10,미디,스카이블루,,스커트,['슬릿'],['데님'],,노멀,롱,핑크,셔츠,"['띠', '레이스업', '스트링']",긴팔,['우븐'],,,루즈,,셔츠칼라,,라벤더,,,긴팔,,,,,핑크,,,,,,,,,,,,
464,160877,아방가르드,"하의, 상의",3,미디,스카이블루,,스커트,['슬릿'],['데님'],,노멀,롱,핑크,셔츠,"['스트링', '레이스업']",긴팔,['우븐'],['체크'],,루즈,화이트,,,,,,,,,,,,,,,,,,,,,,,
465,160878,아방가르드,"하의, 상의",3,미디,스카이블루,화이트,스커트,['슬릿'],['데님'],,노멀,롱,핑크,셔츠,"['띠', '레이스업', '스트링']",긴팔,['우븐'],,,루즈,화이트,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
466,160879,아방가르드,"하의, 상의",3,미디,스카이블루,화이트,스커트,['슬릿'],['데님'],,노멀,롱,핑크,셔츠,"['띠', '레이스업', '스트링']",긴팔,['우븐'],,,루즈,화이트,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
467,160880,아방가르드,"하의, 상의",3,미디,스카이블루,화이트,스커트,['슬릿'],['데님'],,노멀,롱,핑크,셔츠,"['띠', '레이스업', '스트링']",긴팔,['우븐'],,,루즈,화이트,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
468,161000,아방가르드,"아우터, 하의",4,발목,브라운,,스커트,,['저지'],,노멀,,,,,,,,,,,,롱,블랙,코트,"['롤업', '띠']",긴팔,['퍼'],['체크'],오버사이즈,,레드,,,,,,,,,,,,
469,161016,아방가르드,"하의, 상의",3,발목,오렌지,,팬츠,,['우븐'],,와이드,,블랙,탑,['컷아웃'],긴팔,['저지'],['무지'],브이넥,오버사이즈,,,,,,,,,,,,,,,,,,,,,,,,
470,161481,아방가르드,"하의, 상의",3,미디,그레이,,스커트,"['비대칭', '플리츠', '띠']",['우븐'],['체크'],노멀,,레드,셔츠,,7부소매,['우븐'],['체크'],,노멀,네이비,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
471,161482,아방가르드,"하의, 상의",3,미디,그레이,,스커트,"['비대칭', '플리츠', '띠']",['우븐'],['체크'],노멀,,레드,셔츠,,7부소매,['우븐'],['체크'],,노멀,네이비,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
472,177505,아방가르드,"하의, 상의",3,발목,화이트,,팬츠,,['스판덱스'],['무지'],스키니,롱,라벤더,블라우스,,반팔,['실크'],['그래픽'],,루즈,화이트,,,,,,,,,,,,,,,,,,,,,,,
473,183565,아방가르드,"아우터, 하의, 상의",10,발목,,,팬츠,,['니트'],['무지'],루즈,롱,실버,니트웨어,"['비대칭', '드롭숄더']",긴팔,['니트'],['무지'],터틀넥,루즈,,,,그레이,,,긴팔,,,,,,,,,,,,,,,,,
474,183566,아방가르드,"아우터, 하의, 상의",10,발목,,,팬츠,,['니트'],['무지'],루즈,롱,실버,니트웨어,"['비대칭', '드롭숄더']",긴팔,['니트'],['무지'],터틀넥,루즈,,,,그레이,,,긴팔,,,,,,,,,,,,,,,,,
475,183567,아방가르드,"아우터, 하의, 상의",10,,,,팬츠,,['니트'],['무지'],루즈,롱,실버,니트웨어,"['비대칭', '드롭숄더', '슬릿']",긴팔,['니트'],['무지'],터틀넥,루즈,,,,그레이,,,긴팔,,,,,,,,,,,,,,,,,
476,183568,아방가르드,"아우터, 하의, 상의",10,발목,,,팬츠,,['니트'],['무지'],루즈,롱,실버,니트웨어,"['비대칭', '드롭숄더', '슬릿']",긴팔,['니트'],['무지'],터틀넥,루즈,,,,그레이,,,긴팔,,,,,,,,,,,,,,,,,
477,183569,아방가르드,"아우터, 하의, 상의",10,,,,팬츠,,['니트'],['무지'],루즈,롱,실버,니트웨어,"['비대칭', '드롭숄더', '슬릿']",긴팔,['니트'],['무지'],터틀넥,루즈,,,,그레이,,,긴팔,,,,,,,,,,,,,,,,,
478,183570,아방가르드,"아우터, 하의, 상의",10,발목,,,팬츠,,['니트'],['무지'],루즈,롱,실버,니트웨어,"['비대칭', '드롭숄더']",긴팔,['니트'],['무지'],터틀넥,루즈,,,,그레이,,,긴팔,,,,,,,,,,,,,,,,,
479,183571,아방가르드,"아우터, 하의, 상의",10,발목,,,팬츠,,['니트'],['무지'],루즈,롱,실버,니트웨어,"['비대칭', '드롭숄더']",긴팔,['니트'],['무지'],터틀넥,루즈,,,,그레이,,,긴팔,,,,,,,,,,,,,,,,,
480,183572,아방가르드,"아우터, 하의, 상의",10,발목,,,팬츠,,['니트'],['무지'],루즈,롱,실버,니트웨어,"['비대칭', '드롭숄더']",긴팔,['니트'],['무지'],터틀넥,루즈,,,,그레이,,,긴팔,,,,,,,,,,,,,,,,,
481,189412,아방가르드,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,롱,블랙,베스트,"['단추', '퀄팅']",민소매,['우븐'],['무지'],노멀,,,라운드넥,,,드레스,,,['우븐'],['도트'],라운드넥,루즈,,
482,189414,아방가르드,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,롱,블랙,베스트,"['단추', '퀄팅']",민소매,['우븐'],['무지'],노멀,,,라운드넥,,,드레스,,,['우븐'],['도트'],라운드넥,루즈,,
483,189423,아방가르드,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,롱,블랙,베스트,"['단추', '퀄팅']",민소매,['우븐'],['무지'],노멀,,,라운드넥,,,드레스,,,['우븐'],['도트'],라운드넥,루즈,,
484,189425,아방가르드,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,롱,블랙,베스트,"['단추', '퀄팅']",민소매,['우븐'],['무지'],노멀,,,라운드넥,,,드레스,,,['우븐'],['도트'],라운드넥,루즈,,
485,189426,아방가르드,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,롱,블랙,베스트,"['단추', '퀄팅']",민소매,['우븐'],['무지'],노멀,,,라운드넥,,,드레스,,,['우븐'],['도트'],라운드넥,루즈,,
486,189429,아방가르드,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,롱,블랙,베스트,"['단추', '퀄팅']",민소매,['우븐'],['무지'],노멀,,,라운드넥,,,드레스,,,['우븐'],['도트'],라운드넥,루즈,,
487,189441,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,스커트,['플리츠'],['우븐'],['무지'],,,블랙,티셔츠,,긴팔,['저지'],['무지'],터틀넥,타이트,그레이,,노말,,베스트,['비대칭'],,['니트'],['무지'],노멀,,,라운드넥,,,,,,,,,,,
488,189444,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,스커트,['플리츠'],['우븐'],['무지'],,,블랙,티셔츠,,긴팔,['저지'],['무지'],터틀넥,타이트,그레이,,노말,,베스트,"['비대칭', '슬릿']",,['니트'],['무지'],노멀,,,라운드넥,,,,,,,,,,,
489,189446,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,스커트,['플리츠'],['우븐'],['무지'],,,블랙,티셔츠,,긴팔,['저지'],['무지'],터틀넥,타이트,그레이,,노말,,베스트,"['비대칭', '슬릿']",,['니트'],['무지'],노멀,,,라운드넥,,,,,,,,,,,
490,189811,아방가르드,"하의, 상의",3,발목,블랙,,스커트,,['시폰'],['무지'],노멀,노멀,스카이블루,블라우스,,7부소매,['우븐'],['믹스'],라운드넥,루즈,블랙,,,,,,,,,,,,,,,,,,,,,,,
491,189812,아방가르드,"하의, 상의",3,발목,블랙,,스커트,,['시폰'],['무지'],노멀,노멀,스카이블루,블라우스,,7부소매,['우븐'],['믹스'],라운드넥,루즈,블랙,,,,,,,,,,,,,,,,,,,,,,,
492,189815,아방가르드,"하의, 상의",3,발목,블랙,,스커트,,['시폰'],['무지'],노멀,노멀,스카이블루,블라우스,,7부소매,['우븐'],['믹스'],라운드넥,루즈,블랙,,,,,,,,,,,,,,,,,,,,,,,
493,189816,아방가르드,"하의, 상의",3,발목,블랙,,스커트,,['시폰'],['무지'],노멀,노멀,스카이블루,블라우스,,7부소매,['우븐'],['믹스'],라운드넥,루즈,블랙,,,,,,,,,,,,,,,,,,,,,,,
494,189819,아방가르드,"하의, 상의",3,발목,블랙,,스커트,,['시폰'],['무지'],노멀,노멀,스카이블루,블라우스,,7부소매,['우븐'],['믹스'],라운드넥,루즈,블랙,,,,,,,,,,,,,,,,,,,,,,,
495,189822,아방가르드,"하의, 상의",3,발목,블랙,,스커트,,['시폰'],['무지'],노멀,노멀,스카이블루,블라우스,,7부소매,['우븐'],['믹스'],라운드넥,루즈,블랙,,,,,,,,,,,,,,,,,,,,,,,
496,189826,아방가르드,"하의, 상의",3,발목,블랙,,스커트,,['시폰'],['무지'],노멀,노멀,스카이블루,블라우스,,7부소매,['우븐'],['믹스'],라운드넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,
497,198524,아방가르드,"하의, 상의",3,발목,,,팬츠,"['비대칭', '버클']",['우븐'],['무지'],루즈,,,블라우스,"['비대칭', '퍼프', '단추']",,['우븐'],['스트라이프'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
498,198526,아방가르드,"하의, 상의",3,발목,,,팬츠,"['비대칭', '버클']",['우븐'],['무지'],루즈,,,블라우스,"['비대칭', '퍼프', '단추']",,['우븐'],['스트라이프'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
499,198527,아방가르드,"하의, 상의",3,발목,,,팬츠,"['비대칭', '버클']",['우븐'],['무지'],루즈,,,블라우스,"['비대칭', '퍼프', '단추']",,['우븐'],['스트라이프'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
500,198530,아방가르드,"하의, 상의",3,발목,,,팬츠,"['비대칭', '버클']",['우븐'],['무지'],루즈,,,블라우스,"['비대칭', '퍼프', '단추']",,['우븐'],['스트라이프'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
501,198531,아방가르드,"하의, 상의",3,발목,,,팬츠,"['비대칭', '버클']",['우븐'],['무지'],루즈,,,블라우스,"['비대칭', '퍼프', '단추']",,['우븐'],['스트라이프'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
502,198532,아방가르드,"하의, 상의",3,발목,,,팬츠,"['비대칭', '버클']",['우븐'],['무지'],루즈,,,블라우스,"['비대칭', '퍼프', '단추']",,['우븐'],['스트라이프'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
503,198535,아방가르드,"하의, 상의",3,발목,,,팬츠,"['비대칭', '버클']",['우븐'],['무지'],루즈,,,블라우스,"['비대칭', '퍼프', '단추']",,['우븐'],['스트라이프'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
504,198537,아방가르드,"하의, 상의",3,발목,,,팬츠,"['비대칭', '버클']",['우븐'],['무지'],루즈,,,블라우스,"['비대칭', '퍼프', '단추']",,['우븐'],['스트라이프'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
505,199111,아방가르드,"하의, 원피스",1,,핑크,,,,,,,,,,,,,,,,,,,,,,,,,,,,,발목,,점프수트,['띠'],,['우븐'],['무지'],터틀넥,오버사이즈,,
506,199117,아방가르드,"하의, 원피스",1,,베이지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,발목,,점프수트,['띠'],,['우븐'],['무지'],터틀넥,오버사이즈,,
507,214244,아방가르드,"아우터, 상의",2,,,,,,,,,롱,베이지,니트웨어,,긴팔,['니트'],,라운드넥,루즈,,,하프,그레이,가디건,['포켓'],7부소매,['니트'],,루즈,,,노카라,,,,,,,,,,,
508,214245,아방가르드,"아우터, 상의",2,,,,,,,,,롱,베이지,니트웨어,,긴팔,['니트'],,라운드넥,루즈,,,하프,그레이,가디건,['포켓'],7부소매,['니트'],,루즈,,,노카라,,,,,,,,,,,
509,214246,아방가르드,"아우터, 상의",2,,,,,,,,,롱,베이지,니트웨어,,긴팔,['니트'],,라운드넥,루즈,,,하프,그레이,가디건,['포켓'],7부소매,['니트'],,루즈,,,노카라,,,,,,,,,,,
510,214247,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],,루즈,롱,베이지,니트웨어,,긴팔,['니트'],,라운드넥,루즈,,,하프,그레이,가디건,['포켓'],7부소매,['니트'],,루즈,,,노카라,,,,,,,,,,,
511,214248,아방가르드,"아우터, 하의, 상의",10,발목,블랙,,팬츠,,['우븐'],,루즈,롱,베이지,니트웨어,,긴팔,['니트'],,라운드넥,루즈,,,하프,그레이,가디건,['포켓'],7부소매,['니트'],,루즈,,,노카라,,,,,,,,,,,
512,214249,아방가르드,"아우터, 하의, 상의",10,,블랙,,팬츠,,['우븐'],['무지'],노멀,롱,베이지,니트웨어,,긴팔,['니트'],,라운드넥,루즈,,,하프,그레이,가디건,['포켓'],7부소매,['니트'],,루즈,,,노카라,,,,,,,,,,,
513,214252,아방가르드,"아우터, 상의",2,,,,,,,,,롱,베이지,니트웨어,,긴팔,['니트'],,라운드넥,루즈,,,하프,그레이,가디건,['포켓'],7부소매,['니트'],,루즈,,,노카라,,,,,,,,,,,
514,214253,아방가르드,"아우터, 상의",2,,,,,,,,,롱,베이지,니트웨어,,긴팔,['니트'],,라운드넥,루즈,,,하프,그레이,가디건,['포켓'],7부소매,['니트'],,루즈,,,노카라,,,,,,,,,,,
515,214254,아방가르드,"아우터, 상의",2,,,,,,,,,롱,,니트웨어,,,['니트'],,,루즈,,,하프,,가디건,['포켓'],,['니트'],,루즈,,,,,,,,,,,,,,
516,214255,아방가르드,"아우터, 상의",2,,,,,,,,,롱,베이지,니트웨어,,긴팔,['니트'],,라운드넥,루즈,,,하프,그레이,가디건,['포켓'],7부소매,['니트'],,루즈,,,노카라,,,,,,,,,,,
517,214262,아방가르드,"아우터, 상의",2,,,,,,,,,롱,베이지,니트웨어,,긴팔,['니트'],,라운드넥,루즈,,,하프,그레이,가디건,['포켓'],긴팔,['니트'],,루즈,,,노카라,,,,,,,,,,,
518,214263,아방가르드,"아우터, 상의",2,,,,,,,,,롱,,니트웨어,,,['니트'],,,루즈,,,하프,,가디건,['포켓'],,['니트'],,루즈,,,,,,,,,,,,,,
519,223776,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,"['버클', '띠', '포켓']",['우븐'],,와이드,,그레이,블라우스,"['단추', '퍼프', '비대칭']",긴팔,['우븐'],['스트라이프'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
520,223777,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,"['버클', '띠', '포켓']",['우븐'],,와이드,,그레이,블라우스,"['단추', '퍼프', '비대칭']",긴팔,['우븐'],['스트라이프'],,노멀,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
521,242925,아방가르드,"하의, 상의",3,발목,블랙,,청바지,,['데님'],['무지'],스키니,노멀,실버,티셔츠,"['드롭숄더', '슬릿']",긴팔,['저지'],['무지'],터틀넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,
522,242929,아방가르드,"하의, 상의",3,발목,블랙,,청바지,,['데님'],['무지'],스키니,노멀,실버,티셔츠,"['드롭숄더', '슬릿']",긴팔,['저지'],['무지'],터틀넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,
523,242936,아방가르드,"하의, 상의",3,발목,블랙,,청바지,,['데님'],['무지'],스키니,노멀,실버,티셔츠,"['드롭숄더', '슬릿']",긴팔,['저지'],['무지'],터틀넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,
524,242940,아방가르드,"하의, 상의",3,발목,블랙,,청바지,,['데님'],['무지'],스키니,노멀,실버,티셔츠,"['드롭숄더', '슬릿']",긴팔,['저지'],['무지'],터틀넥,루즈,,,,,,,,,,,,,,,,,,,,,,,,
525,245465,아방가르드,"하의, 상의",3,발목,네이비,,팬츠,,['우븐'],['무지'],노멀,노멀,네이비,탑,"['셔링', '단추', '더블브레스티드']",민소매,['우븐'],,브이넥,노멀,,테일러드칼라,,,,,,,,,,,,,,,,,,,,,,
526,245468,아방가르드,"하의, 상의",3,발목,네이비,,팬츠,,['우븐'],['무지'],노멀,노멀,네이비,탑,"['셔링', '단추', '더블브레스티드']",민소매,['우븐'],,브이넥,노멀,,테일러드칼라,,,,,,,,,,,,,,,,,,,,,,
527,245476,아방가르드,"하의, 상의",3,발목,네이비,,팬츠,,['우븐'],['무지'],노멀,노멀,네이비,탑,['셔링'],민소매,['우븐'],,,노멀,,,,,,,,,,,,,,,,,,,,,,,,
528,245480,아방가르드,"하의, 상의",3,발목,네이비,,팬츠,,['우븐'],['무지'],노멀,노멀,네이비,탑,"['셔링', '단추', '더블브레스티드']",민소매,['우븐'],,브이넥,노멀,,테일러드칼라,,,,,,,,,,,,,,,,,,,,,,
529,245487,아방가르드,"하의, 상의",3,발목,네이비,,팬츠,,['우븐'],['무지'],노멀,노멀,네이비,탑,"['셔링', '단추', '더블브레스티드']",민소매,['우븐'],,브이넥,노멀,,테일러드칼라,,,,,,,,,,,,,,,,,,,,,,
530,245491,아방가르드,"하의, 상의",3,발목,네이비,,팬츠,,['우븐'],['무지'],노멀,노멀,네이비,탑,['셔링'],민소매,['우븐'],,,노멀,,,,,,,,,,,,,,,,,,,,,,,,
531,245894,아방가르드,"하의, 상의",3,발목,블랙,,팬츠,,['우븐'],['무지'],노멀,,화이트,셔츠,['슬릿'],긴팔,['우븐'],['무지'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
532,245897,아방가르드,"하의, 상의",3,,블랙,,,,,,,,화이트,셔츠,['슬릿'],긴팔,['우븐'],['무지'],,루즈,,셔츠칼라,,,,,,,,,,,,,,,,,,,,,,
533,246065,아방가르드,"하의, 상의",3,니렝스,카키,브라운,스커트,"['단추', '슬릿']",['우븐'],['무지'],와이드,,,블라우스,['프릴'],,['우븐'],['무지'],,루즈,,밴드칼라,,,,,,,,,,,,,,,,,,,,,,
534,246066,아방가르드,"하의, 상의",3,니렝스,카키,브라운,스커트,"['단추', '슬릿']",['우븐'],['무지'],와이드,,화이트,블라우스,['프릴'],긴팔,['우븐'],['무지'],,루즈,,밴드칼라,,,,,,,,,,,,,,,,,,,,,,
535,246067,아방가르드,"하의, 상의",3,니렝스,카키,브라운,스커트,"['단추', '슬릿']",['우븐'],['무지'],와이드,,화이트,블라우스,['프릴'],긴팔,['우븐'],['무지'],,루즈,,밴드칼라,,,,,,,,,,,,,,,,,,,,,,
536,246068,아방가르드,"하의, 상의",3,미디,카키,브라운,스커트,"['단추', '플레어', '슬릿']",['우븐'],['무지'],노멀,,화이트,블라우스,"['프릴', '러플', '셔링', '퍼프']",긴팔,['우븐'],['무지'],,노멀,,밴드칼라,,,,,,,,,,,,,,,,,,,,,,
537,246069,아방가르드,"하의, 원피스, 상의",9,미디,카키,브라운,스커트,"['단추', '플레어', '슬릿']",['우븐'],['무지'],노멀,,화이트,,,긴팔,,,,,,,,,,,,,,,,,,니렝스,,드레스,"['프릴', '러플', '플리츠']",,['우븐'],['무지'],,노멀,,밴드칼라
538,246074,아방가르드,"하의, 상의",3,미디,카키,브라운,스커트,"['단추', '플레어', '슬릿']",['우븐'],['무지'],노멀,,화이트,블라우스,"['프릴', '러플', '셔링', '퍼프']",긴팔,['우븐'],['무지'],,노멀,,밴드칼라,,,,,,,,,,,,,,,,,,,,,,
539,246075,아방가르드,"하의, 상의",3,미디,카키,브라운,스커트,"['단추', '플레어', '슬릿']",['우븐'],['무지'],노멀,,화이트,블라우스,"['프릴', '러플', '셔링', '퍼프']",긴팔,['우븐'],['무지'],,노멀,,밴드칼라,,,,,,,,,,,,,,,,,,,,,,
540,246076,아방가르드,"하의, 원피스, 상의",9,미디,브라운,화이트,스커트,"['단추', '플레어', '슬릿']",['우븐'],['무지'],노멀,,화이트,,,긴팔,,,,,,,,,,,,,,,,,,니렝스,,드레스,"['프릴', '러플', '플리츠']",,['우븐'],['무지'],,노멀,,밴드칼라
