,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_기장,상의_색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,아우터_기장,아우터_색상,아우터_카테고리,아우터_옷깃,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_핏,하의_디테일,아우터_넥라인,상의_서브색상,아우터_서브색상,원피스_기장,원피스_색상,원피스_서브색상,원피스_카테고리,원피스_디테일,원피스_소매기장,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,상의_옷깃,하의_서브색상,원피스_옷깃
207,1246390,웨스턴,"아우터, 하의",4,미니,카키,스커트,['울/캐시미어'],['무지'],노멀,,,,,,,,,,하프,베이지,코트,,,긴팔,['퍼'],['무지'],루즈,,,,,,,,,,,,,,,,,
208,1246391,웨스턴,"아우터, 하의",4,미니,카키,스커트,['울/캐시미어'],['무지'],노멀,,,,,,,,,,하프,베이지,코트,,,긴팔,['퍼'],['무지'],루즈,,노카라,,,,,,,,,,,,,,,
209,1246392,웨스턴,"아우터, 하의, 상의",10,미니,카키,스커트,['울/캐시미어'],['무지'],노멀,,화이트,탑,,긴팔,['저지'],['무지'],터틀넥,타이트,하프,베이지,코트,,,긴팔,['퍼'],['무지'],루즈,,노카라,,,,,,,,,,,,,,,
210,1246393,웨스턴,"아우터, 하의",4,미니,카키,스커트,['울/캐시미어'],['무지'],노멀,,,,,,,,,,하프,베이지,코트,,,긴팔,['퍼'],['무지'],루즈,,노카라,,,,,,,,,,,,,,,
211,1246394,웨스턴,"아우터, 하의",4,미니,카키,스커트,['울/캐시미어'],['무지'],노멀,,,,,,,,,,하프,베이지,코트,,,긴팔,['퍼'],['무지'],루즈,,,,,,,,,,,,,,,,,
212,1246395,웨스턴,"아우터, 하의",4,미니,카키,스커트,['울/캐시미어'],['무지'],노멀,,,,,,,,,,하프,베이지,코트,,,긴팔,['퍼'],['무지'],루즈,,,,,,,,,,,,,,,,,
213,1246396,웨스턴,"아우터, 하의, 상의",10,미니,카키,스커트,['울/캐시미어'],['무지'],노멀,,화이트,탑,,긴팔,['저지'],['무지'],터틀넥,타이트,하프,베이지,코트,,,긴팔,['퍼'],['무지'],루즈,,노카라,,,,,,,,,,,,,,,
214,1246397,웨스턴,"아우터, 하의, 상의",10,미니,카키,스커트,['울/캐시미어'],['무지'],노멀,,화이트,탑,,긴팔,['저지'],['무지'],터틀넥,타이트,하프,베이지,코트,,,긴팔,['퍼'],['무지'],루즈,,노카라,,,,,,,,,,,,,,,
215,1246400,웨스턴,"아우터, 하의",4,미니,카키,스커트,['울/캐시미어'],['무지'],노멀,,,,,,,,,,하프,베이지,코트,,,긴팔,['퍼'],['무지'],루즈,,노카라,,,,,,,,,,,,,,,
216,1252202,웨스턴,"하의, 상의",3,미니,블랙,팬츠,['가죽'],['무지'],노멀,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1252203,웨스턴,"하의, 상의",3,미니,블랙,팬츠,['가죽'],['무지'],노멀,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1252206,웨스턴,"하의, 상의",3,미니,블랙,팬츠,['가죽'],['무지'],노멀,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1252207,웨스턴,"하의, 상의",3,미니,블랙,팬츠,['가죽'],['무지'],노멀,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1252208,웨스턴,"하의, 상의",3,미니,블랙,팬츠,['가죽'],['무지'],노멀,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1252209,웨스턴,"하의, 상의",3,미니,블랙,팬츠,['가죽'],['무지'],노멀,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1252210,웨스턴,"하의, 상의",3,미니,블랙,팬츠,['가죽'],['무지'],노멀,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1252211,웨스턴,"하의, 상의",3,미니,블랙,팬츠,['가죽'],['무지'],노멀,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1252212,웨스턴,"하의, 상의",3,미니,블랙,팬츠,['가죽'],['무지'],노멀,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1252213,웨스턴,"하의, 상의",3,미니,블랙,팬츠,['가죽'],['무지'],노멀,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,,
226,127662,웨스턴,"아우터, 하의",4,발목,,팬츠,['우븐'],,스키니,,,,,,,,,,롱,블루,가디건,,['프린지'],7부소매,['니트'],['믹스'],오버사이즈,,,,옐로우,,,,,,,,,,,,,
227,127665,웨스턴,"아우터, 하의",4,발목,,팬츠,['우븐'],,스키니,,,,,,,,,,롱,블루,가디건,,['프린지'],7부소매,['니트'],['믹스'],오버사이즈,,,,옐로우,,,,,,,,,,,,,
228,127666,웨스턴,"아우터, 하의",4,발목,,팬츠,['우븐'],,스키니,,,,,,,,,,롱,블루,가디건,,['프린지'],7부소매,['니트'],['믹스'],오버사이즈,,,,옐로우,,,,,,,,,,,,,
229,1277004,웨스턴,"하의, 상의",3,미디,블루,스커트,['우븐'],['체크'],노멀,,베이지,니트웨어,,반팔,['니트'],['무지'],,노멀,,,,,,,,,,,,,,,,,,,,,,,,폴로칼라,화이트,
230,1277005,웨스턴,"하의, 상의",3,미디,블루,스커트,['우븐'],['체크'],노멀,,베이지,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,화이트,
231,1277007,웨스턴,"하의, 상의",3,미디,블루,스커트,['우븐'],['체크'],노멀,,베이지,니트웨어,,반팔,['니트'],['무지'],,노멀,,,,,,,,,,,,,,,,,,,,,,,,폴로칼라,화이트,
232,1277012,웨스턴,"하의, 상의",3,미디,블루,스커트,['우븐'],['체크'],노멀,,베이지,니트웨어,,반팔,['니트'],['무지'],,노멀,,,,,,,,,,,,,,,,,,,,,,,,폴로칼라,화이트,
233,1285485,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['슬릿', '레이스']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
234,1285486,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['레이스', '슬릿']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
235,1285487,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['레이스', '슬릿']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
236,1285488,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['레이스', '슬릿']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
237,1285491,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['레이스', '슬릿']",반팔,"['우븐', '레이스']",['그래픽'],,루즈,,,
238,1285492,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['레이스', '슬릿']",반팔,"['우븐', '레이스']",['그래픽'],,루즈,,,
239,1285493,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['레이스', '슬릿']",반팔,"['우븐', '레이스']",['그래픽'],,루즈,,,
240,1285494,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['슬릿', '레이스']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
241,1285495,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,['레이스'],반팔,"['우븐', '레이스']",['그래픽'],,루즈,,,
242,1285496,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['슬릿', '레이스']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
243,1285497,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['슬릿', '레이스']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
244,1285498,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['슬릿', '레이스']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
245,1285501,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['레이스', '슬릿']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
246,1285502,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['레이스', '슬릿']",반팔,"['우븐', '레이스']",['그래픽'],,루즈,,,
247,1285503,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['슬릿', '레이스']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
248,1285504,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['슬릿', '레이스']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
249,1285505,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['슬릿', '레이스']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
250,1285506,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['슬릿', '레이스']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
251,1285507,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['슬릿', '레이스']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
252,1285508,웨스턴,"하의, 원피스",1,발목,스카이블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,미디,네이비,,드레스,"['슬릿', '레이스']",반팔,"['우븐', '레이스']",['그래픽'],브이넥,루즈,,,
253,1345753,웨스턴,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,노멀,와인,셔츠,,긴팔,['저지'],,라운드넥,타이트,,,,,,,,,,"['단추', '지퍼', '버클', '포켓']",,,,,,,,,,,,,,,,
254,1345754,웨스턴,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,노멀,와인,셔츠,,긴팔,['저지'],,라운드넥,타이트,,,,,,,,,,"['단추', '지퍼', '버클', '포켓']",,,,,,,,,,,,,,,,
255,1345756,웨스턴,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,노멀,와인,셔츠,,긴팔,['저지'],,라운드넥,타이트,,,,,,,,,,"['단추', '지퍼', '버클', '포켓']",,,,,,,,,,,,,,,,
256,1345757,웨스턴,"하의, 상의",3,발목,스카이블루,청바지,['데님'],,노멀,노멀,와인,셔츠,,긴팔,['저지'],,라운드넥,타이트,,,,,,,,,,"['단추', '지퍼', '버클', '포켓']",,,,,,,,,,,,,,,,
257,14531,웨스턴,"아우터, 상의",2,,,,,,,크롭,,티셔츠,,,['저지'],['무지'],라운드넥,,크롭,블랙,재킷,테일러드칼라,['지퍼'],긴팔,['가죽'],['무지'],노멀,,,,,,,,,,,,,,,,,
258,14532,웨스턴,"아우터, 상의",2,,,,,,,크롭,,티셔츠,,,['저지'],['무지'],라운드넥,,크롭,블랙,재킷,테일러드칼라,['지퍼'],긴팔,['가죽'],['무지'],노멀,,,,,,,,,,,,,,,,,
259,14533,웨스턴,"아우터, 상의",2,,,,,,,크롭,,티셔츠,,,['저지'],['무지'],라운드넥,,크롭,블랙,재킷,테일러드칼라,['지퍼'],긴팔,['가죽'],['무지'],노멀,,,,,,,,,,,,,,,,,
260,14534,웨스턴,"아우터, 하의, 상의",10,발목,블랙,스커트,['저지'],['무지'],와이드,크롭,,티셔츠,,,['저지'],['무지'],라운드넥,,크롭,블랙,재킷,테일러드칼라,['지퍼'],긴팔,['가죽'],['무지'],노멀,,,,,,,,,,,,,,,,,
261,14538,웨스턴,"아우터, 하의, 상의",10,발목,블랙,스커트,['저지'],['무지'],와이드,크롭,,티셔츠,,,['저지'],['무지'],라운드넥,,크롭,블랙,재킷,테일러드칼라,['지퍼'],긴팔,['가죽'],['무지'],노멀,,,,,,,,,,,,,,,,,
262,14541,웨스턴,"아우터, 상의",2,,,,,,,크롭,,티셔츠,,,['저지'],['무지'],라운드넥,,크롭,블랙,재킷,테일러드칼라,['지퍼'],긴팔,['가죽'],['무지'],노멀,,,,,,,,,,,,,,,,,
263,14542,웨스턴,"아우터, 상의",2,,,,,,,크롭,,티셔츠,,,['저지'],['무지'],라운드넥,,크롭,블랙,재킷,테일러드칼라,['지퍼'],긴팔,['가죽'],['무지'],노멀,,,,,,,,,,,,,,,,,
264,149483,웨스턴,"아우터, 상의",2,,,,,,,,베이지,탑,,긴팔,['니트'],,터틀넥,,하프,브라운,베스트,,,민소매,['니트'],,노멀,,브이넥,브라운,,,,,,,,,,,,,,
265,15160,웨스턴,"하의, 상의",3,발목,브라운,스커트,['코듀로이'],['무지'],와이드,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,루즈,,,,,,,,,,"['스티치', '플레어']",,,,,,,,,,,,,,,,
266,15161,웨스턴,"하의, 상의",3,발목,브라운,스커트,['코듀로이'],['무지'],와이드,크롭,베이지,니트웨어,,긴팔,['니트'],['무지'],라운드넥,루즈,,,,,,,,,,"['스티치', '플레어']",,,,,,,,,,,,,,,,
267,15166,웨스턴,"하의, 상의",3,발목,브라운,스커트,['코듀로이'],['무지'],와이드,,베이지,,,긴팔,,,,,,,,,,,,,,"['스티치', '플레어']",,,,,,,,,,,,,,,,
268,160001,웨스턴,"아우터, 상의",2,,,,,,,노멀,,니트웨어,,,"['니트', '울/캐시미어']",['무지'],터틀넥,노멀,롱,브라운,베스트,,['띠'],민소매,['가죽'],['무지'],루즈,,,,,,,,,,,,,,,,,
269,160106,웨스턴,"하의, 상의",3,,블랙,,,,,노멀,그레이,니트웨어,"['단추', '프린지']",긴팔,"['니트', '울/캐시미어']",,라운드넥,노멀,,,,,,,,,,,,화이트,,,,,,,,,,,,,,
270,160107,웨스턴,"하의, 상의",3,,블랙,,,,,노멀,그레이,니트웨어,"['단추', '프린지']",긴팔,"['니트', '울/캐시미어']",,라운드넥,노멀,,,,,,,,,,,,화이트,,,,,,,,,,,,,,
271,160108,웨스턴,"하의, 상의",3,,블랙,,,,,노멀,그레이,니트웨어,"['단추', '프린지']",긴팔,"['니트', '울/캐시미어']",,라운드넥,노멀,,,,,,,,,,,,화이트,,,,,,,,,,,,,,
272,160109,웨스턴,"하의, 상의",3,,블랙,,,,,노멀,그레이,니트웨어,"['단추', '프린지']",긴팔,"['니트', '울/캐시미어']",,라운드넥,노멀,,,,,,,,,,,,화이트,,,,,,,,,,,,,,
273,160110,웨스턴,"하의, 상의",3,,블랙,,,,,노멀,그레이,니트웨어,"['단추', '프린지']",긴팔,"['니트', '울/캐시미어']",,라운드넥,노멀,,,,,,,,,,,,,,,,,,,,,,,,,,
274,160889,웨스턴,"하의, 상의",3,발목,베이지,팬츠,['우븐'],,와이드,,화이트,셔츠,,긴팔,,['체크'],,루즈,,,,,,,,,,,,네이비,,,,,,,,,,,,,,
275,160890,웨스턴,"하의, 상의",3,발목,베이지,팬츠,['우븐'],,와이드,,화이트,셔츠,,긴팔,,['체크'],,루즈,,,,,,,,,,,,네이비,,,,,,,,,,,,,,
276,160896,웨스턴,"하의, 상의",3,발목,베이지,팬츠,['우븐'],,와이드,롱,화이트,셔츠,,긴팔,['우븐'],['레터링'],,루즈,,,,,,,,,,,,네이비,,,,,,,,,,,,,,
277,160897,웨스턴,"하의, 상의",3,발목,베이지,팬츠,['우븐'],,와이드,롱,화이트,셔츠,,긴팔,['우븐'],['레터링'],,루즈,,,,,,,,,,,,네이비,,,,,,,,,,,,,,
278,160933,웨스턴,"아우터, 하의, 상의",10,발목,레드,스커트,['우븐'],['체크'],노멀,,카키,티셔츠,,없음,['니트'],['무지'],,노멀,하프,블랙,재킷,테일러드칼라,"['띠', '포켓', '드롭숄더']",긴팔,['벨벳'],,오버사이즈,['비대칭'],,,,,,,,,,,,,,,블루,
279,160934,웨스턴,"아우터, 하의, 상의",10,발목,레드,스커트,['우븐'],['체크'],노멀,,카키,티셔츠,,없음,['니트'],['무지'],,노멀,하프,블랙,재킷,테일러드칼라,"['띠', '포켓', '드롭숄더']",긴팔,['벨벳'],,오버사이즈,['비대칭'],,,,,,,,,,,,,,,블루,
280,160935,웨스턴,"아우터, 상의",2,,,,,,,,카키,탑,,없음,['저지'],,,노멀,하프,블랙,재킷,테일러드칼라,"['띠', '포켓', '드롭숄더']",긴팔,['벨벳'],,오버사이즈,,,,,,,,,,,,,,,,,
281,160940,웨스턴,"아우터, 하의, 상의",10,발목,레드,스커트,['우븐'],['체크'],노멀,,카키,탑,,없음,['저지'],,터틀넥,노멀,하프,블랙,재킷,테일러드칼라,"['띠', '포켓', '드롭숄더']",긴팔,['가죽'],,오버사이즈,['비대칭'],,,,,,,,,,,,,,,블루,
282,183294,웨스턴,"아우터, 하의, 상의",10,발목,화이트,팬츠,['우븐'],['무지'],노멀,노멀,,니트웨어,,,['니트'],['무지'],터틀넥,타이트,롱,브라운,코트,테일러드칼라,"['더블브레스티드', '슬릿', '포켓']",긴팔,['우븐'],['무지'],루즈,['롤업'],,,,,,,,,,,,,,,,
283,183924,웨스턴,"아우터, 원피스",6,,,,,,,,,,,,,,,,,베이지,,,,긴팔,,,,,,,,미디,베이지,,드레스,"['더블브레스티드', '포켓', '플리츠']",긴팔,['우븐'],['무지'],,노멀,,,테일러드칼라
284,183925,웨스턴,"아우터, 원피스",6,,,,,,,,,,,,,,,,,베이지,,,,긴팔,,,,,,,,미디,베이지,,드레스,"['더블브레스티드', '포켓', '플리츠']",긴팔,['우븐'],['무지'],,노멀,,,테일러드칼라
285,183927,웨스턴,"아우터, 원피스",6,,,,,,,,,,,,,,,,,베이지,,,,긴팔,,,,,,,,미디,베이지,,드레스,"['더블브레스티드', '포켓', '플리츠']",긴팔,['우븐'],['무지'],,노멀,,,테일러드칼라
286,183929,웨스턴,"아우터, 원피스",6,,,,,,,,,,,,,,,,,베이지,,,,긴팔,,,,,,,,미디,베이지,,드레스,"['더블브레스티드', '포켓', '플리츠']",긴팔,['우븐'],['무지'],,노멀,,,테일러드칼라
287,183931,웨스턴,"아우터, 원피스",6,,,,,,,,,,,,,,,,,베이지,,,,긴팔,,,,,,,,미디,베이지,,드레스,"['더블브레스티드', '포켓', '플리츠']",긴팔,['우븐'],['무지'],,노멀,,,테일러드칼라
288,185696,웨스턴,"하의, 상의",3,미니,카키,팬츠,['우븐'],['무지'],노멀,,화이트,블라우스,,반팔,['우븐'],['그래픽'],스퀘어넥,노멀,,,,,,,,,,['셔링'],,네이비,,,,,,,,,,,,,,
289,185697,웨스턴,"하의, 상의",3,미니,카키,팬츠,['우븐'],['무지'],노멀,노멀,화이트,블라우스,,반팔,['우븐'],['그래픽'],스퀘어넥,노멀,,,,,,,,,,['셔링'],,네이비,,,,,,,,,,,,,,
290,185698,웨스턴,"하의, 상의",3,미니,카키,팬츠,['우븐'],['무지'],노멀,노멀,화이트,블라우스,,반팔,['우븐'],['그래픽'],스퀘어넥,노멀,,,,,,,,,,['셔링'],,네이비,,,,,,,,,,,,,,
291,185700,웨스턴,"하의, 상의",3,미니,카키,팬츠,['우븐'],['무지'],노멀,노멀,화이트,블라우스,,반팔,['우븐'],['그래픽'],스퀘어넥,노멀,,,,,,,,,,['셔링'],,네이비,,,,,,,,,,,,,,
292,185701,웨스턴,"하의, 상의",3,미니,카키,팬츠,['우븐'],['무지'],노멀,,화이트,블라우스,,반팔,['우븐'],['그래픽'],스퀘어넥,노멀,,,,,,,,,,['셔링'],,네이비,,,,,,,,,,,,,,
293,185703,웨스턴,"하의, 상의",3,미니,카키,팬츠,['우븐'],['무지'],노멀,,화이트,블라우스,,반팔,['우븐'],['그래픽'],스퀘어넥,노멀,,,,,,,,,,['셔링'],,네이비,,,,,,,,,,,,,,
294,185706,웨스턴,"하의, 상의",3,미니,카키,팬츠,['우븐'],['무지'],노멀,노멀,화이트,블라우스,,반팔,['우븐'],['그래픽'],스퀘어넥,노멀,,,,,,,,,,,,네이비,,,,,,,,,,,,,,
295,185708,웨스턴,"하의, 상의",3,미니,카키,팬츠,['우븐'],['무지'],노멀,,화이트,블라우스,,반팔,['우븐'],['그래픽'],스퀘어넥,노멀,,,,,,,,,,['셔링'],,네이비,,,,,,,,,,,,,,
296,213465,웨스턴,"하의, 상의",3,미디,블루,스커트,['스웨이드'],['무지'],와이드,,블랙,,,긴팔,,,,,,,,,,,,,,"['띠', '플레어']",,,,,,,,,,,,,,,베이지,
297,213472,웨스턴,"하의, 상의",3,미디,블루,스커트,['스웨이드'],['무지'],와이드,,,니트웨어,,,"['니트', '울/캐시미어']",['무지'],터틀넥,노멀,,,,,,,,,,"['띠', '플레어']",,,,,,,,,,,,,,,베이지,
298,246037,웨스턴,"하의, 상의",3,발목,,팬츠,['우븐'],,노멀,노멀,블랙,블라우스,['프릴'],긴팔,['우븐'],['무지'],,루즈,,,,,,,,,,,,,,,,,,,,,,,,밴드칼라,,
299,246047,웨스턴,"하의, 상의",3,발목,,팬츠,['우븐'],,노멀,노멀,블랙,블라우스,['프릴'],긴팔,['우븐'],['무지'],,루즈,,,,,,,,,,,,,,,,,,,,,,,,밴드칼라,,
300,247078,웨스턴,"하의, 상의",3,발목,네이비,청바지,['데님'],['무지'],루즈,,베이지,블라우스,"['자수', '스트링']",긴팔,['린넨'],"['스트라이프', '무지']",,노멀,,,,,,,,,,['롤업'],,브라운,,,,,,,,,,,,,,
301,247084,웨스턴,"하의, 상의",3,발목,네이비,청바지,['데님'],['무지'],루즈,,베이지,블라우스,"['자수', '스트링']",긴팔,['린넨'],"['스트라이프', '무지']",,노멀,,,,,,,,,,['롤업'],,브라운,,,,,,,,,,,,,,
302,2513,웨스턴,"아우터, 하의, 상의",10,발목,화이트,팬츠,"['우븐', '스판덱스']",['카무플라쥬'],스키니,노멀,,니트웨어,['니트꽈베기'],,['니트'],,터틀넥,루즈,하프,핑크,패딩,,"['퀄팅', '스터드', '띠', '버클']",긴팔,['패딩'],['카무플라쥬'],루즈,,,,,,,,,,,,,,,,,
303,2514,웨스턴,"아우터, 하의, 상의",10,발목,화이트,팬츠,"['우븐', '스판덱스']",['카무플라쥬'],스키니,노멀,,니트웨어,['니트꽈베기'],,['니트'],,터틀넥,루즈,하프,핑크,패딩,,"['퀄팅', '스터드', '띠']",긴팔,['패딩'],['카무플라쥬'],루즈,,,,,,,,,,,,,,,,,
304,2515,웨스턴,"아우터, 하의, 상의",10,발목,화이트,팬츠,"['우븐', '스판덱스']",['카무플라쥬'],스키니,노멀,,니트웨어,['니트꽈베기'],,['니트'],,터틀넥,루즈,하프,핑크,패딩,,"['퀄팅', '스터드', '띠']",긴팔,['패딩'],['카무플라쥬'],루즈,,,,,,,,,,,,,,,,,
305,2516,웨스턴,"아우터, 하의, 상의",10,발목,화이트,팬츠,"['우븐', '스판덱스']",['카무플라쥬'],스키니,노멀,화이트,니트웨어,['니트꽈베기'],없음,['니트'],,터틀넥,루즈,하프,핑크,패딩,,"['퀄팅', '스터드']",긴팔,['패딩'],['카무플라쥬'],루즈,,,,,,,,,,,,,,,,,
306,2517,웨스턴,"아우터, 하의, 상의",10,발목,화이트,팬츠,"['우븐', '스판덱스']",['카무플라쥬'],스키니,노멀,,니트웨어,['니트꽈베기'],,['니트'],,터틀넥,루즈,하프,핑크,패딩,,"['퀄팅', '스터드']",긴팔,['패딩'],['카무플라쥬'],루즈,,,,,,,,,,,,,,,,,
307,2536,웨스턴,"아우터, 하의, 상의",10,발목,,팬츠,"['코듀로이', '스판덱스']",['카무플라쥬'],스키니,노멀,,니트웨어,,,['니트'],['카무플라쥬'],터틀넥,루즈,롱,화이트,패딩,,"['지퍼', '퍼트리밍', '퀄팅', '스터드']",긴팔,['패딩'],['카무플라쥬'],오버사이즈,,,,,,,,,,,,,,,,,
308,2537,웨스턴,"아우터, 하의, 상의",10,발목,화이트,팬츠,"['코듀로이', '스판덱스']",['카무플라쥬'],스키니,노멀,화이트,니트웨어,,없음,['니트'],['카무플라쥬'],터틀넥,루즈,롱,화이트,패딩,,"['지퍼', '퍼트리밍', '퀄팅']",긴팔,['패딩'],['카무플라쥬'],오버사이즈,,,,,,,,,,,,,,,,,
309,2538,웨스턴,"아우터, 하의, 상의",10,발목,,팬츠,"['코듀로이', '스판덱스']",['카무플라쥬'],스키니,노멀,,니트웨어,,,['니트'],['카무플라쥬'],터틀넥,루즈,롱,화이트,패딩,,"['지퍼', '퍼트리밍', '퀄팅', '스터드']",긴팔,['패딩'],['카무플라쥬'],오버사이즈,,,,,,,,,,,,,,,,,
310,2539,웨스턴,"아우터, 하의, 상의",10,발목,,팬츠,"['코듀로이', '스판덱스']",['카무플라쥬'],스키니,노멀,,니트웨어,,,['니트'],['카무플라쥬'],터틀넥,루즈,롱,화이트,패딩,,"['지퍼', '퍼트리밍', '퀄팅']",긴팔,['패딩'],['카무플라쥬'],오버사이즈,,,,,,,,,,,,,,,,,
