,ID,style,clothing_categories,mix_clothing_categories,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_프린트,아우터_넥라인,아우터_핏,원피스_기장,원피스_카테고리,원피스_프린트,원피스_핏,원피스_색상,원피스_소매기장,하의_기장,하의_색상,하의_카테고리,하의_프린트,하의_핏,상의_기장,상의_색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_소재,아우터_소재,하의_디테일,하의_서브색상,상의_서브색상,아우터_서브색상,아우터_옷깃,원피스_디테일,원피스_소재,원피스_넥라인,상의_옷깃,원피스_서브색상,원피스_옷깃
788,1012119,스포티,"아우터, 하의",4,하프,블랙,점퍼,['단추'],긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,,,,,,,,,,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
789,1012122,스포티,"아우터, 하의",4,하프,블랙,점퍼,['단추'],긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,,,,,,,,,,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
790,1012123,스포티,"아우터, 하의",4,하프,블랙,점퍼,['단추'],긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,,,,,,,,,,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
791,1012124,스포티,"아우터, 하의",4,하프,블랙,점퍼,,긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,,,,,,,,,,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
792,1012125,스포티,"아우터, 하의",4,하프,블랙,점퍼,['단추'],긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,,,,,,,,,,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
793,1012126,스포티,"아우터, 하의, 상의",10,하프,블랙,점퍼,['단추'],긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,노멀,화이트,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
794,1012129,스포티,"아우터, 하의",4,하프,블랙,점퍼,,긴팔,['무지'],후드,루즈,,,,,,,,블루,,,,,,,,,,,,,,['우븐'],,,,,,,,,,,
795,1012130,스포티,"아우터, 하의, 상의",10,하프,블랙,점퍼,['단추'],긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,노멀,화이트,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
796,1012131,스포티,"아우터, 하의, 상의",10,하프,블랙,점퍼,['단추'],긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,노멀,화이트,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
797,1012132,스포티,"아우터, 하의, 상의",10,하프,블랙,점퍼,['단추'],긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,노멀,화이트,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
798,1012133,스포티,"아우터, 하의",4,하프,블랙,점퍼,,긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,,,,,,,,,,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
799,1012134,스포티,"아우터, 하의",4,하프,블랙,점퍼,['단추'],긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,,,,,,,,,,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
800,1012135,스포티,"아우터, 하의, 상의",10,하프,블랙,점퍼,['단추'],긴팔,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,노멀,화이트,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
801,1012136,스포티,"아우터, 하의",4,하프,블랙,점퍼,,7부소매,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,,,,,,,,,,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
802,1012139,스포티,"아우터, 하의",4,하프,블랙,점퍼,['단추'],7부소매,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,,,,,,,,,,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
803,1012140,스포티,"아우터, 하의",4,하프,블랙,점퍼,,7부소매,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,,,,,,,,,,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
804,1012141,스포티,"아우터, 하의, 상의",10,하프,블랙,점퍼,['단추'],7부소매,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,노멀,화이트,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
805,1012142,스포티,"아우터, 하의, 상의",10,하프,블랙,점퍼,['단추'],7부소매,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,노멀,화이트,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['데님'],['우븐'],['디스트로이드'],,,,,,,,,,
806,1012145,스포티,"아우터, 하의, 상의",10,하프,블랙,점퍼,['단추'],7부소매,['무지'],후드,루즈,,,,,,,,블루,,,,,화이트,,,반팔,,,,,,['우븐'],,,,,,,,,,,
807,1012151,스포티,"아우터, 하의, 상의",10,하프,블랙,점퍼,['단추'],7부소매,['무지'],후드,루즈,,,,,,,미니,블루,청바지,['무지'],노멀,노멀,화이트,티셔츠,,반팔,['저지'],['무지'],라운드넥,노멀,['데님'],['우븐'],,,,,,,,,,,
808,1017157,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],와이드,노멀,화이트,티셔츠,['셔링'],긴팔,['저지'],['무지'],,오버사이즈,['저지'],,['스트링'],,,,,,,,,,
809,1026935,스포티,"아우터, 하의, 상의",10,노말,브라운,패딩,,긴팔,['스트라이프'],,루즈,,,,,,,발목,그레이,팬츠,['스트라이프'],루즈,노멀,,티셔츠,,,"['플리스', '저지']",,라운드넥,루즈,['플리스'],['패딩'],,화이트,,화이트,,,,,,,
810,1026936,스포티,"아우터, 하의",4,노말,블랙,패딩,,긴팔,['스트라이프'],라운드넥,루즈,,,,,,,발목,그레이,팬츠,['스트라이프'],루즈,,,,,,,,,,['플리스'],['패딩'],,화이트,,화이트,,,,,,,
811,1026937,스포티,"아우터, 하의, 상의",10,노말,블랙,패딩,,긴팔,['스트라이프'],,루즈,,,,,,,발목,화이트,래깅스,['스트라이프'],스키니,노멀,오렌지,티셔츠,,없음,"['플리스', '저지']",,라운드넥,루즈,"['울/캐시미어', '저지']",['패딩'],,블랙,,화이트,,,,,,,
812,1026938,스포티,"아우터, 상의",2,노말,블랙,패딩,,긴팔,['스트라이프'],,루즈,,,,,,,,,,,,노멀,오렌지,티셔츠,,없음,['저지'],,라운드넥,루즈,,['패딩'],,,,화이트,,,,,,,
813,1027394,스포티,"아우터, 하의",4,맥시,핑크,패딩,['퍼트리밍'],긴팔,['무지'],후드,오버사이즈,,,,,,,,브라운,,,,,,,,,,,,,,,,,,,,,,,,,
814,1027396,스포티,"아우터, 하의",4,맥시,핑크,패딩,['퍼트리밍'],긴팔,['무지'],후드,오버사이즈,,,,,,,,브라운,,,,,,,,,,,,,,,,,,,,,,,,,
815,1027398,스포티,"아우터, 하의",4,맥시,베이지,패딩,['퍼트리밍'],긴팔,['무지'],후드,오버사이즈,,,,,,,,브라운,,,,,,,,,,,,,,,,,,,,,,,,,
816,1027419,스포티,"아우터, 하의",4,하프,그린,패딩,,긴팔,['무지'],,오버사이즈,,,,,,,,블랙,,,,,,,,,,,,,,['패딩'],,,,,,,,,,,
817,1027421,스포티,"아우터, 하의",4,하프,옐로우,패딩,,긴팔,['무지'],,오버사이즈,,,,,,,,그레이,,,,,,,,,,,,,,['패딩'],,,,,,,,,,,
818,1029692,스포티,"아우터, 하의",4,노말,화이트,짚업,"['지퍼', '포켓']",긴팔,['무지'],라운드넥,노멀,,,,,,,발목,카키,팬츠,['무지'],노멀,,,,,,,,,,['우븐'],['저지'],['롤업'],,,,,,,,,,
819,1029696,스포티,"아우터, 하의",4,노말,베이지,짚업,['지퍼'],긴팔,['무지'],,노멀,,,,,,,발목,카키,팬츠,['무지'],노멀,,,,,,,,,,['우븐'],['저지'],"['스트링', '롤업']",,,,,,,,,,
820,1029699,스포티,"아우터, 하의",4,노말,베이지,짚업,"['지퍼', '포켓']",긴팔,['무지'],브이넥,노멀,,,,,,,발목,카키,팬츠,['무지'],노멀,,,,,,,,,,['우븐'],['저지'],['롤업'],,,,,,,,,,
821,1036145,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],노멀,노멀,화이트,탑,,7부소매,['우븐'],['그래픽'],,루즈,['우븐'],,,화이트,,,,,,,,,
822,1036147,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],노멀,노멀,화이트,탑,,7부소매,['우븐'],['그래픽'],라운드넥,루즈,['우븐'],,,화이트,블랙,,,,,,,,
823,1036150,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],노멀,노멀,화이트,탑,,7부소매,['우븐'],['그래픽'],라운드넥,루즈,['우븐'],,,화이트,블랙,,,,,,,,
824,1036151,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],노멀,노멀,화이트,탑,,7부소매,['우븐'],['그래픽'],,루즈,['우븐'],,,,블랙,,,,,,,,
825,1036184,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,노멀,화이트,후드티,,캡,['우븐'],['무지'],후드,노멀,['스판덱스'],,,,,,,,,,,,
826,1036185,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,노멀,화이트,티셔츠,,캡,['우븐'],['무지'],,노멀,['스판덱스'],,,화이트,,,,,,,,,
827,1036189,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,노멀,화이트,티셔츠,,캡,['우븐'],['무지'],,노멀,['스판덱스'],,,화이트,,,,,,,,,
828,1036500,스포티,"아우터, 하의",4,하프,블랙,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,,,,,,,,
829,1036501,스포티,"아우터, 하의",4,하프,블랙,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,,,,,,,,
830,1036502,스포티,"아우터, 하의",4,하프,블랙,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,,,,,,,,
831,1036503,스포티,"아우터, 하의",4,하프,블랙,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,,,,,,,,
832,1036504,스포티,"아우터, 하의",4,하프,블랙,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,,,,,,,,
833,1036505,스포티,"아우터, 하의",4,하프,블랙,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,,,,,,,,
834,1036508,스포티,"아우터, 하의",4,하프,블랙,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,,,,,,,,
835,1036512,스포티,"아우터, 하의",4,하프,화이트,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,,,,,,,,
836,1036514,스포티,"아우터, 하의",4,하프,화이트,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,,,,,,,,
837,1036518,스포티,"아우터, 하의",4,하프,핑크,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,화이트,,,,,,,
838,1036519,스포티,"아우터, 하의",4,하프,핑크,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,실버,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['레이스', '우븐']",['비대칭'],,,화이트,,,,,,,
839,1036520,스포티,"아우터, 하의",4,하프,핑크,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,화이트,,,,,,,
840,1036521,스포티,"아우터, 하의",4,하프,핑크,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,화이트,,,,,,,
841,1036522,스포티,"아우터, 하의",4,하프,핑크,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,실버,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['레이스', '우븐']",['비대칭'],,,화이트,,,,,,,
842,1036523,스포티,"아우터, 하의",4,하프,핑크,점퍼,['니트꽈베기'],긴팔,['무지'],후드,루즈,,,,,,,미디,,스커트,['무지'],노멀,,,,,,,,,,['저지'],"['우븐', '니트']",['비대칭'],,,화이트,,,,,,,
843,1037904,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,골드,팬츠,['무지'],와이드,,화이트,탑,,민소매,['우븐'],['레터링'],라운드넥,루즈,['우븐'],,['스트링'],,골드,,,,,,,,
844,1037905,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,골드,팬츠,['무지'],와이드,,화이트,탑,,민소매,['우븐'],['레터링'],라운드넥,루즈,['우븐'],,['스트링'],,골드,,,,,,,,
845,1037906,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,골드,팬츠,['무지'],와이드,,화이트,탑,,민소매,['우븐'],['레터링'],라운드넥,루즈,['우븐'],,['스트링'],,골드,,,,,,,,
846,1037907,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,골드,팬츠,['무지'],와이드,,화이트,탑,,민소매,['우븐'],['레터링'],라운드넥,루즈,['우븐'],,['스트링'],,골드,,,,,,,,
847,1037910,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,골드,팬츠,['무지'],와이드,,화이트,탑,,민소매,['우븐'],['레터링'],라운드넥,루즈,['우븐'],,['스트링'],,골드,,,,,,,,
848,1037911,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,골드,팬츠,['무지'],와이드,,화이트,탑,,민소매,['우븐'],['레터링'],라운드넥,루즈,['우븐'],,['스트링'],,골드,,,,,,,,
849,1037912,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,골드,팬츠,['무지'],와이드,,화이트,탑,,민소매,['우븐'],['레터링'],라운드넥,루즈,['우븐'],,['스트링'],,골드,,,,,,,,
850,1037913,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미니,골드,팬츠,['무지'],와이드,,화이트,탑,,민소매,['우븐'],['레터링'],라운드넥,루즈,['우븐'],,['스트링'],,골드,,,,,,,,
851,1038332,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,롱,화이트,티셔츠,,민소매,['우븐'],['무지'],유넥,노멀,['우븐'],,,,,,,,,,,,
852,1038335,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,롱,화이트,티셔츠,,민소매,['우븐'],['무지'],유넥,노멀,['우븐'],,,,,,,,,,,,
853,1038337,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,노멀,그레이,티셔츠,['자수'],긴팔,['메시'],['무지'],라운드넥,노멀,['우븐'],,,,,,,,,,,,
854,1038338,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,노멀,그레이,티셔츠,['자수'],긴팔,['메시'],['무지'],라운드넥,노멀,['우븐'],,,,,,,,,,,,
855,1038342,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,노멀,그레이,티셔츠,['자수'],긴팔,['메시'],['무지'],라운드넥,노멀,['우븐'],,,,,,,,,,,,
856,1038595,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,롱,화이트,티셔츠,['컷아웃'],7부소매,['니트'],['무지'],라운드넥,루즈,['스판덱스'],,,,,,,,,,,,
857,1038596,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,래깅스,['무지'],스키니,롱,화이트,티셔츠,['컷아웃'],7부소매,['니트'],['무지'],라운드넥,루즈,['스판덱스'],,,,,,,,,,,,
858,1038598,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,롱,화이트,티셔츠,['컷아웃'],7부소매,['니트'],['무지'],라운드넥,루즈,['스판덱스'],,,,,,,,,,,,
859,1038600,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,롱,화이트,티셔츠,['컷아웃'],7부소매,['니트'],['무지'],라운드넥,루즈,['스판덱스'],,,,,,,,,,,,
860,1038766,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,롱,라벤더,티셔츠,,긴팔,['우븐'],['호피'],라운드넥,오버사이즈,['스판덱스'],,,,블랙,,,,,,,,
861,1038769,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,롱,라벤더,티셔츠,,긴팔,['우븐'],['호피'],라운드넥,오버사이즈,['스판덱스'],,,,블랙,,,,,,,,
862,1038774,스포티,"하의, 상의",3,,,,,,,,,,,,,,,,블랙,,,,롱,라벤더,티셔츠,,긴팔,['우븐'],['호피'],라운드넥,오버사이즈,,,,,블랙,,,,,,,,
863,1042119,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],노멀,노멀,블랙,티셔츠,['드롭숄더'],긴팔,['벨벳'],['무지'],라운드넥,루즈,['벨벳'],,,,,,,,,,,,
864,1042120,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],노멀,노멀,블랙,티셔츠,['드롭숄더'],긴팔,['벨벳'],['무지'],라운드넥,루즈,['벨벳'],,,,,,,,,,,,
865,1042124,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],노멀,노멀,블랙,티셔츠,['드롭숄더'],긴팔,['벨벳'],['무지'],라운드넥,루즈,['벨벳'],,,,,,,,,,,,
866,1042127,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],노멀,노멀,블랙,티셔츠,['드롭숄더'],긴팔,['벨벳'],['무지'],라운드넥,루즈,['벨벳'],,,,,,,,,,,,
867,1042128,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],노멀,노멀,블랙,티셔츠,['드롭숄더'],긴팔,['벨벳'],['무지'],라운드넥,루즈,['벨벳'],,,,,,,,,,,,
868,1042129,스포티,"하의, 상의",3,,,,,,,,,,,,,,,,블랙,,,,노멀,블랙,티셔츠,['드롭숄더'],긴팔,['벨벳'],['무지'],라운드넥,루즈,,,,,,,,,,,,,
869,1042719,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['스트라이프'],스키니,노멀,실버,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,루즈,['스판덱스'],,,화이트,,,,,,,,,
870,1042720,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['스트라이프'],스키니,노멀,실버,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,루즈,['스판덱스'],,,화이트,,,,,,,,,
871,1042721,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['스트라이프'],스키니,노멀,실버,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,루즈,['스판덱스'],,,화이트,,,,,,,,,
872,1042723,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['스트라이프'],스키니,노멀,실버,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,루즈,['스판덱스'],,,화이트,,,,,,,,,
873,1042724,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['스트라이프'],스키니,노멀,실버,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,루즈,['스판덱스'],,,화이트,,,,,,,,,
874,1042728,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['스트라이프'],스키니,노멀,실버,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,루즈,['스판덱스'],,,화이트,,,,,,,,,
875,1042730,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['스트라이프'],스키니,노멀,실버,티셔츠,,긴팔,['우븐'],['무지'],라운드넥,루즈,['스판덱스'],,,화이트,,,,,,,,,
876,1044429,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,크롭,블랙,브라탑,,민소매,"['저지', '스판덱스']",['무지'],스퀘어넥,타이트,['스판덱스'],,,그레이,,,,,,,,,
877,1044430,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,크롭,블랙,브라탑,,민소매,"['저지', '스판덱스']",['무지'],스퀘어넥,타이트,['스판덱스'],,,그레이,,,,,,,,,
878,1044435,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,크롭,블랙,브라탑,,민소매,"['저지', '스판덱스']",['무지'],스퀘어넥,타이트,['스판덱스'],,,그레이,,,,,,,,,
879,1044440,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,크롭,화이트,브라탑,,민소매,"['스판덱스', '우븐']",['무지'],유넥,타이트,"['스판덱스', '우븐']",,,,,,,,,,,,
880,1044441,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,크롭,화이트,브라탑,,민소매,"['스판덱스', '우븐']",['무지'],유넥,타이트,"['스판덱스', '우븐']",,,,,,,,,,,,
881,1044448,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,크롭,화이트,브라탑,,민소매,"['스판덱스', '우븐']",['무지'],유넥,타이트,"['스판덱스', '우븐']",,,,,,,,,,,,
882,1044450,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,래깅스,['무지'],스키니,크롭,화이트,브라탑,,민소매,"['스판덱스', '우븐']",['무지'],유넥,타이트,"['스판덱스', '우븐']",,,,,,,,,,,,
883,1044585,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,노멀,블랙,브라탑,,민소매,['저지'],['무지'],라운드넥,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
884,1044588,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,노멀,블랙,브라탑,,민소매,['저지'],['무지'],라운드넥,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
885,1044589,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,노멀,블랙,브라탑,['X스트랩'],민소매,['저지'],['무지'],,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
886,1044598,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,롱,블랙,브라탑,,민소매,['저지'],['무지'],유넥,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
887,1044599,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,롱,블랙,브라탑,,민소매,['저지'],['무지'],유넥,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
888,1044600,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,롱,블랙,브라탑,,민소매,['저지'],['무지'],유넥,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
889,1044605,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,롱,블랙,브라탑,,민소매,['저지'],['무지'],유넥,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
890,1044609,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,노멀,네이비,브라탑,,민소매,['저지'],['무지'],유넥,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
891,1044611,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,노멀,네이비,브라탑,,민소매,['저지'],['무지'],유넥,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
892,1044613,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,노멀,네이비,브라탑,,민소매,['저지'],['무지'],유넥,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
893,1044615,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,노멀,네이비,브라탑,,민소매,['저지'],['무지'],유넥,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
894,1044618,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,블랙,팬츠,['무지'],스키니,노멀,네이비,브라탑,,민소매,['저지'],['무지'],유넥,타이트,['우븐'],,['디스트로이드'],,,,,,,,,,
895,1044970,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,네이비,래깅스,['무지'],스키니,노멀,네이비,탑,,민소매,['저지'],['무지'],유넥,타이트,['저지'],,,,,,,,,,,,
896,1044975,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,네이비,래깅스,['무지'],스키니,노멀,네이비,탑,,민소매,['저지'],['무지'],유넥,타이트,['저지'],,,,,,,,,,,,
897,1044976,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,네이비,래깅스,['무지'],스키니,노멀,네이비,탑,,민소매,['저지'],['무지'],유넥,타이트,['저지'],,,,,,,,,,,,
898,1044977,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,네이비,래깅스,['무지'],스키니,노멀,네이비,탑,,민소매,['저지'],['무지'],유넥,타이트,['저지'],,,,,,,,,,,,
899,1044981,스포티,"하의, 상의",3,,,,,,,,,,,,,,,발목,,래깅스,['무지'],스키니,노멀,네이비,탑,,민소매,['저지'],['무지'],,타이트,['저지'],,,,,,,,,,,,
900,1045048,스포티,"하의, 상의",3,,,,,,,,,,,,,,,미디,레드,래깅스,['무지'],스키니,노멀,레드,탑,,민소매,['스판덱스'],['무지'],유넥,노멀,['스판덱스'],,,,화이트,,,,,,,,
