,ID,style,clothing_categories,mix_clothing_categories,아우터_기장,아우터_색상,아우터_카테고리,아우터_옷깃,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_소매기장,아우터_서브색상,원피스_기장,원피스_카테고리,원피스_디테일,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_색상,원피스_서브색상,원피스_소매기장,상의_카테고리,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_디테일,하의_서브색상,상의_기장,상의_서브색상,상의_디테일
109,558280,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,래깅스,['스판덱스'],['무지'],스키니,블랙,긴팔,,,,,,,,,,,,블라우스,"['시폰', '우븐']",['무지'],,루즈,,,롱,,['퍼프']
110,558282,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,래깅스,['스판덱스'],['무지'],스키니,블랙,긴팔,,,,,,,,,,,,블라우스,"['시폰', '우븐']",['무지'],라운드넥,루즈,,,롱,,"['퍼프', '단추']"
111,558285,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,래깅스,['스판덱스'],['무지'],스키니,블랙,긴팔,,,,,,,,,,,,블라우스,"['시폰', '우븐']",['무지'],유넥,루즈,,,롱,,['퍼프']
112,558289,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,래깅스,['스판덱스'],['무지'],스키니,블랙,긴팔,,,,,,,,,,,,블라우스,"['시폰', '우븐']",['무지'],유넥,루즈,,,롱,,['퍼프']
113,558296,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,래깅스,['스판덱스'],['무지'],스키니,블랙,긴팔,,,,,,,,,,,,블라우스,"['시폰', '우븐']",['무지'],유넥,루즈,,,롱,,['퍼프']
114,558299,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,래깅스,['스판덱스'],['무지'],스키니,블랙,긴팔,,,,,,,,,,,,블라우스,"['시폰', '우븐']",['무지'],,루즈,,,롱,,['퍼프']
115,558301,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,래깅스,['스판덱스'],['무지'],스키니,블랙,긴팔,,,,,,,,,,,,블라우스,"['시폰', '우븐']",['무지'],라운드넥,루즈,,,롱,,"['퍼프', '단추']"
116,558304,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,래깅스,['스판덱스'],['무지'],스키니,블랙,긴팔,,,,,,,,,,,,블라우스,"['시폰', '우븐']",['무지'],라운드넥,루즈,,,롱,,"['퍼프', '단추']"
117,558308,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,래깅스,['스판덱스'],['무지'],스키니,블랙,긴팔,,,,,,,,,,,,블라우스,"['시폰', '우븐']",['무지'],유넥,루즈,,,롱,,['퍼프']
118,558310,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,래깅스,['스판덱스'],['무지'],스키니,블랙,긴팔,,,,,,,,,,,,블라우스,"['시폰', '우븐']",['무지'],유넥,루즈,,,롱,,['퍼프']
119,561203,펑크,"하의, 상의",3,,,,,,,,,,,발목,블랙,팬츠,['우븐'],,스키니,블랙,반팔,,,,,,,,,,,,티셔츠,['저지'],,브이넥,노멀,,,롱,,
120,561204,펑크,"하의, 상의",3,,,,,,,,,,,발목,블랙,팬츠,['우븐'],,스키니,블랙,반팔,,,,,,,,,,,,티셔츠,['저지'],,브이넥,노멀,,,롱,,
121,561206,펑크,"하의, 상의",3,,,,,,,,,,,발목,블랙,팬츠,['우븐'],,스키니,블랙,반팔,,,,,,,,,,,,티셔츠,['저지'],,브이넥,노멀,,,롱,,
122,561211,펑크,"하의, 상의",3,,,,,,,,,,,발목,블랙,팬츠,['우븐'],,스키니,블랙,반팔,,,,,,,,,,,,티셔츠,['저지'],,브이넥,노멀,,,롱,,
123,561212,펑크,"하의, 상의",3,,,,,,,,,,,발목,블랙,팬츠,['우븐'],,스키니,블랙,반팔,,,,,,,,,,,,티셔츠,['저지'],,브이넥,노멀,,,롱,,
124,564361,펑크,"아우터, 상의",2,롱,,코트,폴로칼라,['스터드'],,,['무지'],,노멀,,,,,,,네이비,긴팔,,,,,,,,,,,,,,,,,,,,,
125,590530,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,팬츠,['우븐'],['무지'],노멀,블랙,반팔,,,,,,,,,,,,티셔츠,"['니트', '우븐']",['믹스'],보트넥,노멀,,,롱,화이트,
126,590532,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,팬츠,['우븐'],['무지'],노멀,블랙,반팔,,,,,,,,,,,,티셔츠,"['니트', '우븐']",['믹스'],보트넥,노멀,,,롱,화이트,
127,590533,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,팬츠,['우븐'],['무지'],노멀,블랙,반팔,,,,,,,,,,,,티셔츠,"['니트', '우븐']",['믹스'],보트넥,노멀,,,롱,화이트,
128,590537,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,팬츠,['우븐'],['무지'],노멀,블랙,반팔,,,,,,,,,,,,티셔츠,"['니트', '우븐']",['믹스'],보트넥,노멀,,,롱,화이트,
129,590539,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,팬츠,['우븐'],['무지'],노멀,블랙,반팔,,,,,,,,,,,,티셔츠,"['니트', '우븐']",['믹스'],보트넥,노멀,,,롱,화이트,
130,590541,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,팬츠,['우븐'],['무지'],노멀,블랙,반팔,,,,,,,,,,,,티셔츠,"['니트', '우븐']",['믹스'],보트넥,노멀,,,롱,화이트,
131,590542,펑크,"하의, 상의",3,,,,,,,,,,,,블랙,팬츠,['우븐'],['무지'],노멀,블랙,반팔,,,,,,,,,,,,티셔츠,"['니트', '우븐']",['믹스'],보트넥,노멀,,,롱,화이트,
132,592134,펑크,"아우터, 하의",4,노말,블랙,재킷,,,반팔,['가죽'],['무지'],,타이트,발목,블랙,팬츠,['데님'],['무지'],스키니,,,,,,,,,,,,,,,,,,,,,,,
133,592135,펑크,"아우터, 하의",4,노말,블랙,재킷,,,반팔,['가죽'],['무지'],,타이트,발목,블랙,팬츠,['데님'],['무지'],스키니,,,,,,,,,,,,,,,,,,,,,,,
134,592139,펑크,"아우터, 하의",4,노말,블랙,재킷,,,반팔,['가죽'],['무지'],,타이트,발목,블랙,팬츠,['데님'],['무지'],스키니,,,,,,,,,,,,,,,,,,,,,,,
135,592140,펑크,"아우터, 하의",4,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,타이트,발목,블랙,팬츠,['데님'],['무지'],스키니,,,,,,,,,,,,,,,,,,,,,,,
136,592141,펑크,"아우터, 하의",4,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,타이트,발목,블랙,팬츠,['데님'],['무지'],스키니,,,,,,,,,,,,,,,,,,,,,,,
137,592142,펑크,"아우터, 하의",4,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,타이트,발목,블랙,팬츠,['데님'],['무지'],스키니,,,,,,,,,,,,,,,,,,,,,,,
138,604503,펑크,"아우터, 하의",4,하프,브라운,재킷,테일러드칼라,['싱글브레스티드'],7부소매,['가죽'],['무지'],,오버사이즈,발목,스카이블루,청바지,['데님'],,노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,
139,604504,펑크,"아우터, 하의",4,하프,브라운,재킷,테일러드칼라,['싱글브레스티드'],7부소매,['가죽'],['무지'],,오버사이즈,발목,스카이블루,청바지,['데님'],,노멀,,,,,,,,,,,,,,,,,,,['디스트로이드'],,,,
140,777021,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
141,777022,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
142,777023,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
143,777024,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
144,777025,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
145,777026,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
146,777029,펑크,"하의, 상의",3,,,,,,,,,,,,블루,,,,,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,,,노멀,실버,
147,777030,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
148,777031,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
149,777032,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
150,777033,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
151,777034,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
152,777035,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
153,777036,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
154,777039,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
155,777040,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
156,777041,펑크,"하의, 상의",3,,,,,,,,,,,발목,블루,청바지,['데님'],['무지'],벨보텀,그레이,반팔,,,,,,,,,,,,탑,['시폰'],,라운드넥,노멀,['포켓'],,노멀,실버,
157,899708,펑크,"아우터, 원피스",6,노말,블랙,재킷,테일러드칼라,"['지퍼', '단추']",긴팔,['가죽'],['무지'],,노멀,,,,,,,,,,,,,,,,,베이지,,긴팔,,,,,,,,,,
158,899711,펑크,"아우터, 원피스",6,노말,블랙,재킷,테일러드칼라,"['지퍼', '단추']",긴팔,['가죽'],['무지'],,노멀,,,,,,,,,,,,,,,,,베이지,,긴팔,,,,,,,,,,
159,899712,펑크,"아우터, 원피스",6,노말,블랙,재킷,테일러드칼라,"['지퍼', '단추']",긴팔,['가죽'],['무지'],,노멀,,,,,,,,,,,,,,,,,베이지,,긴팔,,,,,,,,,,
160,976409,펑크,"아우터, 하의, 상의",10,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,노멀,,블랙,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,티셔츠,['우븐'],['무지'],라운드넥,노멀,,,,,
161,976410,펑크,"아우터, 하의",4,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,노멀,맥시,블루,청바지,['데님'],['무지'],루즈,,,,,,,,,,,,,,,,,,,,,,,
162,976411,펑크,"아우터, 하의",4,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,노멀,맥시,블루,청바지,['데님'],['무지'],루즈,,,,,,,,,,,,,,,,,,,,,,,
163,976412,펑크,"아우터, 하의",4,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,노멀,,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,,,,,,,,,,
164,976413,펑크,"아우터, 하의, 상의",10,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,노멀,,블루,청바지,['데님'],['무지'],노멀,,,,,,,,,,,,,,티셔츠,['우븐'],['무지'],라운드넥,노멀,,,,,
165,976414,펑크,"아우터, 하의",4,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,노멀,맥시,블루,청바지,['데님'],['무지'],루즈,,,,,,,,,,,,,,,,,,,,,,,
166,976415,펑크,"아우터, 하의",4,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,노멀,맥시,블루,청바지,['데님'],['무지'],루즈,,,,,,,,,,,,,,,,,,,,,,,
167,976416,펑크,"아우터, 하의",4,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,노멀,맥시,블루,청바지,['데님'],['무지'],벨보텀,,,,,,,,,,,,,,,,,,,,,,,
168,976419,펑크,"아우터, 하의, 상의",10,노말,블랙,재킷,,,긴팔,['가죽'],['무지'],,노멀,,블루,청바지,['데님'],['무지'],노멀,화이트,없음,,,,,,,,,,,,티셔츠,['우븐'],['무지'],라운드넥,노멀,,,,,
169,976529,펑크,"아우터, 하의, 상의",10,노말,블랙,재킷,셔츠칼라,['드롭숄더'],긴팔,['가죽'],['무지'],,루즈,,,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,,,티셔츠,['우븐'],['무지'],라운드넥,노멀,,,,,
170,976530,펑크,"아우터, 하의, 상의",10,노말,블랙,재킷,셔츠칼라,['드롭숄더'],긴팔,['가죽'],['무지'],,루즈,,,팬츠,['우븐'],['무지'],노멀,화이트,없음,,,,,,,,,,,,티셔츠,['우븐'],['무지'],라운드넥,노멀,,,,,
171,976531,펑크,"아우터, 하의, 상의",10,노말,블랙,재킷,셔츠칼라,['드롭숄더'],긴팔,['가죽'],['무지'],,루즈,,,팬츠,['우븐'],['무지'],노멀,화이트,없음,,,,,,,,,,,,티셔츠,['우븐'],['무지'],라운드넥,노멀,,,,,
172,976533,펑크,"아우터, 하의, 상의",10,노말,블랙,재킷,셔츠칼라,['드롭숄더'],긴팔,['가죽'],['무지'],,루즈,,,팬츠,['우븐'],['무지'],노멀,화이트,없음,,,,,,,,,,,,티셔츠,['우븐'],['무지'],라운드넥,노멀,,,,,
173,994981,펑크,"하의, 상의",3,,,,,,,,,,,발목,그린,스커트,"['우븐', '메시']",['무지'],노멀,화이트,7부소매,,,,,,,,,,,,티셔츠,['우븐'],"['레터링', '무지']",라운드넥,루즈,"['퀄팅', '플레어']",,노멀,레드,
174,994982,펑크,"하의, 상의",3,,,,,,,,,,,발목,그린,스커트,"['우븐', '메시']",['무지'],노멀,화이트,7부소매,,,,,,,,,,,,티셔츠,['우븐'],"['레터링', '무지']",라운드넥,루즈,"['퀄팅', '플레어']",,노멀,레드,
175,994983,펑크,"하의, 상의",3,,,,,,,,,,,발목,그린,스커트,"['우븐', '메시']",['무지'],노멀,화이트,7부소매,,,,,,,,,,,,티셔츠,['우븐'],"['레터링', '무지']",라운드넥,루즈,"['퀄팅', '플레어']",,노멀,레드,
176,994984,펑크,"하의, 상의",3,,,,,,,,,,,발목,그린,스커트,"['우븐', '메시']",['무지'],노멀,화이트,7부소매,,,,,,,,,,,,티셔츠,['우븐'],"['레터링', '무지']",라운드넥,루즈,"['퀄팅', '플레어']",,노멀,레드,
177,994985,펑크,"하의, 상의",3,,,,,,,,,,,발목,그린,스커트,"['우븐', '메시']",['무지'],노멀,화이트,7부소매,,,,,,,,,,,,티셔츠,['우븐'],"['레터링', '무지']",라운드넥,루즈,"['퀄팅', '플레어']",,노멀,레드,
178,994989,펑크,"하의, 상의",3,,,,,,,,,,,발목,그린,스커트,"['우븐', '메시']",['무지'],노멀,화이트,7부소매,,,,,,,,,,,,티셔츠,['우븐'],['무지'],,루즈,['플레어'],,노멀,레드,
179,994990,펑크,"하의, 상의",3,,,,,,,,,,,발목,그린,스커트,"['우븐', '메시']",['무지'],노멀,화이트,7부소매,,,,,,,,,,,,,,,,,"['퀄팅', '플레어']",,,레드,
180,994992,펑크,"하의, 상의",3,,,,,,,,,,,발목,그린,스커트,"['우븐', '메시']",['무지'],노멀,화이트,7부소매,,,,,,,,,,,,티셔츠,['우븐'],"['레터링', '무지']",라운드넥,루즈,"['퀄팅', '플레어']",,노멀,레드,
181,994993,펑크,"하의, 상의",3,,,,,,,,,,,발목,그린,스커트,"['우븐', '메시']",['무지'],노멀,화이트,7부소매,,,,,,,,,,,,티셔츠,['우븐'],"['레터링', '무지']",라운드넥,루즈,"['퀄팅', '플레어']",,노멀,레드,
182,994994,펑크,"하의, 상의",3,,,,,,,,,,,발목,그린,스커트,"['우븐', '메시']",['무지'],노멀,화이트,7부소매,,,,,,,,,,,,티셔츠,['우븐'],"['레터링', '무지']",라운드넥,루즈,"['퀄팅', '플레어']",,노멀,레드,
