,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_카테고리,상의_옷깃,상의_소매기장,상의_소재,상의_프린트,상의_핏,상의_서브색상,상의_기장,상의_디테일,상의_넥라인,하의_서브색상,하의_디테일,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,아우터_서브색상,아우터_옷깃,원피스_카테고리,원피스_디테일,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_기장,원피스_색상,원피스_서브색상,원피스_소매기장,원피스_옷깃
782,1174484,레트로,"하의, 상의",3,미니,네이비,청바지,['데님'],,노멀,퍼플,티셔츠,셔츠칼라,7부소매,['우븐'],['플로럴'],노멀,화이트,노멀,,,,['롤업'],,,,,,,,,,,,,,,,,,,,,,
783,1174485,레트로,"하의, 상의",3,미니,네이비,청바지,['데님'],,노멀,퍼플,티셔츠,셔츠칼라,7부소매,['우븐'],['플로럴'],노멀,화이트,노멀,,,,['롤업'],,,,,,,,,,,,,,,,,,,,,,
784,1174486,레트로,"하의, 상의",3,미니,네이비,청바지,['데님'],,노멀,퍼플,티셔츠,셔츠칼라,7부소매,['우븐'],['플로럴'],노멀,화이트,노멀,,,,['롤업'],,,,,,,,,,,,,,,,,,,,,,
785,1174487,레트로,"하의, 상의",3,미니,네이비,청바지,['데님'],,노멀,퍼플,티셔츠,셔츠칼라,7부소매,['우븐'],['플로럴'],노멀,화이트,노멀,,,,['롤업'],,,,,,,,,,,,,,,,,,,,,,
786,1174563,레트로,"아우터, 하의, 상의",10,미니,블루,청바지,['데님'],,노멀,화이트,셔츠,테일러드칼라,없음,['우븐'],['그래픽'],노멀,,,,,,['디스트로이드'],,화이트,,,반팔,,,,,블루,,,,,,,,,,,,
787,1174564,레트로,"아우터, 하의, 상의",10,미니,블루,청바지,['데님'],,노멀,화이트,탑,,없음,['저지'],['무지'],타이트,,,,브이넥,,['디스트로이드'],노말,화이트,재킷,,반팔,['우븐'],['그래픽'],,노멀,블루,테일러드칼라,,,,,,,,,,,
788,1174565,레트로,"아우터, 하의, 상의",10,미니,블루,청바지,['데님'],,노멀,화이트,탑,,없음,['저지'],['무지'],타이트,,,,브이넥,,['디스트로이드'],노말,화이트,재킷,,반팔,['우븐'],['그래픽'],,노멀,블루,테일러드칼라,,,,,,,,,,,
789,1174566,레트로,"아우터, 하의, 상의",10,미니,블루,청바지,['데님'],,노멀,화이트,탑,,없음,['저지'],['무지'],타이트,,,,브이넥,,['디스트로이드'],노말,화이트,재킷,,반팔,['우븐'],['그래픽'],,노멀,블루,테일러드칼라,,,,,,,,,,,
790,1174567,레트로,"하의, 상의",3,미니,블루,청바지,['데님'],,노멀,화이트,셔츠,테일러드칼라,반팔,['우븐'],['그래픽'],노멀,블루,,,,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
791,1174568,레트로,"하의, 상의",3,미니,블루,청바지,['데님'],,노멀,화이트,셔츠,테일러드칼라,반팔,['우븐'],['그래픽'],노멀,블루,,,,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
792,1174569,레트로,"하의, 상의",3,미니,블루,청바지,['데님'],,노멀,화이트,셔츠,테일러드칼라,반팔,['우븐'],['그래픽'],노멀,블루,,,,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
793,1174570,레트로,"하의, 상의",3,미니,블루,청바지,['데님'],,노멀,화이트,셔츠,테일러드칼라,반팔,['우븐'],['그래픽'],노멀,블루,,,,,['디스트로이드'],,,,,,,,,,,,,,,,,,,,,,
794,1175368,레트로,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,화이트,블라우스,,7부소매,['시폰'],['플로럴'],노멀,레드,,['퍼프'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
795,1175370,레트로,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,화이트,블라우스,,7부소매,['시폰'],['플로럴'],노멀,레드,,['퍼프'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
796,1175374,레트로,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,화이트,블라우스,,7부소매,['시폰'],['플로럴'],노멀,레드,,['퍼프'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
797,1175376,레트로,"하의, 상의",3,발목,블루,청바지,['데님'],['무지'],스키니,화이트,블라우스,,7부소매,['시폰'],['플로럴'],노멀,레드,,['퍼프'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
798,1175705,레트로,"하의, 상의",3,니렝스,스카이블루,스커트,['우븐'],['체크'],,화이트,블라우스,,민소매,,['무지'],노멀,,,['프릴'],브이넥,화이트,['단추'],,,,,,,,,,,,,,,,,,,,,,
799,1175706,레트로,"하의, 상의",3,니렝스,스카이블루,스커트,['우븐'],['체크'],,화이트,블라우스,,민소매,,['무지'],노멀,,,['프릴'],브이넥,화이트,['단추'],,,,,,,,,,,,,,,,,,,,,,
800,1175707,레트로,"하의, 상의",3,,스카이블루,스커트,['우븐'],['체크'],,화이트,블라우스,,민소매,,['무지'],노멀,,,['프릴'],브이넥,화이트,['단추'],,,,,,,,,,,,,,,,,,,,,,
801,1175708,레트로,"하의, 상의",3,,스카이블루,스커트,['우븐'],['체크'],,화이트,블라우스,,민소매,,['무지'],노멀,,,['프릴'],브이넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
802,1175709,레트로,"하의, 상의",3,니렝스,스카이블루,스커트,['우븐'],['체크'],,화이트,블라우스,,민소매,,['무지'],노멀,,,['프릴'],브이넥,화이트,['단추'],,,,,,,,,,,,,,,,,,,,,,
803,1175710,레트로,"하의, 상의",3,니렝스,스카이블루,스커트,['우븐'],['체크'],,화이트,블라우스,,민소매,,['무지'],노멀,,,['프릴'],브이넥,화이트,['단추'],,,,,,,,,,,,,,,,,,,,,,
804,1175713,레트로,"하의, 상의",3,,스카이블루,스커트,['우븐'],['체크'],,화이트,블라우스,,민소매,,['무지'],노멀,,,['프릴'],브이넥,화이트,['단추'],,,,,,,,,,,,,,,,,,,,,,
805,1175715,레트로,"하의, 상의",3,,스카이블루,스커트,['우븐'],['체크'],,화이트,블라우스,,민소매,,['무지'],노멀,,,['프릴'],브이넥,화이트,['단추'],,,,,,,,,,,,,,,,,,,,,,
806,1175716,레트로,"하의, 상의",3,니렝스,스카이블루,스커트,['우븐'],['체크'],,화이트,블라우스,,민소매,,['무지'],노멀,,,['프릴'],브이넥,화이트,['단추'],,,,,,,,,,,,,,,,,,,,,,
807,1175717,레트로,"하의, 상의",3,니렝스,스카이블루,스커트,['우븐'],['체크'],,화이트,블라우스,,민소매,,['무지'],노멀,,,['프릴'],브이넥,화이트,['단추'],,,,,,,,,,,,,,,,,,,,,,
808,1175729,레트로,"하의, 상의",3,미디,화이트,스커트,['시폰'],['도트'],,블랙,블라우스,,반팔,['우븐'],['무지'],,화이트,,['리본'],오프숄더,블랙,"['플레어', '비대칭']",,,,,,,,,,,,,,,,,,,,,,
809,1175730,레트로,"하의, 상의",3,미디,화이트,스커트,['시폰'],['도트'],,블랙,블라우스,,반팔,['우븐'],['무지'],,화이트,,['리본'],오프숄더,블랙,"['플레어', '비대칭']",,,,,,,,,,,,,,,,,,,,,,
810,1175733,레트로,"하의, 상의",3,미디,화이트,스커트,['시폰'],['도트'],,블랙,블라우스,,반팔,['우븐'],['무지'],,화이트,,['리본'],오프숄더,블랙,"['플레어', '비대칭']",,,,,,,,,,,,,,,,,,,,,,
811,1175734,레트로,"하의, 상의",3,,화이트,스커트,['시폰'],['도트'],,블랙,블라우스,,반팔,['우븐'],['무지'],,화이트,,['리본'],오프숄더,블랙,['플레어'],,,,,,,,,,,,,,,,,,,,,,
812,1175735,레트로,"하의, 상의",3,,화이트,스커트,['시폰'],['도트'],,블랙,블라우스,,반팔,['우븐'],['무지'],,화이트,,['리본'],오프숄더,블랙,['플레어'],,,,,,,,,,,,,,,,,,,,,,
813,1175737,레트로,"하의, 상의",3,미디,화이트,스커트,['시폰'],['도트'],,블랙,블라우스,,반팔,['우븐'],['무지'],,화이트,노멀,['리본'],오프숄더,블랙,"['플레어', '비대칭']",,,,,,,,,,,,,,,,,,,,,,
814,1175738,레트로,"하의, 상의",3,미디,화이트,스커트,['시폰'],['도트'],,블랙,블라우스,,반팔,['우븐'],['무지'],,화이트,노멀,['리본'],오프숄더,블랙,"['플레어', '비대칭']",,,,,,,,,,,,,,,,,,,,,,
815,1175739,레트로,"하의, 상의",3,미디,화이트,스커트,['시폰'],['도트'],,블랙,블라우스,,반팔,['우븐'],['무지'],,화이트,노멀,['리본'],오프숄더,블랙,"['플레어', '비대칭']",,,,,,,,,,,,,,,,,,,,,,
816,1181906,레트로,"하의, 상의",3,미디,베이지,청바지,['데님'],,와이드,카키,셔츠,셔츠칼라,긴팔,['코듀로이'],['무지'],루즈,,,,,,"['포켓', '롤업']",,,,,,,,,,,,,,,,,,,,,,
817,1184032,레트로,"하의, 상의",3,발목,브라운,팬츠,['니트'],['무지'],벨보텀,베이지,니트웨어,,긴팔,['니트'],['무지'],노멀,,노멀,['니트꽈베기'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
818,1184033,레트로,"하의, 상의",3,발목,브라운,팬츠,['니트'],['무지'],벨보텀,베이지,니트웨어,,긴팔,['니트'],['무지'],노멀,,롱,['니트꽈베기'],,,,,,,,,,,,,,,,,,,,,,,,,
819,1184034,레트로,"하의, 상의",3,발목,브라운,팬츠,['니트'],['무지'],벨보텀,베이지,니트웨어,,긴팔,['니트'],['무지'],노멀,,롱,['니트꽈베기'],,,,,,,,,,,,,,,,,,,,,,,,,
820,1184035,레트로,"하의, 상의",3,발목,블랙,팬츠,['니트'],['무지'],벨보텀,그레이,니트웨어,,긴팔,['니트'],['무지'],루즈,,노멀,['드롭숄더'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
821,1184036,레트로,"하의, 상의",3,발목,블랙,팬츠,['니트'],['무지'],벨보텀,그레이,니트웨어,,긴팔,['니트'],['무지'],루즈,,노멀,['드롭숄더'],,,,,,,,,,,,,,,,,,,,,,,,,
822,1184037,레트로,"하의, 상의",3,발목,블랙,팬츠,['니트'],['무지'],벨보텀,그레이,니트웨어,,긴팔,['니트'],['무지'],루즈,,노멀,['드롭숄더'],,,,,,,,,,,,,,,,,,,,,,,,,
823,1184985,레트로,"하의, 상의",3,맥시,블랙,팬츠,['우븐'],['무지'],와이드,화이트,티셔츠,,7부소매,['저지'],['스트라이프'],노멀,그레이,노멀,,라운드넥,,"['버클', '띠']",,,,,,,,,,,,,,,,,,,,,,
824,1184986,레트로,"하의, 상의",3,맥시,블랙,팬츠,['우븐'],['무지'],와이드,화이트,티셔츠,,7부소매,['저지'],['스트라이프'],노멀,그레이,노멀,,라운드넥,,"['버클', '띠']",,,,,,,,,,,,,,,,,,,,,,
825,1185457,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,노말,화이트,베스트,,민소매,['헤어 니트'],['무지'],스위트하트,노멀,,,드레스,,['우븐'],['도트'],,노멀,니렝스,블랙,화이트,긴팔,보우칼라
826,1185458,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,노말,화이트,베스트,,민소매,['헤어 니트'],['무지'],스위트하트,노멀,,,드레스,,['우븐'],['도트'],,노멀,니렝스,블랙,화이트,긴팔,보우칼라
827,1185459,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,노말,화이트,베스트,,민소매,['헤어 니트'],['무지'],,노멀,,,드레스,,['우븐'],['도트'],,노멀,니렝스,블랙,화이트,긴팔,
828,1185460,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,노말,화이트,베스트,,민소매,['헤어 니트'],['무지'],스위트하트,노멀,,,드레스,,['우븐'],['도트'],,노멀,니렝스,블랙,화이트,긴팔,보우칼라
829,1185461,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,노말,화이트,베스트,,민소매,['헤어 니트'],['무지'],,노멀,,,드레스,,['우븐'],['도트'],,노멀,니렝스,블랙,화이트,긴팔,
830,1185464,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,노말,화이트,베스트,,민소매,['헤어 니트'],['무지'],스위트하트,노멀,,,드레스,,['우븐'],['도트'],,노멀,니렝스,블랙,화이트,7부소매,보우칼라
831,1185465,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,노말,화이트,베스트,,민소매,['헤어 니트'],['무지'],스위트하트,노멀,,,드레스,,['우븐'],['도트'],,노멀,니렝스,블랙,화이트,7부소매,보우칼라
832,1185466,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,노말,화이트,베스트,,민소매,['헤어 니트'],['무지'],,노멀,,,드레스,,['우븐'],['도트'],,노멀,니렝스,블랙,화이트,7부소매,
833,1185467,레트로,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,,,노말,화이트,베스트,,민소매,['헤어 니트'],['무지'],스위트하트,노멀,,,드레스,,['우븐'],['도트'],,노멀,니렝스,블랙,화이트,7부소매,보우칼라
834,1185992,레트로,"하의, 상의",3,니렝스,네이비,스커트,,['도트'],노멀,네이비,티셔츠,,반팔,,['도트'],노멀,화이트,크롭,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
835,1185995,레트로,"하의, 상의",3,니렝스,네이비,스커트,,['도트'],노멀,네이비,티셔츠,,반팔,,['도트'],노멀,화이트,크롭,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
836,1185996,레트로,"하의, 상의",3,니렝스,네이비,스커트,,['도트'],노멀,네이비,티셔츠,,반팔,,['도트'],노멀,화이트,크롭,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
837,1185997,레트로,"하의, 상의",3,니렝스,네이비,스커트,,['도트'],노멀,네이비,티셔츠,,반팔,,['도트'],노멀,화이트,크롭,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
838,1185998,레트로,"하의, 상의",3,니렝스,네이비,스커트,,['도트'],노멀,네이비,티셔츠,,반팔,,['도트'],노멀,화이트,크롭,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
839,1186692,레트로,"하의, 상의",3,,화이트,스커트,['우븐'],['도트'],와이드,블랙,티셔츠,,반팔,['저지'],['레터링'],루즈,화이트,,,라운드넥,블랙,['셔링'],,,,,,,,,,,,,,,,,,,,,,
840,1186695,레트로,"하의, 상의",3,미디,화이트,스커트,['우븐'],['도트'],와이드,블랙,티셔츠,,반팔,['저지'],['레터링'],루즈,화이트,,,라운드넥,블랙,['셔링'],,,,,,,,,,,,,,,,,,,,,,
841,1186696,레트로,"하의, 상의",3,,화이트,스커트,['우븐'],['도트'],와이드,블랙,티셔츠,,반팔,['저지'],['레터링'],루즈,화이트,,,라운드넥,블랙,['셔링'],,,,,,,,,,,,,,,,,,,,,,
842,1186697,레트로,"하의, 상의",3,미디,블랙,스커트,['우븐'],['도트'],와이드,블랙,티셔츠,,반팔,['저지'],['그래픽'],루즈,,,,,화이트,['플레어'],,,,,,,,,,,,,,,,,,,,,,
843,1186698,레트로,"하의, 상의",3,미디,블랙,스커트,['우븐'],['도트'],와이드,블랙,티셔츠,,반팔,['저지'],['그래픽'],루즈,,,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
844,1194481,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,옐로우,티셔츠,,반팔,['우븐'],['레터링'],루즈,화이트,,['드롭숄더'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
845,1194482,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,옐로우,티셔츠,,반팔,['우븐'],['레터링'],루즈,화이트,,['드롭숄더'],,,,,,,,,,,,,,,,,,,,,,,,,
846,1194483,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,옐로우,티셔츠,,반팔,['우븐'],['무지'],루즈,,,['드롭숄더'],,,,,,,,,,,,,,,,,,,,,,,,,
847,1194484,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,옐로우,티셔츠,,반팔,['우븐'],['레터링'],루즈,화이트,,['드롭숄더'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
848,1194485,레트로,"하의, 상의",3,맥시,스카이블루,청바지,['데님'],['무지'],벨보텀,옐로우,티셔츠,,반팔,['우븐'],['레터링'],루즈,화이트,,['드롭숄더'],라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
849,1197514,레트로,"하의, 상의",3,,블랙,스커트,['니트'],['호피'],루즈,브라운,티셔츠,,긴팔,['니트'],['무지'],타이트,,,,터틀넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
850,1197515,레트로,"하의, 상의",3,미디,화이트,스커트,['니트'],['호피'],루즈,브라운,티셔츠,,긴팔,['니트'],['무지'],타이트,,,,터틀넥,블랙,['슬릿'],,,,,,,,,,,,,,,,,,,,,,
851,1198228,레트로,"하의, 상의",3,발목,스카이블루,조거팬츠,['우븐'],['무지'],루즈,화이트,티셔츠,,긴팔,['우븐'],['무지'],루즈,,,['드롭숄더'],라운드넥,,"['포켓', '리본']",,,,,,,,,,,,,,,,,,,,,,
852,1198229,레트로,"아우터, 하의, 상의",10,발목,스카이블루,조거팬츠,['우븐'],['무지'],루즈,화이트,티셔츠,,없음,['우븐'],['그래픽'],루즈,오렌지,,['드롭숄더'],라운드넥,,"['포켓', '리본']",하프,스카이블루,짚업,['드롭숄더'],긴팔,['우븐'],['무지'],후드,오버사이즈,,,,,,,,,,,,,
853,1198230,레트로,"하의, 상의",3,발목,스카이블루,조거팬츠,['우븐'],['무지'],루즈,화이트,티셔츠,,긴팔,['우븐'],['그래픽'],루즈,오렌지,,['드롭숄더'],라운드넥,,"['포켓', '리본']",,,,,,,,,,,,,,,,,,,,,,
854,1198231,레트로,"하의, 상의",3,발목,스카이블루,조거팬츠,['우븐'],['무지'],루즈,화이트,티셔츠,,긴팔,['우븐'],['그래픽'],루즈,,,['드롭숄더'],라운드넥,,"['포켓', '리본']",,,,,,,,,,,,,,,,,,,,,,
855,11992,레트로,"아우터, 상의",2,,,,,,,화이트,,,없음,,,,,,,,,,노말,블루,재킷,"['단추', '포켓', '롤업', '프린지']",긴팔,['데님'],,,루즈,옐로우,,,,,,,,,,,,
856,11993,레트로,"아우터, 상의",2,,,,,,,화이트,,,없음,,,,,,,,,,노말,블루,재킷,"['단추', '포켓', '롤업', '프린지']",긴팔,['데님'],,,루즈,옐로우,,,,,,,,,,,,
857,11994,레트로,"아우터, 하의",4,미디,,스커트,['시폰'],['플로럴'],와이드,,,,,,,,,,,,,,노말,,재킷,"['단추', '포켓', '롤업', '프린지']",,['데님'],,,루즈,,,,,,,,,,,,,
858,11997,레트로,"아우터, 상의",2,,,,,,,화이트,,,없음,,,,스카이블루,,,,,,노말,블루,재킷,"['단추', '포켓', '롤업', '프린지']",긴팔,['데님'],,,루즈,옐로우,,,,,,,,,,,,
859,11998,레트로,"아우터, 하의",4,미디,브라운,스커트,['시폰'],['플로럴'],와이드,,,,,,,,,,,,오렌지,,노말,블루,재킷,"['단추', '포켓', '롤업', '프린지']",긴팔,['데님'],,,루즈,네온,,,,,,,,,,,,
860,11999,레트로,"아우터, 상의",2,,,,,,,화이트,,,없음,,,,스카이블루,,,,,,노말,블루,재킷,"['단추', '포켓', '롤업', '프린지']",긴팔,['데님'],,,루즈,옐로우,,,,,,,,,,,,
861,12002,레트로,"아우터, 상의",2,,,,,,,화이트,,,없음,,,,스카이블루,,,,,,노말,블루,재킷,"['단추', '포켓', '롤업', '프린지']",긴팔,['데님'],,,루즈,옐로우,,,,,,,,,,,,
862,12005,레트로,"아우터, 상의",2,,,,,,,화이트,,,없음,,,,스카이블루,,,,,,노말,블루,재킷,"['단추', '포켓', '롤업', '프린지']",긴팔,['데님'],,,루즈,옐로우,,,,,,,,,,,,
863,1201524,레트로,"원피스, 상의",5,,,,,,,화이트,블라우스,셔츠칼라,반팔,['우븐'],['무지'],노멀,,노멀,"['퍼프', '셔링']",,,,,,,,,,,,,,,드레스,,['우븐'],['플로럴'],,노멀,미디,골드,,민소매,
864,1201525,레트로,"원피스, 상의",5,,,,,,,화이트,블라우스,셔츠칼라,반팔,['우븐'],['무지'],노멀,,노멀,"['퍼프', '셔링']",,,,,,,,,,,,,,,드레스,,['우븐'],['플로럴'],,노멀,미디,골드,,민소매,
865,1201526,레트로,"원피스, 상의",5,,,,,,,화이트,블라우스,셔츠칼라,반팔,['우븐'],['무지'],노멀,,노멀,"['퍼프', '셔링']",,,,,,,,,,,,,,,드레스,,['우븐'],['플로럴'],,노멀,미디,골드,,민소매,
866,1201529,레트로,"원피스, 상의",5,,,,,,,화이트,블라우스,셔츠칼라,반팔,['우븐'],['무지'],노멀,,노멀,"['퍼프', '셔링']",,,,,,,,,,,,,,,드레스,,['우븐'],['플로럴'],,노멀,미디,,,,
867,1201530,레트로,"원피스, 상의",5,,,,,,,화이트,블라우스,셔츠칼라,반팔,['우븐'],['무지'],노멀,,노멀,"['퍼프', '셔링']",,,,,,,,,,,,,,,드레스,,['우븐'],['플로럴'],,노멀,미디,,,,
868,1202257,레트로,"하의, 원피스",1,발목,스카이블루,청바지,['린넨'],['무지'],노멀,,,,,,,,,,,,,,,,,,,,,,,,,드레스,['레이스'],['우븐'],['그래픽'],,노멀,미디,그린,화이트,반팔,
869,1202258,레트로,"하의, 원피스",1,발목,스카이블루,청바지,['린넨'],['무지'],노멀,,,,,,,,,,,,,,,,,,,,,,,,,드레스,['레이스'],['우븐'],['그래픽'],,노멀,미디,그린,화이트,반팔,
870,1202262,레트로,"하의, 원피스",1,발목,스카이블루,청바지,['린넨'],['무지'],노멀,,,,,,,,,,,,,,,,,,,,,,,,,드레스,['레이스'],['우븐'],['그래픽'],,노멀,미디,네이비,화이트,반팔,
871,1215579,레트로,"하의, 상의",3,발목,오렌지,스커트,['우븐'],['체크'],노멀,오렌지,티셔츠,,반팔,['우븐'],['무지'],노멀,,노멀,,라운드넥,화이트,,,,,,,,,,,,,,,,,,,,,,,
872,1217404,레트로,"아우터, 하의, 상의",10,미디,화이트,스커트,['우븐'],['무지'],노멀,와인,,,긴팔,,,,,,,,,['플리츠'],,와인,가디건,['단추'],긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,
873,1217406,레트로,"아우터, 하의, 상의",10,미디,화이트,스커트,['우븐'],['무지'],노멀,와인,,,긴팔,,,,,,,,,['플리츠'],,와인,가디건,,긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,
874,1217407,레트로,"아우터, 하의, 상의",10,미디,화이트,스커트,['우븐'],['무지'],노멀,와인,,,긴팔,,,,,,,,,['플리츠'],,와인,가디건,['단추'],긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,
875,1217408,레트로,"아우터, 하의, 상의",10,미디,화이트,스커트,['우븐'],['무지'],노멀,와인,,,긴팔,,,,,,,,,['플리츠'],,와인,가디건,['단추'],긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,
876,1217409,레트로,"아우터, 하의, 상의",10,미디,화이트,스커트,['우븐'],['무지'],노멀,와인,,,긴팔,,,,,,,,,['플리츠'],,와인,가디건,['단추'],긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,
877,1217410,레트로,"아우터, 하의, 상의",10,미디,화이트,스커트,['우븐'],['무지'],노멀,와인,,,긴팔,,,,,,,,,['플리츠'],노말,와인,가디건,['단추'],긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,
878,1217411,레트로,"아우터, 하의, 상의",10,미디,화이트,스커트,['우븐'],['무지'],노멀,와인,,,긴팔,,,,,,,,,['플리츠'],,와인,가디건,['단추'],긴팔,['니트'],['무지'],라운드넥,노멀,,,,,,,,,,,,,
879,1218101,레트로,"하의, 상의",3,미디,그레이,,['우븐'],['체크'],루즈,와인,탑,,긴팔,['우븐'],['무지'],타이트,,크롭,,라운드넥,블랙,['페플럼'],,,,,,,,,,,,,,,,,,,,,,
880,1218104,레트로,"하의, 상의",3,미디,그레이,,['우븐'],['체크'],루즈,와인,탑,,긴팔,['우븐'],['무지'],타이트,,크롭,,라운드넥,블랙,['페플럼'],,,,,,,,,,,,,,,,,,,,,,
881,1218107,레트로,"하의, 상의",3,미디,그레이,,['우븐'],['체크'],루즈,와인,탑,,긴팔,['우븐'],['무지'],타이트,,크롭,,라운드넥,블랙,['페플럼'],,,,,,,,,,,,,,,,,,,,,,
882,1218108,레트로,"하의, 상의",3,미디,그레이,,['우븐'],['체크'],루즈,와인,탑,,긴팔,['우븐'],['무지'],타이트,,크롭,,라운드넥,블랙,['페플럼'],,,,,,,,,,,,,,,,,,,,,,
883,1218109,레트로,"하의, 상의",3,미디,그레이,,['우븐'],['체크'],루즈,와인,탑,,긴팔,['우븐'],['무지'],타이트,,크롭,,라운드넥,블랙,['페플럼'],,,,,,,,,,,,,,,,,,,,,,
884,1227418,레트로,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,블라우스,밴드칼라,7부소매,['우븐'],['그래픽'],루즈,블루,롱,,라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
885,1227422,레트로,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,블라우스,밴드칼라,7부소매,['우븐'],['그래픽'],루즈,블루,롱,,라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
886,1227423,레트로,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,화이트,블라우스,밴드칼라,7부소매,['우븐'],['그래픽'],루즈,블루,롱,,라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
887,1229111,레트로,"하의, 상의",3,발목,베이지,팬츠,"['우븐', '린넨']",['무지'],와이드,라벤더,블라우스,,반팔,"['린넨', '우븐']",['스트라이프'],루즈,,크롭,['컷아웃'],원숄더,,"['띠', '버클']",,,,,,,,,,,,,,,,,,,,,,
888,1231683,레트로,"하의, 상의",3,미디,베이지,스커트,['우븐'],['깅엄'],노멀,베이지,티셔츠,,반팔,['저지'],['무지'],노멀,,,,라운드넥,레드,"['슬릿', '단추']",,,,,,,,,,,,,,,,,,,,,,
889,1231686,레트로,"하의, 상의",3,미디,베이지,스커트,['우븐'],['깅엄'],노멀,베이지,티셔츠,,반팔,['저지'],['무지'],노멀,,,,라운드넥,레드,"['슬릿', '단추']",,,,,,,,,,,,,,,,,,,,,,
890,1231687,레트로,"하의, 상의",3,미디,베이지,스커트,['우븐'],['깅엄'],노멀,베이지,티셔츠,,반팔,['저지'],['무지'],노멀,,,,라운드넥,레드,"['슬릿', '단추']",,,,,,,,,,,,,,,,,,,,,,
891,1231689,레트로,"하의, 상의",3,미디,베이지,스커트,['우븐'],['깅엄'],노멀,베이지,티셔츠,,반팔,['저지'],['무지'],노멀,,,,라운드넥,레드,"['슬릿', '단추']",,,,,,,,,,,,,,,,,,,,,,
892,1231847,레트로,"하의, 상의",3,미디,블루,스커트,['데님'],,와이드,화이트,티셔츠,,긴팔,['우븐'],['무지'],타이트,,,,라운드넥,,"['플레어', '셔링']",,,,,,,,,,,,,,,,,,,,,,
893,1241985,레트로,"하의, 상의",3,발목,화이트,팬츠,['우븐'],['무지'],노멀,와인,니트웨어,,긴팔,['니트'],['무지'],노멀,,노멀,,터틀넥,,,,,,,,,,,,,,,,,,,,,,,,
