,ID,style,clothing_categories,mix_clothing_categories,아우터_기장,아우터_색상,아우터_카테고리,아우터_옷깃,아우터_소매기장,아우터_소재,아우터_프린트,아우터_핏,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,하의_디테일,아우터_서브색상,아우터_디테일,아우터_넥라인,상의_기장,상의_색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_넥라인,상의_핏,원피스_기장,원피스_색상,원피스_카테고리,원피스_디테일,원피스_소매기장,원피스_소재,원피스_프린트,원피스_핏,상의_프린트,상의_옷깃,상의_서브색상,하의_서브색상,원피스_넥라인,원피스_서브색상,원피스_옷깃
902,1137579,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],후드,,,,,,,,,,,,,,,,,,,,,,,
903,1137580,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],후드,,,,,,,,,,,,,,,,,,,,,,,
904,1137581,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],후드,,,,,,,,,,,,,,,,,,,,,,,
905,1137582,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
906,1137583,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
907,1137584,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
908,1137585,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
909,1137588,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
910,1137589,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
911,1137590,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,,브라운,,,,,,,['포켓'],후드,,,,,,,,,,,,,,,,,,,,,,,
912,1137591,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
913,1137592,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
914,1137593,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
915,1137594,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
916,1137595,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
917,1137598,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],후드,,,,,,,,,,,,,,,,,,,,,,,
918,1137599,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
919,1137600,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1137601,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,1137602,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1137603,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],후드,,,,,,,,,,,,,,,,,,,,,,,
923,1137604,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
924,1137605,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,1137608,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
926,1137609,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
927,1137610,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
928,1137611,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
929,1137612,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
930,1137613,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
931,1137614,톰보이,"아우터, 하의, 상의",10,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],후드,노멀,,니트웨어,,,['니트'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
932,1137615,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
933,1137618,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
934,1137619,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
935,1137620,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
936,1137621,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
937,1137622,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
938,1137623,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
939,1137624,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
940,1137625,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
941,1137628,톰보이,"아우터, 하의",4,롱,화이트,코트,,긴팔,['울/캐시미어'],['무지'],루즈,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,['포켓'],,,,,,,,,,,,,,,,,,,,,,,,
942,1142103,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
943,1142104,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
944,1142105,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
945,1142106,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
946,1142107,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
947,1142108,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
948,1142109,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
949,1142112,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
950,1142113,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
951,1142114,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
952,1142115,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
953,1142116,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
954,1142117,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
955,1142118,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
956,1142119,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
957,1142122,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],긴팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
958,1142123,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
959,1142124,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
960,1142125,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
961,1142126,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
962,1142127,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
963,1142128,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
964,1142129,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
965,1142132,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
966,1142133,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
967,1142134,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
968,1142135,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
969,1142136,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
970,1142137,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
971,1142138,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
972,1142139,톰보이,"하의, 상의",3,,,,,,,,,미니,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,스카이블루,셔츠,['포켓'],반팔,['우븐'],,루즈,,,,,,,,,['무지'],셔츠칼라,,,,,
973,1148228,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,['패치워크'],,,,,옐로우,티셔츠,"['드롭숄더', '자수']",반팔,['우븐'],라운드넥,루즈,,,,,,,,,['레터링'],,그린,화이트,,,
974,1148229,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,['패치워크'],,,,,옐로우,티셔츠,"['드롭숄더', '자수']",반팔,['우븐'],라운드넥,루즈,,,,,,,,,['레터링'],,그린,화이트,,,
975,1148230,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,['패치워크'],,,,,옐로우,티셔츠,"['드롭숄더', '자수']",반팔,['우븐'],라운드넥,루즈,,,,,,,,,['레터링'],,그린,화이트,,,
976,1148231,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,['패치워크'],,,,,옐로우,티셔츠,"['드롭숄더', '자수']",반팔,['우븐'],라운드넥,루즈,,,,,,,,,['레터링'],,그린,화이트,,,
977,1148232,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,['패치워크'],,,,,옐로우,티셔츠,"['드롭숄더', '자수']",반팔,['우븐'],라운드넥,루즈,,,,,,,,,['레터링'],,그린,화이트,,,
978,1148233,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,['패치워크'],,,,,옐로우,티셔츠,"['드롭숄더', '자수']",반팔,['우븐'],라운드넥,루즈,,,,,,,,,['레터링'],,그린,화이트,,,
979,1148234,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,['패치워크'],,,,,옐로우,티셔츠,"['드롭숄더', '자수']",반팔,['우븐'],라운드넥,루즈,,,,,,,,,['레터링'],,그린,화이트,,,
980,1148235,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,['패치워크'],,,,,옐로우,티셔츠,"['드롭숄더', '자수']",반팔,['우븐'],라운드넥,루즈,,,,,,,,,['레터링'],,그린,화이트,,,
981,1148238,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,['패치워크'],,,,,옐로우,티셔츠,"['드롭숄더', '자수']",반팔,['우븐'],라운드넥,루즈,,,,,,,,,['레터링'],,그린,화이트,,,
982,1148239,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,['패치워크'],,,,,옐로우,티셔츠,"['드롭숄더', '자수']",반팔,['우븐'],라운드넥,루즈,,,,,,,,,['레터링'],,그린,화이트,,,
983,1148258,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,,,,,,옐로우,티셔츠,['드롭숄더'],반팔,['우븐'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
984,1148259,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,,,,,,옐로우,티셔츠,['드롭숄더'],반팔,['우븐'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
985,1148260,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,,,,,,옐로우,티셔츠,['드롭숄더'],반팔,['우븐'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
986,1148261,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,,,,,,옐로우,티셔츠,['드롭숄더'],반팔,['우븐'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
987,1148262,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,,,,,,옐로우,티셔츠,['드롭숄더'],반팔,['우븐'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
988,1148263,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,,,,,,옐로우,티셔츠,['드롭숄더'],반팔,['우븐'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
989,1148264,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,,,,,,옐로우,티셔츠,['드롭숄더'],반팔,['우븐'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
990,1148265,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,,,,,,옐로우,티셔츠,['드롭숄더'],반팔,['우븐'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
991,1148272,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,,,,,,옐로우,티셔츠,['드롭숄더'],반팔,['우븐'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
992,1148273,톰보이,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,['데님'],['무지'],와이드,,,,,,옐로우,티셔츠,['드롭숄더'],반팔,['우븐'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
993,1155580,톰보이,"아우터, 하의, 상의",10,,핑크,,,긴팔,,,,발목,화이트,팬츠,['우븐'],['무지'],노멀,,,,,롱,,티셔츠,,,['니트'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
994,1155581,톰보이,"아우터, 하의, 상의",10,,핑크,,,긴팔,,,,발목,화이트,팬츠,['우븐'],['무지'],루즈,,,,,롱,,티셔츠,['드롭숄더'],,['니트'],,루즈,,,,,,,,,['무지'],,,,,,
995,1155584,톰보이,"하의, 상의",3,,,,,,,,,발목,,팬츠,['우븐'],['무지'],노멀,,,,,롱,핑크,티셔츠,,긴팔,['니트'],라운드넥,루즈,,,,,,,,,['무지'],,,,,,
996,1166602,톰보이,"하의, 상의",3,,,,,,,,,발목,화이트,팬츠,['우븐'],['무지'],노멀,"['포켓', '롤업']",,,,,브라운,셔츠,['포켓'],긴팔,['벨벳'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
997,1166603,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,,브라운,셔츠,['포켓'],긴팔,['벨벳'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
998,1166604,톰보이,"하의, 상의",3,,,,,,,,,발목,화이트,팬츠,['우븐'],['무지'],노멀,"['포켓', '롤업']",,,,,브라운,셔츠,['포켓'],긴팔,['벨벳'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
999,1166605,톰보이,"하의, 상의",3,,,,,,,,,,화이트,,,,,,,,,,브라운,셔츠,['포켓'],긴팔,['벨벳'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
1000,1166606,톰보이,"하의, 상의",3,,,,,,,,,발목,화이트,팬츠,['우븐'],['무지'],노멀,"['포켓', '롤업']",,,,,브라운,셔츠,['포켓'],긴팔,['벨벳'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
1001,1166609,톰보이,"하의, 상의",3,,,,,,,,,발목,화이트,팬츠,['우븐'],['무지'],노멀,"['포켓', '롤업']",,,,,브라운,셔츠,['포켓'],긴팔,['벨벳'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
1002,1166610,톰보이,"하의, 상의",3,,,,,,,,,발목,화이트,팬츠,['우븐'],['무지'],노멀,"['포켓', '롤업']",,,,,브라운,셔츠,['포켓'],긴팔,['벨벳'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
1003,1166611,톰보이,"하의, 상의",3,,,,,,,,,발목,화이트,팬츠,['우븐'],['무지'],노멀,"['포켓', '롤업']",,,,,브라운,셔츠,['포켓'],긴팔,['벨벳'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
1004,1166612,톰보이,"하의, 상의",3,,,,,,,,,발목,화이트,팬츠,['우븐'],['무지'],노멀,"['포켓', '롤업']",,,,,브라운,셔츠,['포켓'],긴팔,['벨벳'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
1005,1168781,톰보이,"하의, 상의",3,,,,,,,,,발목,그레이,팬츠,['우븐'],['무지'],와이드,"['단추', '셔링']",,,,,화이트,셔츠,['단추'],긴팔,['우븐'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
1006,1168784,톰보이,"하의, 상의",3,,,,,,,,,발목,그레이,팬츠,['우븐'],['무지'],와이드,"['단추', '셔링']",,,,,화이트,셔츠,['단추'],긴팔,['우븐'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
1007,1168786,톰보이,"하의, 상의",3,,,,,,,,,발목,그레이,팬츠,['우븐'],['무지'],와이드,"['단추', '셔링']",,,,,화이트,셔츠,['단추'],긴팔,['우븐'],,노멀,,,,,,,,,['무지'],셔츠칼라,,,,,
1008,1172196,톰보이,"아우터, 하의, 상의",10,노말,베이지,가디건,,긴팔,"['우븐', '울/캐시미어']",['무지'],루즈,,스카이블루,,,,,,,['단추'],브이넥,노멀,화이트,탑,,없음,['우븐'],라운드넥,노멀,,,,,,,,,,,,,,,
1009,1172197,톰보이,"아우터, 하의, 상의",10,노말,베이지,가디건,,긴팔,"['우븐', '울/캐시미어']",['무지'],루즈,발목,스카이블루,청바지,['데님'],['무지'],벨보텀,,,['단추'],브이넥,노멀,화이트,탑,,없음,['우븐'],라운드넥,노멀,,,,,,,,,,,블랙,,,,
1010,1172198,톰보이,"아우터, 하의, 상의",10,노말,베이지,가디건,,긴팔,"['우븐', '울/캐시미어']",['무지'],루즈,발목,스카이블루,청바지,['데님'],['무지'],벨보텀,,,['단추'],브이넥,노멀,화이트,탑,,없음,['우븐'],라운드넥,노멀,,,,,,,,,,,블랙,,,,
1011,1172199,톰보이,"아우터, 하의, 상의",10,노말,베이지,가디건,,긴팔,"['우븐', '울/캐시미어']",['무지'],루즈,,스카이블루,,,,,,,['단추'],브이넥,노멀,화이트,탑,,없음,['우븐'],라운드넥,노멀,,,,,,,,,,,,,,,
1012,1172203,톰보이,"아우터, 하의, 상의",10,노말,베이지,가디건,,긴팔,"['우븐', '울/캐시미어']",['무지'],루즈,발목,스카이블루,청바지,['데님'],['무지'],벨보텀,,,['단추'],브이넥,노멀,화이트,탑,,없음,['우븐'],라운드넥,노멀,,,,,,,,,,,블랙,,,,
1013,1175275,톰보이,"하의, 상의",3,,,,,,,,,미니,스카이블루,청바지,['데님'],['무지'],노멀,['디스트로이드'],,,,노멀,화이트,셔츠,,7부소매,['우븐'],,루즈,,,,,,,,,['무지'],세일러칼라,,,,,
1014,1175277,톰보이,"하의, 상의",3,,,,,,,,,미니,스카이블루,청바지,['데님'],['무지'],노멀,['디스트로이드'],,,,노멀,화이트,셔츠,,7부소매,['우븐'],,루즈,,,,,,,,,['무지'],세일러칼라,,,,,
1015,1175278,톰보이,"하의, 상의",3,,,,,,,,,미니,스카이블루,청바지,['데님'],['무지'],노멀,['디스트로이드'],,,,노멀,화이트,셔츠,,7부소매,['우븐'],,루즈,,,,,,,,,['무지'],세일러칼라,,,,,
