,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_서브색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_서브색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_핏,하의_디테일,아우터_옷깃,아우터_넥라인,상의_기장,아우터_서브색상,원피스_기장,원피스_색상,원피스_서브색상,원피스_카테고리,원피스_디테일,원피스_소매기장,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,상의_옷깃
441,1232877,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['저지'],['무지'],라운드넥,,하프,핑크,점퍼,"['셔링', '포켓', '스트링']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
442,1232878,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['저지'],['무지'],라운드넥,,하프,핑크,점퍼,"['셔링', '포켓', '스트링']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
443,1232885,밀리터리,"아우터, 하의, 상의",10,발목,네이비,,청바지,['데님'],['무지'],스키니,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,하프,카키,점퍼,"['셔링', '포켓', '스트링']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
444,1232886,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,하프,카키,점퍼,"['셔링', '포켓', '스트링']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
445,1232887,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,하프,카키,점퍼,"['셔링', '포켓', '스트링']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
446,1232896,밀리터리,"아우터, 하의, 상의",10,발목,블루,,청바지,['데님'],['무지'],스키니,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,롱,네이비,점퍼,"['스트링', '포켓']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
447,1232897,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],스키니,,,,,,,,,,롱,블랙,점퍼,"['스트링', '포켓']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
448,1232898,밀리터리,"아우터, 하의",4,,블루,,,,,,,,,,,,,,,롱,블랙,점퍼,,긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
449,1232899,밀리터리,"아우터, 하의, 상의",10,발목,블루,,청바지,['데님'],['무지'],스키니,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,롱,네이비,점퍼,"['스트링', '포켓']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
450,1232900,밀리터리,"아우터, 하의, 상의",10,발목,블루,,청바지,['데님'],['무지'],스키니,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,롱,네이비,점퍼,"['스트링', '포켓']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
451,1232903,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,롱,블랙,점퍼,"['스트링', '포켓']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
452,1232904,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],스키니,,,,,,,,,,롱,블랙,점퍼,"['스트링', '포켓']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
453,1232905,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],스키니,,,,,,,,,,롱,블랙,점퍼,"['스트링', '포켓']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
454,1232908,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,하프,오렌지,점퍼,"['셔링', '스트링']",긴팔,"['우븐', '저지']",['무지'],노멀,,,후드,,실버,,,,,,,,,,,
455,1232909,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,하프,오렌지,점퍼,"['셔링', '스트링']",긴팔,"['우븐', '저지']",['무지'],노멀,,,후드,,실버,,,,,,,,,,,
456,1232910,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,하프,오렌지,점퍼,"['셔링', '스트링']",긴팔,"['우븐', '저지']",['무지'],노멀,,,후드,,실버,,,,,,,,,,,
457,1232915,밀리터리,"아우터, 하의",4,발목,네이비,,청바지,['데님'],['무지'],스키니,,,,,,,,,,하프,오렌지,점퍼,['셔링'],긴팔,['우븐'],['무지'],노멀,,밴드칼라,,,실버,,,,,,,,,,,
458,1232918,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,,,없음,,,,,롱,네이비,점퍼,['셔링'],긴팔,['우븐'],"['무지', '체크']",루즈,,밴드칼라,,,,,,,,,,,,,,
459,1232919,밀리터리,"아우터, 하의, 상의",10,발목,네이비,,청바지,['데님'],['무지'],스키니,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,롱,네이비,점퍼,['셔링'],긴팔,['우븐'],"['무지', '체크']",루즈,,셔츠칼라,후드,,,,,,,,,,,,,
460,1232920,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,롱,네이비,점퍼,['셔링'],긴팔,['우븐'],"['무지', '체크']",루즈,,셔츠칼라,후드,,,,,,,,,,,,,
461,1232923,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,,,없음,,,,,롱,네이비,점퍼,['셔링'],긴팔,['우븐'],"['무지', '체크']",루즈,,셔츠칼라,후드,,,,,,,,,,,,,
462,1232926,밀리터리,"아우터, 하의",4,발목,네이비,,청바지,['데님'],['무지'],스키니,,,,,,,,,,롱,네이비,점퍼,['셔링'],긴팔,['우븐'],"['무지', '체크']",루즈,,셔츠칼라,후드,,,,,,,,,,,,,
463,1232930,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,노말,베이지,점퍼,"['스트링', '포켓', '셔링']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
464,1232933,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,노말,베이지,점퍼,"['스트링', '포켓', '셔링']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
465,1232934,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,노말,베이지,점퍼,"['스트링', '포켓', '셔링']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
466,1232935,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['우븐'],['무지'],라운드넥,,노말,베이지,점퍼,"['스트링', '포켓', '셔링']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
467,1232936,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],스키니,,,,,,,,,,노말,베이지,점퍼,"['스트링', '포켓', '셔링']",긴팔,['우븐'],['무지'],노멀,,,후드,,,,,,,,,,,,,
468,1232965,밀리터리,"아우터, 하의, 상의",10,발목,네이비,,청바지,['데님'],,스키니,화이트,,티셔츠,,없음,,,라운드넥,,롱,카키,코트,"['띠', '포켓']",긴팔,['우븐'],['무지'],노멀,,셔츠칼라,,,,,,,,,,,,,,
469,1232966,밀리터리,"아우터, 하의, 상의",10,발목,블랙,,청바지,['데님'],,스키니,화이트,,티셔츠,,없음,,,라운드넥,,롱,카키,코트,"['띠', '포켓']",긴팔,['우븐'],['무지'],노멀,,셔츠칼라,,,,,,,,,,,,,,
470,1232968,밀리터리,"아우터, 하의, 상의",10,발목,블랙,,청바지,['데님'],,스키니,화이트,,,,없음,,,,,롱,카키,코트,"['띠', '포켓']",긴팔,['우븐'],['무지'],노멀,,셔츠칼라,,,,,,,,,,,,,,
471,1232970,밀리터리,"아우터, 하의, 상의",10,발목,블랙,,청바지,['데님'],,스키니,화이트,,,,없음,,,,,롱,카키,코트,"['띠', '포켓']",긴팔,['우븐'],['무지'],노멀,,셔츠칼라,,,,,,,,,,,,,,
472,1233899,밀리터리,"아우터, 하의, 상의",10,발목,,,팬츠,['우븐'],['무지'],루즈,화이트,,티셔츠,,없음,['린넨'],['무지'],유넥,,노말,그레이,재킷,['포켓'],7부소매,['우븐'],,노멀,['롤업'],셔츠칼라,,롱,,,,,,,,,,,,
473,1233900,밀리터리,"아우터, 하의, 상의",10,발목,블랙,,팬츠,['우븐'],['무지'],루즈,화이트,,티셔츠,,없음,['린넨'],['무지'],유넥,,노말,그레이,재킷,['포켓'],7부소매,['우븐'],,노멀,,셔츠칼라,,롱,,,,,,,,,,,,
474,1233903,밀리터리,"아우터, 하의, 상의",10,발목,블랙,,팬츠,['우븐'],['무지'],루즈,화이트,,티셔츠,,없음,['린넨'],['무지'],유넥,노멀,하프,그레이,재킷,['포켓'],7부소매,['우븐'],['무지'],노멀,,셔츠칼라,,롱,,,,,,,,,,,,
475,1233904,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['린넨'],['무지'],유넥,,노말,카키,재킷,['포켓'],7부소매,['우븐'],,노멀,,셔츠칼라,,롱,,,,,,,,,,,,
476,1233905,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['린넨'],['무지'],유넥,,노말,그레이,재킷,['포켓'],7부소매,['우븐'],,노멀,,셔츠칼라,,롱,,,,,,,,,,,,
477,1233908,밀리터리,"하의, 상의",3,,그레이,,,,,,실버,화이트,티셔츠,['드롭숄더'],긴팔,['린넨'],['타이다이'],라운드넥,루즈,,,,,,,,,,,,롱,,,,,,,,,,,,
478,1233909,밀리터리,"하의, 상의",3,,그레이,,,,,,실버,화이트,티셔츠,['드롭숄더'],긴팔,['린넨'],['타이다이'],라운드넥,루즈,,,,,,,,,,,,롱,,,,,,,,,,,,
479,123900,밀리터리,"아우터, 상의",2,,,,,,,,베이지,,니트웨어,,없음,['니트'],['무지'],터틀넥,타이트,롱,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
480,123901,밀리터리,"아우터, 상의",2,,,,,,,,베이지,,니트웨어,,없음,['니트'],['무지'],터틀넥,타이트,롱,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
481,123902,밀리터리,"아우터, 하의, 상의",10,발목,화이트,,팬츠,['우븐'],['무지'],스키니,베이지,,니트웨어,,없음,['니트'],['무지'],터틀넥,타이트,롱,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
482,123903,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['우븐'],['무지'],스키니,,,,,,,,,,롱,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
483,123904,밀리터리,"아우터, 상의",2,,,,,,,,베이지,,니트웨어,,없음,['니트'],['무지'],터틀넥,타이트,롱,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
484,123906,밀리터리,"아우터, 상의",2,,,,,,,,베이지,,니트웨어,,없음,['니트'],['무지'],터틀넥,타이트,롱,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
485,123914,밀리터리,"아우터, 상의",2,,,,,,,,베이지,,니트웨어,,없음,['니트'],['무지'],터틀넥,타이트,롱,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
486,123915,밀리터리,"아우터, 상의",2,,,,,,,,베이지,,니트웨어,,없음,['니트'],['무지'],,타이트,,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
487,123916,밀리터리,"아우터, 하의, 상의",10,,화이트,,,,,,베이지,,니트웨어,,없음,['니트'],['무지'],,타이트,롱,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,,,,,,,,,,,,,,
488,123917,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['우븐'],['무지'],스키니,,,,,,,,,,롱,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
489,123918,밀리터리,"아우터, 상의",2,,,,,,,,베이지,,니트웨어,,없음,['니트'],['무지'],,타이트,,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
490,123928,밀리터리,"아우터, 상의",2,,,,,,,,베이지,,니트웨어,,없음,['니트'],['무지'],터틀넥,타이트,롱,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
491,123929,밀리터리,"아우터, 상의",2,,,,,,,,베이지,,니트웨어,,없음,['니트'],['무지'],,타이트,,그린,패딩,"['퍼트리밍', '퀄팅']",긴팔,['패딩'],['무지'],노멀,,,후드,,,,,,,,,,,,,
492,123960,밀리터리,"아우터, 하의, 상의",10,발목,화이트,,팬츠,['우븐'],['무지'],스키니,화이트,,티셔츠,,없음,['저지'],['레터링'],유넥,루즈,롱,블랙,점퍼,"['퍼트리밍', '단추']",긴팔,"['퍼', '비닐/PVC']",['무지'],오버사이즈,,,,노멀,,,,,,,,,,,,
493,123964,밀리터리,"아우터, 하의, 상의",10,발목,화이트,,팬츠,['우븐'],['무지'],스키니,화이트,블랙,티셔츠,,없음,['저지'],['레터링'],유넥,루즈,롱,블랙,점퍼,"['퍼트리밍', '단추']",긴팔,"['퍼', '비닐/PVC']",['무지'],오버사이즈,,,,노멀,,,,,,,,,,,,
494,123965,밀리터리,"아우터, 하의, 상의",10,,화이트,,,,,,화이트,블랙,,,없음,,,,,,블랙,점퍼,"['퍼트리밍', '단추']",긴팔,"['퍼', '비닐/PVC']",['무지'],오버사이즈,,,,,,,,,,,,,,,,
495,123975,밀리터리,"아우터, 하의, 상의",10,발목,화이트,,팬츠,['우븐'],['무지'],스키니,화이트,블랙,티셔츠,,없음,['저지'],['레터링'],유넥,루즈,롱,블랙,점퍼,"['퍼트리밍', '단추']",긴팔,"['퍼', '비닐/PVC']",['무지'],오버사이즈,,,,노멀,,,,,,,,,,,,
496,1245557,밀리터리,"아우터, 상의",2,,,,,,,,블랙,,니트웨어,,없음,['니트'],['무지'],터틀넥,노멀,롱,레드,짚업,"['패치워크', '스트링']",긴팔,['저지'],"['무지', '레터링']",노멀,,,,,화이트,,,,,,,,,,,
497,1245560,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,레드,짚업,"['패치워크', '스트링']",긴팔,['저지'],"['무지', '레터링']",노멀,,,,,화이트,,,,,,,,,,,
498,1245561,밀리터리,"아우터, 하의, 상의",10,발목,블루,,청바지,['데님'],['무지'],노멀,블랙,,,,없음,,,,,롱,레드,짚업,"['패치워크', '스트링']",긴팔,['저지'],"['무지', '레터링']",노멀,,,,,화이트,,,,,,,,,,,
499,1245562,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,레드,짚업,"['패치워크', '스트링']",긴팔,['저지'],"['무지', '레터링']",노멀,,,,,화이트,,,,,,,,,,,
500,1245563,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,레드,짚업,"['패치워크', '스트링']",긴팔,['저지'],"['무지', '레터링']",노멀,,,,,화이트,,,,,,,,,,,
501,1245564,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,레드,짚업,"['패치워크', '스트링']",긴팔,['저지'],"['무지', '레터링']",노멀,,,,,화이트,,,,,,,,,,,
502,1245566,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,레드,짚업,"['패치워크', '스트링']",긴팔,['저지'],"['무지', '레터링']",노멀,,,,,화이트,,,,,,,,,,,
503,1245567,밀리터리,"아우터, 상의",2,,,,,,,,블랙,,니트웨어,,없음,['니트'],['무지'],터틀넥,노멀,롱,레드,짚업,"['패치워크', '스트링']",긴팔,['저지'],"['무지', '레터링']",노멀,,,,,화이트,,,,,,,,,,,
504,1245570,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,레드,짚업,"['패치워크', '스트링']",긴팔,['저지'],"['무지', '레터링']",노멀,,,,,화이트,,,,,,,,,,,
505,1245571,밀리터리,"아우터, 하의",4,발목,블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,레드,짚업,,긴팔,['저지'],"['무지', '레터링']",노멀,,,,,,,,,,,,,,,,
506,1248054,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],터틀넥,,노말,화이트,점퍼,['퀄팅'],긴팔,['우븐'],['무지'],노멀,,,라운드넥,,,,,,,,,,,,,
507,1248058,밀리터리,"아우터, 하의, 상의",10,,블랙,,,,,,블랙,,니트웨어,,없음,['니트'],['무지'],터틀넥,,노말,화이트,점퍼,['퀄팅'],긴팔,['우븐'],['무지'],노멀,,,라운드넥,,,,,,,,,,,,,
508,1248059,밀리터리,"아우터, 상의",2,,,,,,,,블랙,,니트웨어,,없음,['니트'],['무지'],터틀넥,,노말,화이트,점퍼,['퀄팅'],긴팔,['우븐'],['무지'],노멀,,,라운드넥,,,,,,,,,,,,,
509,1248060,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],터틀넥,,노말,화이트,점퍼,['퀄팅'],긴팔,['우븐'],['무지'],노멀,,,라운드넥,,,,,,,,,,,,,
510,1248061,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],터틀넥,,노말,화이트,점퍼,['퀄팅'],긴팔,['우븐'],['무지'],노멀,,,라운드넥,,,,,,,,,,,,,
511,1248062,밀리터리,"아우터, 상의",2,,,,,,,,블랙,,니트웨어,,없음,['니트'],['무지'],터틀넥,,노말,화이트,점퍼,['퀄팅'],긴팔,['우븐'],['무지'],노멀,,,라운드넥,,,,,,,,,,,,,
512,1248063,밀리터리,"아우터, 상의",2,,,,,,,,블랙,,니트웨어,,없음,['니트'],['무지'],터틀넥,,노말,화이트,점퍼,['퀄팅'],긴팔,['우븐'],['무지'],노멀,,,라운드넥,,,,,,,,,,,,,
513,1248064,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],터틀넥,,노말,화이트,점퍼,['퀄팅'],긴팔,['우븐'],['무지'],노멀,,,라운드넥,,,,,,,,,,,,,
514,1248067,밀리터리,"아우터, 상의",2,,,,,,,,,,니트웨어,,,['니트'],['무지'],터틀넥,,노말,화이트,점퍼,['퀄팅'],긴팔,['우븐'],['무지'],노멀,,,라운드넥,,,,,,,,,,,,,
515,1248330,밀리터리,"아우터, 하의",4,발목,스카이블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,그린,점퍼,"['스트링', '퍼트리밍', '드롭숄더']",긴팔,['우븐'],['레터링'],루즈,,셔츠칼라,,,화이트,,,,,,,,,,,
516,1248331,밀리터리,"아우터, 하의",4,발목,스카이블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,그린,점퍼,"['스트링', '퍼트리밍', '드롭숄더']",긴팔,['우븐'],['레터링'],루즈,,셔츠칼라,,,화이트,,,,,,,,,,,
517,1248332,밀리터리,"아우터, 하의",4,발목,스카이블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,그린,점퍼,"['퍼트리밍', '드롭숄더']",긴팔,['우븐'],['무지'],루즈,,셔츠칼라,,,화이트,,,,,,,,,,,
518,1248333,밀리터리,"아우터, 하의",4,발목,스카이블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,그린,점퍼,"['스트링', '퍼트리밍', '드롭숄더']",긴팔,['우븐'],['레터링'],루즈,,셔츠칼라,,,화이트,,,,,,,,,,,
519,1248334,밀리터리,"아우터, 하의",4,발목,스카이블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,그린,점퍼,"['스트링', '퍼트리밍', '드롭숄더']",긴팔,['우븐'],['레터링'],루즈,,셔츠칼라,,,화이트,,,,,,,,,,,
520,1248337,밀리터리,"아우터, 하의",4,발목,스카이블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,그린,점퍼,"['스트링', '퍼트리밍', '드롭숄더']",긴팔,['우븐'],['레터링'],루즈,,셔츠칼라,,,화이트,,,,,,,,,,,
521,1248338,밀리터리,"아우터, 하의",4,발목,스카이블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,그린,점퍼,"['스트링', '퍼트리밍', '드롭숄더']",긴팔,['우븐'],['레터링'],루즈,,셔츠칼라,,,화이트,,,,,,,,,,,
522,1248339,밀리터리,"아우터, 하의",4,발목,스카이블루,,청바지,['데님'],['무지'],노멀,,,,,,,,,,롱,그린,점퍼,"['스트링', '퍼트리밍', '드롭숄더']",긴팔,['우븐'],['레터링'],루즈,,셔츠칼라,,,화이트,,,,,,,,,,,
523,1248340,밀리터리,"아우터, 하의, 상의",10,발목,스카이블루,,청바지,['데님'],['무지'],노멀,화이트,,티셔츠,,없음,['저지'],['무지'],라운드넥,,롱,그린,점퍼,"['스트링', '퍼트리밍', '드롭숄더']",긴팔,['우븐'],['레터링'],루즈,,셔츠칼라,,노멀,화이트,,,,,,,,,,,
524,1251788,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,,['무지'],라운드넥,,크롭,카키,재킷,['포켓'],긴팔,['우븐'],['무지'],노멀,,셔츠칼라,,,,,,,,,,,,,,
525,1251789,밀리터리,"아우터, 하의",4,맥시,블랙,,팬츠,['우븐'],['무지'],와이드,,,,,,,,,,크롭,카키,재킷,['포켓'],긴팔,['우븐'],['무지'],노멀,,셔츠칼라,,,,,,,,,,,,,,
526,1251790,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,,['무지'],라운드넥,,크롭,카키,재킷,['포켓'],긴팔,['우븐'],['무지'],노멀,,셔츠칼라,,,,,,,,,,,,,,
527,1251791,밀리터리,"아우터, 하의, 상의",10,맥시,블랙,,팬츠,['우븐'],['무지'],와이드,화이트,,티셔츠,,없음,,['무지'],라운드넥,,크롭,카키,재킷,['포켓'],긴팔,['우븐'],['무지'],노멀,,셔츠칼라,,,,,,,,,,,,,,
528,1251796,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,,['무지'],라운드넥,,크롭,카키,재킷,['포켓'],긴팔,['우븐'],['무지'],노멀,,셔츠칼라,,,,,,,,,,,,,,
529,1251798,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,,['무지'],라운드넥,,크롭,카키,재킷,['포켓'],긴팔,['우븐'],['무지'],노멀,,셔츠칼라,,,,,,,,,,,,,,
530,1255390,밀리터리,"아우터, 하의, 상의",10,발목,화이트,,팬츠,['우븐'],['무지'],노멀,화이트,,티셔츠,,없음,['저지'],['무지'],유넥,노멀,하프,카키,재킷,['스트링'],긴팔,['우븐'],['무지'],루즈,,셔츠칼라,,,,,,,,,,,,,,
531,1255391,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['저지'],['무지'],유넥,노멀,하프,카키,재킷,['스트링'],긴팔,['우븐'],['무지'],루즈,,셔츠칼라,,,,,,,,,,,,,,
532,1255392,밀리터리,"아우터, 하의, 상의",10,발목,화이트,,팬츠,['우븐'],['무지'],노멀,화이트,,티셔츠,,없음,['저지'],['무지'],유넥,노멀,하프,카키,재킷,['스트링'],긴팔,['우븐'],['무지'],루즈,,셔츠칼라,,,,,,,,,,,,,,
533,1255393,밀리터리,"아우터, 하의, 상의",10,발목,화이트,,팬츠,['우븐'],['무지'],노멀,화이트,,티셔츠,,없음,['저지'],['무지'],유넥,노멀,하프,카키,재킷,['스트링'],긴팔,['우븐'],['무지'],루즈,,셔츠칼라,,,,,,,,,,,,,,
534,1255394,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,하프,카키,재킷,['스트링'],긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,,,,,,
535,1255398,밀리터리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,없음,['저지'],['무지'],유넥,노멀,하프,카키,재킷,['스트링'],긴팔,['우븐'],['무지'],루즈,,셔츠칼라,,,,,,,,,,,,,,
536,1255399,밀리터리,"아우터, 하의",4,발목,화이트,,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,하프,카키,재킷,['스트링'],긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,,,,,,
537,1263026,밀리터리,"하의, 상의",3,발목,베이지,,조거팬츠,['우븐'],['무지'],루즈,블랙,오렌지,티셔츠,['드롭숄더'],긴팔,['저지'],['그래픽'],라운드넥,루즈,,,,,,,,,"['포켓', '스트링', '지퍼']",,,노멀,,,,,,,,,,,,
538,1263027,밀리터리,"하의, 상의",3,발목,베이지,,조거팬츠,['우븐'],['무지'],루즈,,,티셔츠,['드롭숄더'],,['저지'],['그래픽'],라운드넥,루즈,,,,,,,,,"['포켓', '스트링', '지퍼']",,,노멀,,,,,,,,,,,,
539,1263028,밀리터리,"하의, 상의",3,발목,베이지,,조거팬츠,['우븐'],['무지'],루즈,,,티셔츠,['드롭숄더'],,['저지'],['그래픽'],라운드넥,루즈,,,,,,,,,"['포켓', '스트링', '지퍼']",,,노멀,,,,,,,,,,,,
540,1263032,밀리터리,"하의, 상의",3,발목,베이지,,조거팬츠,['우븐'],['무지'],루즈,블랙,,,,긴팔,,,,,,,,,,,,,"['포켓', '지퍼']",,,,,,,,,,,,,,,
541,1263033,밀리터리,"하의, 상의",3,발목,베이지,,조거팬츠,['우븐'],['무지'],루즈,블랙,오렌지,티셔츠,['드롭숄더'],긴팔,['저지'],['그래픽'],라운드넥,루즈,,,,,,,,,"['포켓', '스트링', '지퍼']",,,노멀,,,,,,,,,,,,
542,1263034,밀리터리,"하의, 상의",3,발목,베이지,,조거팬츠,['우븐'],['무지'],루즈,블랙,오렌지,티셔츠,['드롭숄더'],긴팔,['저지'],['그래픽'],라운드넥,루즈,,,,,,,,,"['포켓', '스트링', '지퍼']",,,노멀,,,,,,,,,,,,
543,1263035,밀리터리,"하의, 상의",3,발목,베이지,,조거팬츠,['우븐'],['무지'],루즈,블랙,,,,긴팔,,,,,,,,,,,,,"['포켓', '지퍼']",,,,,,,,,,,,,,,
544,1263036,밀리터리,"하의, 상의",3,발목,베이지,,조거팬츠,['우븐'],['무지'],루즈,,,티셔츠,['드롭숄더'],,['저지'],['그래픽'],라운드넥,루즈,,,,,,,,,"['포켓', '스트링', '지퍼']",,,노멀,,,,,,,,,,,,
