,ID,style,clothing_categories,mix_clothing_categories,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,하의_기장,하의_색상,하의_카테고리,하의_디테일,하의_소재,하의_프린트,하의_핏,원피스_기장,원피스_색상,원피스_카테고리,원피스_소매기장,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,아우터_서브색상,상의_기장,상의_색상,상의_카테고리,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,아우터_옷깃,상의_디테일,하의_서브색상,상의_서브색상,원피스_서브색상,원피스_디테일,상의_옷깃,원피스_옷깃
220,1091504,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,노멀,옐로우,티셔츠,반팔,['니트'],['무지'],보트넥,루즈,,,,,,,,
221,1091507,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],['무지'],와이드,,,,,,,,,,노멀,옐로우,티셔츠,반팔,['니트'],['무지'],원숄더,루즈,,,,,,,,
222,1091508,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,노멀,옐로우,티셔츠,반팔,['니트'],['무지'],보트넥,루즈,,,,,,,,
223,1091509,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],['무지'],와이드,,,,,,,,,,노멀,옐로우,티셔츠,반팔,['니트'],['무지'],원숄더,루즈,,,,,,,,
224,1091510,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,노멀,옐로우,티셔츠,반팔,['니트'],['무지'],원숄더,루즈,,,,,,,,
225,1091511,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,['포켓'],['데님'],['무지'],와이드,,,,,,,,,,노멀,옐로우,티셔츠,반팔,['니트'],['무지'],보트넥,루즈,,,,,,,,
226,1091512,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],['무지'],와이드,,,,,,,,,,노멀,옐로우,티셔츠,반팔,['니트'],['무지'],보트넥,루즈,,,,,,,,
227,1091513,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,노멀,옐로우,티셔츠,반팔,['니트'],['무지'],원숄더,루즈,,,,,,,,
228,1091827,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],['무지'],유넥,루즈,,,,,,,,
229,1091828,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],['무지'],유넥,루즈,,,,,,,,
230,1091831,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],['무지'],유넥,루즈,,,,,,,,
231,1091832,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,노멀,블랙,탑,민소매,['니트'],['무지'],유넥,루즈,,,,,,,,
232,1092775,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,크롭,블랙,탑,민소매,['저지'],['무지'],라운드넥,타이트,,['프릴'],,,,,,
233,1092780,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,크롭,블랙,탑,민소매,['저지'],['무지'],라운드넥,타이트,,['프릴'],,,,,,
234,1092785,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,크롭,블랙,탑,민소매,['저지'],['무지'],라운드넥,타이트,,['프릴'],,,,,,
235,1093417,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,스커트,['디스트로이드'],['우븐'],['무지'],노멀,,,,,,,,,,노멀,블루,티셔츠,긴팔,['저지'],['무지'],유넥,루즈,,['컷아웃'],,,,,,
236,1093422,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,티셔츠,긴팔,['저지'],['무지'],유넥,루즈,,['컷아웃'],,,,,,
237,1093423,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,티셔츠,긴팔,['저지'],['무지'],유넥,루즈,,['컷아웃'],,,,,,
238,1093424,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,티셔츠,긴팔,['저지'],['무지'],유넥,루즈,,['컷아웃'],,,,,,
239,1093425,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,티셔츠,긴팔,['저지'],['무지'],유넥,루즈,,['컷아웃'],,,,,,
240,1093426,섹시,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,,['데님'],,노멀,,,,,,,,,,노멀,블랙,티셔츠,긴팔,['저지'],['무지'],유넥,루즈,,['컷아웃'],,,,,,
241,1098741,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,블랙,블라우스,긴팔,['시폰'],['무지'],브이넥,노멀,,"['글리터', '러플', '플레어', '드롭숄더']",,화이트,,,,
242,1098742,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,블랙,블라우스,긴팔,['시폰'],['무지'],브이넥,노멀,,"['글리터', '러플', '플레어', '드롭숄더']",,화이트,,,,
243,1098760,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,블랙,블라우스,긴팔,['시폰'],['무지'],브이넥,노멀,,"['글리터', '러플', '플레어', '드롭숄더']",,화이트,,,,
244,1098761,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,블랙,블라우스,긴팔,['시폰'],['무지'],브이넥,노멀,,"['글리터', '러플', '플레어', '드롭숄더']",,화이트,,,,
245,1098762,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,블랙,블라우스,긴팔,['시폰'],['무지'],브이넥,노멀,,"['글리터', '러플', '플레어', '드롭숄더']",,화이트,,,,
246,1098778,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,블랙,블라우스,긴팔,['시폰'],,브이넥,노멀,,"['글리터', '드롭숄더', '플레어', '러플']",,화이트,,,,
247,1098779,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,블랙,블라우스,긴팔,['시폰'],['무지'],,노멀,,"['글리터', '러플', '플레어', '드롭숄더']",,화이트,,,,
248,1098780,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,블랙,블라우스,긴팔,['시폰'],,브이넥,노멀,,"['글리터', '드롭숄더', '플레어', '러플']",,화이트,,,,
249,1121991,섹시,"하의, 상의",3,,,,,,,,,,발목,블랙,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,,베이지,블라우스,긴팔,['시폰'],['호피'],,노멀,,,,브라운,,,보우칼라,
250,1121993,섹시,"하의, 상의",3,,,,,,,,,,발목,블랙,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,,베이지,블라우스,긴팔,['시폰'],['호피'],,노멀,,,,브라운,,,보우칼라,
251,1121995,섹시,"하의, 상의",3,,,,,,,,,,발목,블랙,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,,베이지,블라우스,긴팔,['시폰'],['호피'],,노멀,,,,브라운,,,보우칼라,
252,1121996,섹시,"하의, 상의",3,,,,,,,,,,발목,블랙,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,,베이지,블라우스,긴팔,['시폰'],['호피'],,노멀,,,,브라운,,,보우칼라,
253,1121997,섹시,"하의, 상의",3,,,,,,,,,,발목,블랙,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,,,베이지,블라우스,긴팔,['시폰'],['호피'],,노멀,,,,브라운,,,보우칼라,
254,1123427,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,"['포켓', '단추', '비대칭']",['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,탑,긴팔,['메시'],['무지'],라운드넥,타이트,,['프릴'],,,,,,
255,1123430,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,"['포켓', '단추', '비대칭']",['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,탑,긴팔,['메시'],['무지'],라운드넥,타이트,,['프릴'],,,,,,
256,1123431,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,"['포켓', '단추', '비대칭']",['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,탑,긴팔,['메시'],['무지'],라운드넥,타이트,,['프릴'],,,,,,
257,1123432,섹시,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,"['포켓', '단추', '비대칭']",['데님'],['무지'],노멀,,,,,,,,,,노멀,화이트,탑,긴팔,['메시'],['무지'],라운드넥,타이트,,['프릴'],,,,,,
258,1124355,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,청바지,,['데님'],['무지'],,,,,,,,,,,롱,화이트,탑,반팔,['시폰'],['무지'],라운드넥,루즈,,,,,,,,
259,1124357,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,청바지,,['데님'],['무지'],,,,,,,,,,,롱,화이트,탑,반팔,['시폰'],['무지'],라운드넥,루즈,,,,,,,,
260,1124358,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,청바지,,['데님'],['무지'],,,,,,,,,,,롱,화이트,탑,반팔,['시폰'],['무지'],라운드넥,루즈,,,,,,,,
261,1124359,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,청바지,,['데님'],['무지'],,,,,,,,,,,롱,화이트,탑,반팔,['시폰'],['무지'],라운드넥,루즈,,,,,,,,
262,1124362,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,청바지,,['데님'],['무지'],,,,,,,,,,,롱,화이트,탑,반팔,['시폰'],['무지'],라운드넥,루즈,,,,,,,,
263,1124363,섹시,"하의, 상의",3,,,,,,,,,,,스카이블루,청바지,,['데님'],['무지'],,,,,,,,,,,롱,화이트,탑,반팔,['시폰'],['무지'],라운드넥,루즈,,,,,,,,
264,112506,섹시,"하의, 상의",3,,,,,,,,,,미니,베이지,스커트,['단추'],['우븐'],['호피'],스키니,,,,,,,,,,,블랙,니트웨어,긴팔,['니트'],['무지'],브이넥,타이트,,,블랙,,,,,
265,112507,섹시,"하의, 상의",3,,,,,,,,,,미니,베이지,스커트,['단추'],['우븐'],['호피'],스키니,,,,,,,,,,,블랙,니트웨어,긴팔,['니트'],['무지'],브이넥,타이트,,,블랙,,,,,
266,112508,섹시,"하의, 상의",3,,,,,,,,,,미니,베이지,스커트,['단추'],['우븐'],['호피'],스키니,,,,,,,,,,,블랙,니트웨어,긴팔,['니트'],['무지'],브이넥,타이트,,,블랙,,,,,
267,112509,섹시,"하의, 상의",3,,,,,,,,,,미니,베이지,스커트,['단추'],['우븐'],['호피'],스키니,,,,,,,,,,,블랙,니트웨어,긴팔,['니트'],['무지'],브이넥,타이트,,,블랙,,,,,
268,112510,섹시,"하의, 상의",3,,,,,,,,,,미니,베이지,스커트,['단추'],['우븐'],['호피'],스키니,,,,,,,,,,,블랙,니트웨어,긴팔,['니트'],['무지'],브이넥,타이트,,,블랙,,,,,
269,112511,섹시,"하의, 상의",3,,,,,,,,,,미니,베이지,스커트,['단추'],['우븐'],['호피'],스키니,,,,,,,,,,,블랙,니트웨어,긴팔,['니트'],['무지'],브이넥,타이트,,,블랙,,,,,
270,112514,섹시,"하의, 상의",3,,,,,,,,,,미니,,스커트,,['우븐'],['호피'],스키니,,,,,,,,,,,블랙,니트웨어,긴팔,['니트'],['무지'],브이넥,타이트,,,,,,,,
271,112517,섹시,"하의, 상의",3,,,,,,,,,,미니,베이지,스커트,,['우븐'],['호피'],스키니,,,,,,,,,,,블랙,니트웨어,긴팔,['니트'],['무지'],,타이트,,,블랙,,,,,
272,112518,섹시,"하의, 상의",3,,,,,,,,,,미니,베이지,스커트,,['우븐'],['호피'],스키니,,,,,,,,,,,블랙,니트웨어,긴팔,['니트'],['무지'],브이넥,타이트,,,블랙,,,,,
273,112528,섹시,"하의, 상의",3,,,,,,,,,,미니,베이지,스커트,['단추'],['우븐'],['호피'],스키니,,,,,,,,,,,블랙,니트웨어,긴팔,['니트'],['무지'],브이넥,타이트,,,블랙,,,,,
274,1129216,섹시,"아우터, 하의",4,노말,화이트,점퍼,,긴팔,['퍼'],['무지'],,루즈,미니,블랙,스커트,,['가죽'],['무지'],노멀,,,,,,,,,,,,,,,,,,숄칼라,,,,,,,
275,1129217,섹시,"아우터, 하의, 상의",10,노말,화이트,점퍼,,긴팔,['퍼'],['무지'],,루즈,미니,블랙,스커트,,['가죽'],['무지'],노멀,,,,,,,,,,,블랙,티셔츠,없음,['우븐'],['무지'],라운드넥,타이트,숄칼라,,,,,,,
276,1129218,섹시,"아우터, 하의",4,노말,화이트,점퍼,,긴팔,['퍼'],['무지'],,루즈,미니,블랙,스커트,,['가죽'],['무지'],노멀,,,,,,,,,,,,,,,,,,숄칼라,,,,,,,
277,1129219,섹시,"아우터, 하의, 상의",10,노말,화이트,점퍼,,긴팔,['퍼'],['무지'],,루즈,미니,블랙,스커트,,['가죽'],['무지'],노멀,,,,,,,,,,,블랙,,없음,,,,,숄칼라,,,,,,,
278,1129220,섹시,"아우터, 하의, 상의",10,노말,화이트,점퍼,,긴팔,['퍼'],['무지'],,루즈,미니,블랙,스커트,,['가죽'],['무지'],노멀,,,,,,,,,,,블랙,,없음,,,,,숄칼라,,,,,,,
279,1129221,섹시,"아우터, 하의, 상의",10,노말,화이트,점퍼,,긴팔,['퍼'],['무지'],,루즈,미니,블랙,스커트,,['가죽'],['무지'],노멀,,,,,,,,,,,블랙,,없음,,,,,숄칼라,,,,,,,
280,1129222,섹시,"아우터, 하의, 상의",10,노말,화이트,점퍼,,긴팔,['퍼'],['무지'],,루즈,미니,블랙,스커트,,['가죽'],['무지'],노멀,,,,,,,,,,,블랙,티셔츠,없음,['우븐'],['무지'],라운드넥,타이트,숄칼라,,,,,,,
281,1129225,섹시,"아우터, 하의, 상의",10,노말,화이트,점퍼,,긴팔,['퍼'],['무지'],,루즈,미니,그레이,스커트,,['가죽'],['무지'],노멀,,,,,,,,,,,블랙,,없음,,,,,숄칼라,,,,,,,
282,1133150,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,팬츠,"['버클', '러플']",['우븐'],['무지'],와이드,,,,,,,,,,,퍼플,블라우스,반팔,['레이스'],['무지'],라운드넥,루즈,,"['퍼프', '프릴']",,,,,,
283,1133153,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,팬츠,"['버클', '러플']",['우븐'],['무지'],와이드,,,,,,,,,,,퍼플,블라우스,반팔,['레이스'],['무지'],라운드넥,루즈,,"['퍼프', '프릴']",,,,,,
284,1133154,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,팬츠,"['버클', '러플']",['우븐'],['무지'],와이드,,,,,,,,,,,퍼플,블라우스,반팔,['레이스'],['무지'],라운드넥,루즈,,"['퍼프', '프릴']",,,,,,
285,1133155,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,팬츠,"['버클', '러플']",['우븐'],['무지'],와이드,,,,,,,,,,,퍼플,블라우스,반팔,['레이스'],['무지'],라운드넥,루즈,,"['퍼프', '프릴']",,,,,,
286,1134330,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,팬츠,['롤업'],['가죽'],,노멀,,,,,,,,,,노멀,블랙,탑,긴팔,['니트'],,터틀넥,노멀,,,,,,,,
287,1134331,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,팬츠,['롤업'],['가죽'],,노멀,,,,,,,,,,노멀,블랙,탑,긴팔,['니트'],,터틀넥,노멀,,,,,,,,
288,1134348,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,스커트,,['가죽'],,노멀,,,,,,,,,,노멀,블랙,탑,긴팔,['니트'],,터틀넥,노멀,,,,,,,,
289,1134368,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,팬츠,['롤업'],['가죽'],,노멀,,,,,,,,,,노멀,블랙,탑,긴팔,['니트'],,터틀넥,타이트,,,,,,,,
290,1134370,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,팬츠,['롤업'],['가죽'],,노멀,,,,,,,,,,노멀,블랙,탑,긴팔,['니트'],,터틀넥,타이트,,,,,,,,
291,1134376,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,스커트,,['니트'],,스키니,,,,,,,,,,노멀,블랙,셔츠,긴팔,['니트'],,터틀넥,타이트,,,,,,,,
292,1134379,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,스커트,,['니트'],,스키니,,,,,,,,,,노멀,블랙,셔츠,긴팔,['니트'],,터틀넥,타이트,,,,,,,,
293,1134382,섹시,"하의, 상의",3,,,,,,,,,,미니,블랙,스커트,,['니트'],,스키니,,,,,,,,,,노멀,블랙,셔츠,긴팔,['니트'],,터틀넥,타이트,,,,,,,,
294,1138330,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,민소매,['저지'],['무지'],스위트하트,타이트,,,,,,,,,,,,,,,['띠'],,
295,1138331,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,민소매,['저지'],['무지'],스위트하트,타이트,,,,,,,,,,,,,,,['띠'],,
296,1138332,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,민소매,['저지'],['무지'],스위트하트,타이트,,,,,,,,,,,,,,,['띠'],,
297,1138333,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,민소매,['저지'],['무지'],,타이트,,,,,,,,,,,,,,,,,
298,1138334,섹시,"아우터, 원피스",6,노말,,가디건,,,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,민소매,['저지'],['무지'],스위트하트,타이트,,,,,,,,,,,,,,,['띠'],,
299,1138336,섹시,"아우터, 원피스",6,하프,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,민소매,['저지'],['무지'],스위트하트,타이트,,,,,,,,,,,,,,,['띠'],,
300,1138337,섹시,"아우터, 원피스",6,노말,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,민소매,['저지'],['무지'],스위트하트,타이트,,,,,,,,,,,,,,,['띠'],,
301,1138412,섹시,"원피스, 상의",5,,,,,,,,,,,,,,,,,미니,블랙,드레스,민소매,['우븐'],['무지'],브이넥,노멀,,,골드,블라우스,긴팔,['우븐'],['무지'],,노멀,,['롤업'],,,,['띠'],셔츠칼라,
302,1138413,섹시,"원피스, 상의",5,,,,,,,,,,,,,,,,,미니,블랙,드레스,민소매,['우븐'],['무지'],브이넥,노멀,,,골드,블라우스,긴팔,['우븐'],['무지'],,노멀,,['롤업'],,,,['띠'],셔츠칼라,
303,1138414,섹시,"원피스, 상의",5,,,,,,,,,,,,,,,,,미니,블랙,드레스,민소매,['우븐'],['무지'],브이넥,노멀,,,골드,블라우스,긴팔,['우븐'],['무지'],,노멀,,['롤업'],,,,['띠'],셔츠칼라,
304,1138415,섹시,"원피스, 상의",5,,,,,,,,,,,,,,,,,미니,블랙,드레스,민소매,['우븐'],['무지'],브이넥,노멀,,,골드,블라우스,긴팔,['우븐'],['무지'],,노멀,,['롤업'],,,,['띠'],셔츠칼라,
305,1138416,섹시,"원피스, 상의",5,,,,,,,,,,,,,,,,,미니,블랙,드레스,민소매,['우븐'],['무지'],브이넥,노멀,,,골드,블라우스,긴팔,['우븐'],['무지'],,노멀,,['롤업'],,,,['띠'],셔츠칼라,
306,1138417,섹시,"원피스, 상의",5,,,,,,,,,,,,,,,,,미니,블랙,드레스,민소매,['우븐'],['무지'],브이넥,노멀,,,골드,블라우스,긴팔,['우븐'],['무지'],,노멀,,['롤업'],,,,['띠'],셔츠칼라,
307,1138418,섹시,"원피스, 상의",5,,,,,,,,,,,,,,,,,미니,블랙,드레스,민소매,['우븐'],['무지'],브이넥,노멀,,,골드,블라우스,긴팔,['우븐'],['무지'],,노멀,,['롤업'],,,,['띠'],셔츠칼라,
308,1138476,섹시,"아우터, 원피스",6,하프,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,없음,['저지'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
309,1138477,섹시,"아우터, 원피스",6,하프,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,없음,['저지'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
310,1138478,섹시,"아우터, 원피스",6,하프,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,없음,['저지'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
311,1138481,섹시,"아우터, 원피스",6,하프,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,없음,['저지'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
312,1138485,섹시,"아우터, 원피스",6,하프,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,,,,,,,미니,핑크,드레스,없음,['저지'],['무지'],스퀘어넥,타이트,,,,,,,,,,,,,,,,,
313,1138486,섹시,"아우터, 하의, 원피스, 상의",11,하프,핑크,가디건,,긴팔,['저지'],['무지'],노카라,노멀,,핑크,,,,,,미니,,드레스,,['저지'],['무지'],스퀘어넥,타이트,,,핑크,,없음,,,,,,,,,,,,
314,1138985,섹시,"아우터, 원피스",6,크롭,블랙,가디건,,긴팔,['우븐'],['무지'],,노멀,,,,,,,,미니,블랙,드레스,민소매,['니트'],['무지'],유넥,타이트,,,,,,,,,,,,,,,,,
315,1138986,섹시,"아우터, 원피스",6,크롭,블랙,가디건,,긴팔,['우븐'],['무지'],,노멀,,,,,,,,미니,블랙,드레스,민소매,['니트'],['무지'],유넥,타이트,,,,,,,,,,,,,,,,,
316,1138991,섹시,"아우터, 원피스",6,크롭,블랙,가디건,,긴팔,['우븐'],['무지'],,노멀,,,,,,,,미니,블랙,드레스,민소매,['니트'],['무지'],유넥,타이트,,,,,,,,,,,,,,,,,
317,1138992,섹시,"아우터, 원피스",6,크롭,블랙,가디건,,긴팔,['우븐'],['무지'],,노멀,,,,,,,,미니,블랙,드레스,민소매,['니트'],['무지'],유넥,타이트,,,,,,,,,,,,,,,,,
318,1138993,섹시,"아우터, 원피스",6,크롭,블랙,가디건,,긴팔,['우븐'],['무지'],,노멀,,,,,,,,미니,블랙,드레스,민소매,['니트'],['무지'],유넥,타이트,,,,,,,,,,,,,,,,,
319,1143654,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,노멀,옐로우,탑,민소매,['우븐'],['무지'],,타이트,,"['셔링', '프릴']",,,,,,
320,1143655,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,노멀,옐로우,탑,민소매,['우븐'],['무지'],,타이트,,"['셔링', '프릴']",,,,,,
321,1143656,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,,['데님'],['무지'],스키니,,,,,,,,,,노멀,옐로우,탑,민소매,['우븐'],['무지'],,타이트,,"['셔링', '프릴']",,,,,,
322,1143657,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,,['데님'],['무지'],스키니,,,,,,,,,,노멀,옐로우,탑,민소매,['우븐'],['무지'],,타이트,,"['셔링', '프릴']",,,,,,
323,1143658,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,노멀,옐로우,탑,민소매,['우븐'],['무지'],,타이트,,"['셔링', '프릴']",,,,,,
324,114454,섹시,"아우터, 하의, 원피스, 상의",11,노말,블랙,베스트,['플레어'],민소매,['실크'],['무지'],브이넥,노멀,미니,블랙,팬츠,,['실크'],['무지'],루즈,,블랙,,민소매,,,,,,,화이트,티셔츠,반팔,['저지'],['무지'],라운드넥,노멀,,,,,,,,
325,114457,섹시,"아우터, 하의, 원피스, 상의",11,노말,블랙,베스트,['플레어'],민소매,['실크'],['무지'],브이넥,노멀,미니,블랙,팬츠,,['실크'],['무지'],루즈,,블랙,,민소매,,,,,,,화이트,티셔츠,반팔,['저지'],['무지'],라운드넥,노멀,,,,,,,,
326,114466,섹시,"아우터, 하의, 상의",10,노말,블랙,베스트,['플레어'],민소매,['실크'],['무지'],브이넥,노멀,미니,블랙,팬츠,,['실크'],['무지'],루즈,,,,,,,,,,,화이트,티셔츠,반팔,['저지'],['무지'],라운드넥,노멀,,,,,,,,
327,114530,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,롱,핑크,블라우스,반팔,['시폰'],['플로럴'],오프숄더,루즈,,,,옐로우,,,,
328,114531,섹시,"하의, 상의",3,,,,,,,,,,미니,,팬츠,,['데님'],['무지'],스키니,,,,,,,,,,롱,핑크,블라우스,반팔,['시폰'],['플로럴'],오프숄더,루즈,,,,옐로우,,,,
329,114534,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,,,롱,화이트,블라우스,반팔,['시폰'],['플로럴'],오프숄더,루즈,,['슬릿'],,네이비,,,,
330,114536,섹시,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],스키니,,,,,,,,,,롱,화이트,블라우스,반팔,['시폰'],['플로럴'],오프숄더,루즈,,['슬릿'],,네이비,,,,
331,114541,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,,['데님'],['무지'],스키니,,,,,,,,,,롱,핑크,블라우스,반팔,['시폰'],['플로럴'],오프숄더,루즈,,,,옐로우,,,,
332,114542,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,,['데님'],['무지'],스키니,,,,,,,,,,롱,핑크,블라우스,반팔,['시폰'],['플로럴'],오프숄더,루즈,,,,옐로우,,,,
333,114543,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,,['데님'],['무지'],스키니,,,,,,,,,,롱,핑크,블라우스,반팔,['시폰'],['플로럴'],오프숄더,루즈,,,,옐로우,,,,
334,114549,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,,['데님'],['무지'],스키니,,,,,,,,,,롱,핑크,블라우스,반팔,['시폰'],['플로럴'],오프숄더,루즈,,,,옐로우,,,,
335,114551,섹시,"하의, 상의",3,,,,,,,,,,미니,스카이블루,청바지,,['데님'],['무지'],스키니,,,,,,,,,,롱,핑크,블라우스,반팔,['시폰'],['플로럴'],오프숄더,루즈,,,,옐로우,,,,
336,114553,섹시,"하의, 상의",3,,,,,,,,,,미니,,청바지,['디스트로이드'],['데님'],['무지'],스키니,,,,,,,,,,,스카이블루,블라우스,반팔,['린넨'],['플로럴'],오프숄더,노멀,,['러플'],,,,,,
