,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_카테고리,상의_옷깃,상의_소매기장,상의_소재,상의_프린트,상의_핏,아우터_기장,아우터_색상,아우터_카테고리,아우터_옷깃,아우터_소매기장,아우터_소재,아우터_프린트,아우터_핏,상의_넥라인,아우터_디테일,상의_기장,상의_디테일,하의_디테일,아우터_넥라인,상의_서브색상,하의_서브색상,원피스_색상,원피스_서브색상,원피스_카테고리,원피스_소매기장,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,아우터_서브색상,원피스_기장,원피스_옷깃,원피스_디테일
1404,1322875,매니시,"하의, 상의",3,발목,와인,팬츠,['우븐'],['무지'],노멀,베이지,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1405,1322876,매니시,"하의, 상의",3,발목,와인,팬츠,['우븐'],['무지'],노멀,베이지,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1406,1322877,매니시,"하의, 상의",3,발목,와인,팬츠,['우븐'],['무지'],노멀,베이지,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1407,1322881,매니시,"하의, 상의",3,,와인,팬츠,['우븐'],['무지'],,베이지,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1408,1322882,매니시,"하의, 상의",3,,와인,팬츠,['우븐'],['무지'],,베이지,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1409,1322883,매니시,"하의, 상의",3,,와인,팬츠,['우븐'],['무지'],,베이지,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1410,1322884,매니시,"아우터, 하의, 상의",10,,와인,팬츠,['우븐'],['무지'],,,셔츠,셔츠칼라,,['우븐'],['무지'],노멀,,베이지,,,긴팔,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1411,1322885,매니시,"아우터, 하의, 상의",10,,와인,팬츠,['우븐'],['무지'],,,셔츠,셔츠칼라,,['우븐'],['무지'],노멀,,베이지,,,긴팔,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1412,1322886,매니시,"아우터, 하의, 상의",10,,와인,팬츠,['우븐'],['무지'],,,셔츠,셔츠칼라,,['우븐'],['무지'],노멀,,베이지,,,긴팔,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1413,1322917,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,,,
1414,1322918,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,,,
1415,1322921,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,,,
1416,1322922,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,,,
1417,1322923,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,,,
1418,1322924,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,,긴팔,['우븐'],['무지'],노멀,,,,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],,노멀,,발목,,
1419,1322925,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,,긴팔,['우븐'],['무지'],노멀,,,,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],,노멀,,발목,,
1420,1322926,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,,긴팔,['우븐'],['무지'],노멀,,,,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],,노멀,,발목,,
1421,1322927,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,,긴팔,['우븐'],['무지'],노멀,,,,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],,노멀,,발목,,
1422,1322928,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,,긴팔,['우븐'],['무지'],노멀,,,,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],,노멀,,발목,,
1423,1322931,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,발목,,
1424,1322932,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,발목,,
1425,1322933,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,발목,,
1426,1322934,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,발목,,
1427,1322935,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,발목,,
1428,1322936,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,발목,,
1429,1322937,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['싱글브레스티드', '포켓']",,,,,,,화이트,,,긴팔,,,,,,,,
1430,1322938,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['싱글브레스티드', '포켓']",,,,,,,화이트,,,긴팔,,,,,,,,
1431,1322941,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,발목,,
1432,1322942,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,긴팔,['우븐'],['무지'],라운드넥,노멀,,발목,,
1433,1322943,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,,긴팔,,,,,,,,
1434,1322944,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,,긴팔,,,,,,,,
1435,1322945,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,,긴팔,,,,,,,,
1436,1322946,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,,긴팔,,,,,,,,
1437,1322947,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,,긴팔,,,,,,,,
1438,1322951,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['싱글브레스티드', '포켓']",,,,,,,화이트,,,없음,,,,,,,,
1439,1322952,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,없음,['우븐'],['무지'],라운드넥,노멀,,발목,,
1440,1322953,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,없음,['우븐'],['무지'],라운드넥,노멀,,발목,,
1441,1322954,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,없음,['우븐'],['무지'],라운드넥,노멀,,발목,,
1442,1322955,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,드레스,없음,['우븐'],['무지'],라운드넥,노멀,,발목,,
1443,1322956,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,,,드레스,,['우븐'],['무지'],라운드넥,노멀,,발목,,
1444,1322964,매니시,"아우터, 원피스",6,,,,,,,,,,,,,,하프,블랙,재킷,테일러드칼라,긴팔,['우븐'],['무지'],루즈,,"['포켓', '싱글브레스티드']",,,,,,,화이트,,,긴팔,,,,,,,,
1445,1323056,매니시,"하의, 상의",3,발목,그린,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1446,1323057,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1447,1323061,매니시,"하의, 상의",3,발목,그린,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1448,1323062,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1449,1323063,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1450,1323064,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1451,1323065,매니시,"하의, 상의",3,발목,그린,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
1452,1323066,매니시,"하의, 상의",3,발목,그린,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
1453,1323067,매니시,"하의, 상의",3,발목,그린,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
1454,1323068,매니시,"하의, 상의",3,발목,그린,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,롱,,,,,,,,,,,,,,,,,
1455,1323071,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1456,1323072,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1457,1323073,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1458,1323074,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1459,1323075,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1460,1323076,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1461,1323077,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1462,1323078,매니시,"하의, 상의",3,,그린,팬츠,['우븐'],['무지'],,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1463,1323081,매니시,"하의, 상의",3,발목,그린,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1464,1323082,매니시,"하의, 상의",3,,그린,,,,,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,,,,,,,,,,,,,,,,,,
1465,1323084,매니시,"하의, 상의",3,발목,그린,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1466,1323085,매니시,"하의, 상의",3,발목,그린,팬츠,['우븐'],['무지'],노멀,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],노멀,,,,,,,,,브이넥,,노멀,,,,,,,,,,,,,,,,,
1467,1324674,매니시,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,하프,그레이,재킷,,긴팔,['우븐'],['체크'],노멀,,,,,,,,,,,,,,,,,,,,
1468,1325313,매니시,"하의, 상의",3,,네이비,청바지,['데님'],['무지'],스키니,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,1325324,매니시,"하의, 상의",3,,네이비,청바지,['데님'],['무지'],스키니,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,1325325,매니시,"하의, 상의",3,,네이비,청바지,['데님'],['무지'],스키니,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,1325326,매니시,"하의, 상의",3,,네이비,청바지,['데님'],['무지'],스키니,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,1325327,매니시,"하의, 상의",3,,네이비,청바지,['데님'],['무지'],스키니,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,1325335,매니시,"하의, 상의",3,,네이비,청바지,['데님'],['무지'],스키니,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,1325336,매니시,"하의, 상의",3,,네이비,청바지,['데님'],['무지'],스키니,화이트,셔츠,셔츠칼라,긴팔,['우븐'],['무지'],루즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,1345953,매니시,"아우터, 하의, 상의",10,발목,그레이,청바지,['데님'],,노멀,화이트,니트웨어,,긴팔,['니트'],['스트라이프'],루즈,,스카이블루,,,민소매,,,,브이넥,,롱,,"['단추', '지퍼', '버클', '포켓']",,,,,,,,,,,,화이트,,,
1476,1345954,매니시,"아우터, 하의, 상의",10,발목,그레이,청바지,['데님'],,노멀,화이트,니트웨어,,긴팔,['니트'],['스트라이프'],루즈,,스카이블루,,,민소매,,,,브이넥,,롱,,"['단추', '지퍼', '버클', '포켓']",,,,,,,,,,,,화이트,,,
1477,1345955,매니시,"아우터, 하의, 상의",10,발목,그레이,청바지,['데님'],,노멀,화이트,니트웨어,,긴팔,['니트'],['스트라이프'],루즈,,스카이블루,,,민소매,,,,브이넥,,롱,,"['단추', '지퍼', '버클', '포켓']",,,,,,,,,,,,화이트,,,
1478,1345957,매니시,"아우터, 하의, 상의",10,발목,그레이,청바지,['데님'],,노멀,화이트,니트웨어,,긴팔,['니트'],['스트라이프'],루즈,,스카이블루,,,민소매,,,,브이넥,,롱,,"['단추', '지퍼', '버클', '포켓']",,,,,,,,,,,,화이트,,,
1479,139760,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,핑크,니트웨어,,7부소매,['니트'],['무지'],노멀,,,,,,,,,라운드넥,,,,,,,,,,,,,,,,,,,
1480,139762,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,핑크,니트웨어,,7부소매,['니트'],['무지'],노멀,,,,,,,,,라운드넥,,,,,,,,,,,,,,,,,,,
1481,139763,매니시,"하의, 상의",3,발목,그레이,팬츠,['우븐'],['무지'],노멀,핑크,니트웨어,,7부소매,['니트'],['무지'],노멀,,,,,,,,,라운드넥,,,,,,,,,,,,,,,,,,,
1482,140003,매니시,"하의, 상의",3,발목,블랙,팬츠,"['울/캐시미어', '우븐']",['체크'],노멀,화이트,니트웨어,,긴팔,['니트'],['무지'],노멀,,,,,,,,,,,노멀,,,,,그레이,,,,,,,,,,,,
1483,140004,매니시,"하의, 상의",3,발목,블랙,팬츠,"['울/캐시미어', '우븐']",['체크'],노멀,화이트,니트웨어,,긴팔,['니트'],,노멀,,,,,,,,,터틀넥,,,,,,,그레이,,,,,,,,,,,,
1484,140007,매니시,"하의, 상의",3,발목,블랙,팬츠,"['울/캐시미어', '우븐']",['체크'],노멀,화이트,니트웨어,,긴팔,['니트'],['무지'],노멀,,,,,,,,,,,노멀,,,,,그레이,,,,,,,,,,,,
1485,140013,매니시,"하의, 상의",3,발목,블랙,팬츠,"['울/캐시미어', '우븐']",['체크'],노멀,화이트,니트웨어,,긴팔,['니트'],['무지'],노멀,,,,,,,,,,,노멀,,,,,그레이,,,,,,,,,,,,
1486,140015,매니시,"하의, 상의",3,발목,블랙,팬츠,"['울/캐시미어', '우븐']",['체크'],노멀,화이트,니트웨어,,긴팔,['니트'],['무지'],노멀,,,,,,,,,,,노멀,,,,,그레이,,,,,,,,,,,,
1487,143702,매니시,"아우터, 상의",2,,,,,,,그레이,셔츠,셔츠칼라,없음,['우븐'],['스트라이프'],노멀,하프,그레이,가디건,,긴팔,['저지'],['무지'],노멀,,"['단추', '자수']",,['단추'],,노카라,화이트,,,,,,,,,,,,,
1488,143703,매니시,"아우터, 상의",2,,,,,,,그레이,셔츠,셔츠칼라,없음,['우븐'],['스트라이프'],노멀,하프,그레이,가디건,,긴팔,['저지'],['무지'],노멀,,"['단추', '자수']",,['단추'],,노카라,화이트,,,,,,,,,,,,,
1489,143704,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],와이드,그레이,셔츠,셔츠칼라,없음,['우븐'],['스트라이프'],노멀,하프,그레이,가디건,,긴팔,['저지'],['무지'],노멀,,"['단추', '자수']",,['단추'],,노카라,화이트,,,,,,,,,,,,,
1490,143705,매니시,"아우터, 상의",2,,,,,,,그레이,셔츠,셔츠칼라,없음,['우븐'],['스트라이프'],노멀,하프,그레이,가디건,,긴팔,['저지'],['무지'],노멀,,"['단추', '자수']",,['단추'],,노카라,화이트,,,,,,,,,,,,,
1491,143706,매니시,"아우터, 상의",2,,,,,,,그레이,셔츠,셔츠칼라,없음,['우븐'],['스트라이프'],노멀,하프,그레이,가디건,,긴팔,['저지'],['무지'],노멀,,"['단추', '자수']",,['단추'],,노카라,화이트,,,,,,,,,,,,,
1492,143707,매니시,"아우터, 상의",2,,,,,,,그레이,셔츠,셔츠칼라,없음,['우븐'],['스트라이프'],노멀,하프,그레이,가디건,,긴팔,['저지'],['무지'],노멀,,"['단추', '자수']",,['단추'],,노카라,화이트,,,,,,,,,,,,,
1493,143710,매니시,"아우터, 하의, 상의",10,발목,,팬츠,['우븐'],['무지'],와이드,그레이,셔츠,셔츠칼라,없음,['우븐'],['스트라이프'],노멀,하프,그레이,가디건,,긴팔,['저지'],['무지'],노멀,,"['단추', '자수']",,['단추'],,노카라,화이트,,,,,,,,,,,,,
1494,143713,매니시,"아우터, 상의",2,,,,,,,그레이,셔츠,셔츠칼라,없음,['우븐'],['스트라이프'],노멀,하프,그레이,가디건,,긴팔,['저지'],['무지'],노멀,,['단추'],,['단추'],,노카라,화이트,,,,,,,,,,,,,
1495,143715,매니시,"아우터, 상의",2,,,,,,,그레이,셔츠,셔츠칼라,없음,['우븐'],['스트라이프'],노멀,하프,그레이,가디건,,긴팔,['저지'],['무지'],노멀,,['단추'],,['단추'],,노카라,화이트,,,,,,,,,,,,,
1496,143716,매니시,"아우터, 상의",2,,,,,,,그레이,셔츠,셔츠칼라,없음,['우븐'],['스트라이프'],노멀,하프,그레이,가디건,,긴팔,['저지'],['무지'],노멀,,['단추'],,['단추'],,노카라,화이트,,,,,,,,,,,,,
1497,14876,매니시,"하의, 상의",3,발목,,팬츠,['우븐'],['무지'],와이드,,티셔츠,,,['저지'],['무지'],루즈,,,,,,,,,라운드넥,,노멀,"['띠', '슬릿']",,,,,,,,,,,,,,,,
1498,14969,매니시,"아우터, 하의",4,맥시,,팬츠,['우븐'],['무지'],와이드,,,,,,,,하프,,재킷,테일러드칼라,,,['무지'],오버사이즈,,,,,,,,,,,,,,,,,,,,
1499,15045,매니시,"아우터, 하의, 상의",10,발목,블랙,팬츠,,['무지'],루즈,베이지,,,없음,,,,하프,브라운,재킷,테일러드칼라,7부소매,['울/캐시미어'],['체크'],노멀,,['단추'],,,['롤업'],브이넥,,,,,,,,,,,베이지,,,
1500,150458,매니시,"하의, 상의",3,미디,와인,팬츠,['우븐'],['무지'],와이드,브라운,셔츠,셔츠칼라,반팔,['린넨'],['무지'],루즈,,,,,,,,,,,노멀,"['단추', '싱글브레스티드', '드롭숄더']",['슬릿'],,오렌지,,,,,,,,,,,,,
1501,150463,매니시,"하의, 상의",3,미디,와인,팬츠,['우븐'],['무지'],와이드,브라운,셔츠,셔츠칼라,반팔,['린넨'],['무지'],루즈,,,,,,,,,,,노멀,"['단추', '싱글브레스티드', '드롭숄더']",['슬릿'],,오렌지,블랙,,,,,,,,,,,,
1502,15049,매니시,"아우터, 하의",4,발목,블랙,팬츠,,['무지'],루즈,,,,,,,,하프,브라운,재킷,테일러드칼라,긴팔,['울/캐시미어'],['체크'],노멀,,['단추'],,,['롤업'],브이넥,,,,,,,,,,,베이지,,,
1503,151886,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,,셔츠,셔츠칼라,,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,['포켓'],,,,,,,,,,,,,,,,
1504,151887,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,,셔츠,셔츠칼라,,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,['포켓'],,,,,,,,,,,,,,,,
1505,151888,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],노멀,,셔츠,셔츠칼라,,['우븐'],['무지'],노멀,,,,,,,,,,,노멀,['포켓'],,,,,,,,,,,,,,,,
1506,15239,매니시,"하의, 상의",3,맥시,브라운,팬츠,['우븐'],['무지'],와이드,화이트,니트웨어,,긴팔,['니트'],['무지'],루즈,,,,,,,,,터틀넥,,노멀,['니트꽈베기'],"['플리츠', '포켓', '단추', '지퍼']",,,,,,,,,,,,,,,
1507,15246,매니시,"하의, 상의",3,맥시,브라운,팬츠,['우븐'],['무지'],와이드,화이트,,,긴팔,,,,,,,,,,,,,,,,"['플리츠', '포켓', '단추', '지퍼']",,,,,,,,,,,,,,,
1508,154080,매니시,"아우터, 상의",2,,,,,,,,셔츠,테일러드칼라,,['우븐'],['무지'],오버사이즈,,블랙,,,긴팔,,,,,,,['드롭숄더'],,,,,,,,,,,,,,,,
1509,154081,매니시,"아우터, 상의",2,,,,,,,,셔츠,테일러드칼라,,['우븐'],['무지'],오버사이즈,,블랙,,,긴팔,,,,,,,['드롭숄더'],,,,,,,,,,,,,,,,
1510,1542,매니시,"아우터, 하의, 상의",10,발목,화이트,팬츠,['우븐'],['무지'],노멀,베이지,티셔츠,,없음,['저지'],['레터링'],노멀,하프,베이지,재킷,테일러드칼라,7부소매,['린넨'],['체크'],루즈,라운드넥,['싱글브레스티드'],노멀,,,,그레이,,,,,,,,,,그레이,,,
1511,154778,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],와이드,베이지,탑,,긴팔,['우븐'],['무지'],오버사이즈,,,,,,,,,라운드넥,,,"['드롭숄더', '슬릿', '디스트로이드']",['포켓'],,,,,,,,,,,,,,,
1512,154779,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],와이드,베이지,탑,,긴팔,['우븐'],['무지'],오버사이즈,,,,,,,,,라운드넥,,,"['드롭숄더', '슬릿', '디스트로이드']",['포켓'],,,,,,,,,,,,,,,
1513,154780,매니시,"하의, 상의",3,발목,블랙,팬츠,['우븐'],['무지'],와이드,베이지,탑,,긴팔,['우븐'],['무지'],오버사이즈,,,,,,,,,라운드넥,,롱,"['드롭숄더', '슬릿', '디스트로이드']",['포켓'],,,,,,,,,,,,,,,
