,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_기장,상의_색상,상의_서브색상,상의_카테고리,상의_옷깃,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_핏,상의_넥라인,아우터_기장,아우터_카테고리,아우터_디테일,아우터_소재,아우터_넥라인,아우터_핏,아우터_프린트,하의_디테일,하의_서브색상,원피스_기장,원피스_색상,원피스_카테고리,원피스_디테일,원피스_소매기장,원피스_소재,원피스_프린트,원피스_핏,아우터_색상,아우터_소매기장,아우터_서브색상,원피스_넥라인,아우터_옷깃,원피스_서브색상,원피스_옷깃
4017,1241779,컨트리,"원피스, 상의",5,,,,,,,,화이트,,티셔츠,,,반팔,['저지'],['무지'],루즈,라운드넥,,,,,,,,,,맥시,스카이블루,점프수트,['포켓'],민소매,['데님'],['무지'],루즈,,,,스퀘어넥,,,
4018,1241782,컨트리,"원피스, 상의",5,,,,,,,,화이트,,티셔츠,,,반팔,['저지'],['무지'],루즈,라운드넥,,,,,,,,,,맥시,스카이블루,점프수트,['포켓'],민소매,['데님'],['무지'],루즈,,,,스퀘어넥,,,
4019,1241783,컨트리,"원피스, 상의",5,,,,,,,,화이트,,티셔츠,,,반팔,['저지'],['무지'],루즈,라운드넥,,,,,,,,,,맥시,스카이블루,점프수트,['포켓'],민소매,['데님'],['무지'],루즈,,,,스퀘어넥,,,
4020,12418,컨트리,"아우터, 상의",2,,,,,,,,베이지,,,,,없음,,,,,하프,재킷,['포켓'],['우븐'],,루즈,,,,,,,,,,,,그레이,긴팔,화이트,,테일러드칼라,,
4021,12419,컨트리,"아우터, 하의, 상의",10,발목,,팬츠,['우븐'],['무지'],루즈,,베이지,,,,,없음,,,,,하프,재킷,,['우븐'],,루즈,,,,,,,,,,,,그레이,긴팔,,,테일러드칼라,,
4022,1241918,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,하프,가디건,['단추'],['울/캐시미어'],노카라,루즈,['무지'],,,미디,블랙,드레스,,없음,['니트'],['무지'],루즈,퍼플,7부소매,,터틀넥,,,밴드칼라
4023,1241919,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,하프,가디건,['단추'],['울/캐시미어'],노카라,루즈,['무지'],,,,블랙,드레스,,없음,['니트'],['무지'],루즈,퍼플,7부소매,,터틀넥,,,밴드칼라
4024,1241923,컨트리,"아우터, 원피스",6,,,,,,,,,,,,,,,,,,하프,가디건,['단추'],['울/캐시미어'],노카라,루즈,['무지'],,,,블랙,,,없음,,,,퍼플,7부소매,,,,,
4025,1241964,컨트리,"하의, 상의",3,발목,화이트,팬츠,['우븐'],['무지'],노멀,노멀,카키,,니트웨어,밴드칼라,,긴팔,['니트'],['무지'],루즈,터틀넥,,,,,,,,['포켓'],,,,,,,,,,,,,,,,
4026,1241968,컨트리,"하의, 상의",3,발목,화이트,팬츠,['우븐'],['무지'],노멀,노멀,카키,,니트웨어,밴드칼라,,긴팔,['니트'],['무지'],루즈,터틀넥,,,,,,,,['포켓'],,,,,,,,,,,,,,,,
4027,12420,컨트리,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],루즈,,베이지,,,,,없음,,,,,하프,재킷,,['우븐'],,루즈,,,,,,,,,,,,그레이,긴팔,,,테일러드칼라,,
4028,124250,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,라운드넥,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4029,124251,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,라운드넥,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4030,124252,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,라운드넥,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4031,124253,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,라운드넥,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4032,124254,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,라운드넥,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4033,124255,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,라운드넥,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4034,124256,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,라운드넥,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4035,124259,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,라운드넥,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4036,124260,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,라운드넥,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4037,124261,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4038,124262,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,라운드넥,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4039,124263,컨트리,"하의, 상의",3,니렝스,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,,,,,,,,,['플레어'],,,,,,,,,,,,,,,,
4040,124265,컨트리,"하의, 원피스, 상의",9,니렝스,,스커트,,,노멀,노멀,,,니트웨어,,,,['니트'],,노멀,,,,,,,,,['플레어'],,,브라운,,,긴팔,,,,,,,,,카키,
4041,124270,컨트리,"하의, 원피스, 상의",9,,브라운,스커트,,,노멀,노멀,브라운,,니트웨어,,,긴팔,['니트'],,노멀,,,,,,,,,,,,브라운,,,긴팔,,,,,,,,,,
4042,1242775,컨트리,"하의, 상의",3,미디,카키,스커트,['니트'],['무지'],노멀,노멀,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,,,,,,,,['슬릿'],,,,,,,,,,,,,,,,
4043,1242778,컨트리,"하의, 상의",3,미디,카키,스커트,['니트'],['무지'],노멀,노멀,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,,,,,,,,,,,,,,,,,,,,,,,,
4044,1242779,컨트리,"하의, 상의",3,미디,카키,스커트,['니트'],['무지'],노멀,노멀,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,,,,,,,,['슬릿'],,,,,,,,,,,,,,,,
4045,1242780,컨트리,"하의, 상의",3,미디,카키,스커트,['니트'],['무지'],노멀,노멀,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,,,,,,,,['슬릿'],,,,,,,,,,,,,,,,
4046,1242781,컨트리,"하의, 상의",3,미디,카키,스커트,['니트'],['무지'],노멀,노멀,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,,,,,,,,['슬릿'],,,,,,,,,,,,,,,,
4047,1243258,컨트리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,,긴팔,['저지'],['무지'],루즈,라운드넥,하프,베스트,,['니트'],후드,노멀,['무지'],,,,,,,,,,,카키,민소매,,,,,
4048,1243259,컨트리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,,긴팔,['저지'],['무지'],루즈,라운드넥,하프,베스트,,['니트'],후드,노멀,['무지'],,,,,,,,,,,카키,민소매,,,,,
4049,1243260,컨트리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,,긴팔,['저지'],['무지'],루즈,라운드넥,하프,베스트,,['니트'],후드,노멀,['무지'],,,,,,,,,,,카키,민소매,,,,,
4050,1243261,컨트리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,,긴팔,['저지'],['무지'],루즈,라운드넥,하프,베스트,,['니트'],후드,노멀,['무지'],,,,,,,,,,,카키,민소매,,,,,
4051,1243262,컨트리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,,긴팔,['저지'],['무지'],루즈,라운드넥,하프,베스트,,['니트'],후드,노멀,['무지'],,,,,,,,,,,카키,민소매,,,,,
4052,1243263,컨트리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,,긴팔,['저지'],['무지'],루즈,라운드넥,하프,베스트,,['니트'],후드,노멀,['무지'],,,,,,,,,,,카키,민소매,,,,,
4053,1243264,컨트리,"아우터, 상의",2,,,,,,,,화이트,,티셔츠,,,긴팔,['저지'],['무지'],루즈,라운드넥,하프,베스트,,['니트'],후드,노멀,['무지'],,,,,,,,,,,카키,민소매,,,,,
4054,1246177,컨트리,"하의, 상의",3,,베이지,팬츠,['우븐'],['무지'],노멀,노멀,브라운,,탑,,,긴팔,['저지'],['무지'],타이트,터틀넥,,,,,,,,,,,,,,,,,,,,,,,,
4055,1246180,컨트리,"하의, 상의",3,,베이지,팬츠,['우븐'],['무지'],노멀,노멀,브라운,,탑,,,긴팔,['저지'],['무지'],타이트,터틀넥,,,,,,,,,,,,,,,,,,,,,,,,
4056,1246181,컨트리,"아우터, 상의",2,,,,,,,노멀,브라운,,탑,,,긴팔,['저지'],['무지'],타이트,터틀넥,노말,베스트,,['패딩'],,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4057,1246182,컨트리,"아우터, 하의, 상의",10,,베이지,팬츠,['우븐'],['무지'],노멀,노멀,브라운,,탑,,,긴팔,['저지'],['무지'],타이트,터틀넥,노말,베스트,,['패딩'],,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4058,1246183,컨트리,"아우터, 상의",2,,,,,,,노멀,브라운,,탑,,,긴팔,['저지'],['무지'],타이트,터틀넥,노말,베스트,,['패딩'],,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4059,1246187,컨트리,"하의, 상의",3,,블랙,팬츠,['코듀로이'],['무지'],노멀,노멀,베이지,,탑,,,긴팔,['저지'],['무지'],타이트,터틀넥,,,,,,,,,,,,,,,,,,,,,,,,
4060,1246190,컨트리,"하의, 상의",3,,블랙,팬츠,['코듀로이'],['무지'],노멀,노멀,베이지,,탑,,,긴팔,['저지'],['무지'],타이트,터틀넥,,,,,,,,,,,,,,,,,,,,,,,,
4061,1246191,컨트리,"하의, 상의",3,맥시,블랙,팬츠,['코듀로이'],['무지'],노멀,노멀,베이지,,탑,,,긴팔,['저지'],['무지'],타이트,터틀넥,,,,,,,,,,,,,,,,,,,,,,,,
4062,1246196,컨트리,"하의, 상의",3,맥시,블랙,팬츠,['코듀로이'],['무지'],노멀,노멀,베이지,,탑,,,긴팔,['저지'],['무지'],타이트,터틀넥,,,,,,,,,,,,,,,,,,,,,,,,
4063,1246197,컨트리,"하의, 상의",3,,블랙,팬츠,['코듀로이'],['무지'],노멀,노멀,베이지,,탑,,,긴팔,['저지'],['무지'],타이트,터틀넥,,,,,,,,,,,,,,,,,,,,,,,,
4064,1246476,컨트리,"아우터, 하의, 상의",10,미디,브라운,스커트,['우븐'],['무지'],와이드,,베이지,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,코트,"['싱글브레스티드', '포켓']",['울/캐시미어'],,루즈,['체크'],,,,,,,,,,,화이트,긴팔,브라운,,,,
4065,1246477,컨트리,"아우터, 하의, 상의",10,미디,브라운,스커트,['우븐'],['무지'],와이드,,베이지,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,코트,"['싱글브레스티드', '포켓']",['울/캐시미어'],,루즈,['체크'],,,,,,,,,,,화이트,긴팔,브라운,,,,
4066,1246480,컨트리,"아우터, 하의",4,미디,브라운,스커트,['우븐'],['무지'],와이드,,,,,,,,,,,,노말,코트,"['싱글브레스티드', '포켓']",['울/캐시미어'],,루즈,['체크'],,,,,,,,,,,화이트,긴팔,브라운,,,,
4067,1246481,컨트리,"아우터, 하의",4,미디,브라운,스커트,['우븐'],['무지'],와이드,,,,,,,,,,,,노말,코트,"['싱글브레스티드', '포켓']",['울/캐시미어'],,루즈,['체크'],,,,,,,,,,,화이트,긴팔,브라운,,,,
4068,1246482,컨트리,"아우터, 하의",4,미디,브라운,스커트,['우븐'],['무지'],와이드,,,,,,,,,,,,노말,코트,,['울/캐시미어'],,루즈,['체크'],,,,,,,,,,,화이트,긴팔,브라운,,,,
4069,1246483,컨트리,"아우터, 하의, 상의",10,미디,브라운,스커트,['우븐'],['무지'],와이드,,베이지,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,코트,"['싱글브레스티드', '포켓']",['울/캐시미어'],,루즈,['체크'],,,,,,,,,,,화이트,긴팔,브라운,,,,
4070,1246484,컨트리,"아우터, 하의, 상의",10,미디,브라운,스커트,['우븐'],['무지'],와이드,,베이지,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,코트,"['싱글브레스티드', '포켓']",['울/캐시미어'],,루즈,['체크'],,,,,,,,,,,화이트,긴팔,브라운,,,,
4071,1246485,컨트리,"아우터, 하의",4,미디,브라운,스커트,['우븐'],['무지'],와이드,,,,,,,,,,,,노말,코트,"['싱글브레스티드', '포켓']",['울/캐시미어'],,루즈,['체크'],,,,,,,,,,,화이트,긴팔,브라운,,,,
4072,1246486,컨트리,"아우터, 하의",4,미디,브라운,스커트,['우븐'],['무지'],와이드,,,,,,,,,,,,노말,코트,"['싱글브레스티드', '포켓']",['울/캐시미어'],,루즈,['체크'],,,,,,,,,,,화이트,긴팔,브라운,,,,
4073,1246487,컨트리,"아우터, 하의, 상의",10,미디,브라운,스커트,['우븐'],['무지'],와이드,,베이지,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,코트,"['싱글브레스티드', '포켓']",['울/캐시미어'],,루즈,['체크'],,,,,,,,,,,화이트,긴팔,브라운,,,,
4074,1246670,컨트리,"아우터, 상의",2,,,,,,,,화이트,,니트웨어,,,없음,['니트'],['무지'],노멀,터틀넥,노말,패딩,['포켓'],['패딩'],,루즈,['무지'],,,,,,,,,,,옐로우,긴팔,베이지,,셔츠칼라,,
4075,1246852,컨트리,"아우터, 상의",2,,,,,,,,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4076,1246853,컨트리,"아우터, 상의",2,,,,,,,,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,,노말,베스트,,['플리스'],,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4077,1246854,컨트리,"아우터, 상의",2,,,,,,,,카키,,니트웨어,,,7부소매,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4078,1246855,컨트리,"아우터, 상의",2,,,,,,,,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4079,1246856,컨트리,"아우터, 하의, 상의",10,발목,베이지,팬츠,['우븐'],['무지'],노멀,,카키,,니트웨어,,,7부소매,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4080,1246857,컨트리,"아우터, 하의, 상의",10,발목,베이지,팬츠,['우븐'],['무지'],노멀,,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4081,1246860,컨트리,"아우터, 상의",2,,,,,,,,카키,,니트웨어,,,7부소매,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4082,1246861,컨트리,"아우터, 상의",2,,,,,,,,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4083,1246862,컨트리,"아우터, 상의",2,,,,,,,,카키,,니트웨어,,,7부소매,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4084,1246863,컨트리,"아우터, 상의",2,,,,,,,,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,,노말,베스트,,['플리스'],,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4085,1246864,컨트리,"아우터, 상의",2,,,,,,,,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4086,1246865,컨트리,"아우터, 상의",2,,,,,,,,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4087,1246866,컨트리,"아우터, 하의, 상의",10,발목,베이지,팬츠,['우븐'],['무지'],노멀,,카키,,니트웨어,,,긴팔,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4088,1246867,컨트리,"아우터, 상의",2,,,,,,,,카키,,니트웨어,,,7부소매,['니트'],['무지'],노멀,라운드넥,노말,베스트,['포켓'],['플리스'],라운드넥,노멀,['무지'],,,,,,,,,,,화이트,민소매,,,,,
4089,1247491,컨트리,"아우터, 상의",2,,,,,,,,베이지,,탑,,,긴팔,['니트'],['무지'],노멀,터틀넥,하프,점퍼,['퀄팅'],"['코듀로이', '우븐']",,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,폴로칼라,,
4090,1247492,컨트리,"아우터, 하의, 상의",10,발목,블랙,청바지,['데님'],['무지'],노멀,,베이지,,탑,,,긴팔,['저지'],['무지'],노멀,터틀넥,하프,점퍼,['퀄팅'],"['코듀로이', '우븐']",,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,폴로칼라,,
4091,1247494,컨트리,"아우터, 상의",2,,,,,,,,베이지,,탑,,,긴팔,['니트'],['무지'],노멀,터틀넥,하프,점퍼,['퀄팅'],"['코듀로이', '우븐']",,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,폴로칼라,,
4092,1247498,컨트리,"아우터, 상의",2,,,,,,,,베이지,,탑,,,긴팔,['니트'],['무지'],노멀,터틀넥,하프,점퍼,['퀄팅'],"['코듀로이', '우븐']",,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,폴로칼라,,
4093,1247499,컨트리,"아우터, 상의",2,,,,,,,,베이지,,탑,,,긴팔,['니트'],['무지'],노멀,터틀넥,하프,점퍼,['퀄팅'],"['코듀로이', '우븐']",,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,폴로칼라,,
4094,1247500,컨트리,"아우터, 상의",2,,,,,,,,베이지,,탑,,,긴팔,['니트'],['무지'],노멀,터틀넥,하프,점퍼,['퀄팅'],"['코듀로이', '우븐']",,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,폴로칼라,,
4095,1247501,컨트리,"아우터, 하의, 상의",10,발목,블랙,청바지,['데님'],['무지'],노멀,,베이지,,탑,,,긴팔,['저지'],['무지'],노멀,터틀넥,하프,점퍼,['퀄팅'],"['코듀로이', '우븐']",,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,폴로칼라,,
4096,1247502,컨트리,"아우터, 상의",2,,,,,,,,베이지,,탑,,,긴팔,['니트'],['무지'],노멀,터틀넥,하프,점퍼,['퀄팅'],"['코듀로이', '우븐']",,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,폴로칼라,,
4097,1247712,컨트리,"아우터, 하의, 원피스, 상의",11,,베이지,,,,,,베이지,,탑,,,없음,['저지'],['무지'],노멀,터틀넥,노말,가디건,,['헤어 니트'],라운드넥,노멀,['무지'],,,발목,,드레스,,,['우븐'],['무지'],노멀,카키,긴팔,,터틀넥,,,
4098,1247724,컨트리,"아우터, 상의",2,,,,,,,,,,탑,,,,['저지'],['무지'],노멀,터틀넥,노말,가디건,,['헤어 니트'],라운드넥,노멀,['무지'],,,,,,,,,,,카키,긴팔,,,,,
4099,1247737,컨트리,"아우터, 하의, 상의",10,발목,베이지,팬츠,['우븐'],['무지'],노멀,,,,티셔츠,,,,['저지'],['무지'],노멀,터틀넥,노말,점퍼,['퀄팅'],['우븐'],노카라,노멀,['무지'],,,,,,,,,,,화이트,긴팔,,,,,
4100,1247740,컨트리,"아우터, 상의",2,,,,,,,,블루,,탑,,,없음,['니트'],,노멀,터틀넥,노말,점퍼,['퀄팅'],['우븐'],노카라,노멀,['무지'],,,,,,,,,,,화이트,긴팔,,,,,
4101,1247747,컨트리,"아우터, 하의, 상의",10,발목,베이지,팬츠,['우븐'],['무지'],노멀,,,,티셔츠,,,,['저지'],['무지'],노멀,터틀넥,노말,점퍼,['퀄팅'],['우븐'],노카라,노멀,['무지'],,,,,,,,,,,화이트,긴팔,,,,,
4102,1247750,컨트리,"아우터, 하의, 상의",10,발목,베이지,팬츠,['우븐'],['무지'],노멀,,블루,,티셔츠,,,없음,['저지'],['무지'],노멀,터틀넥,노말,점퍼,['퀄팅'],['우븐'],노카라,노멀,['무지'],,,,,,,,,,,화이트,긴팔,,,,,
4103,1247751,컨트리,"아우터, 하의, 상의",10,발목,베이지,팬츠,['우븐'],['무지'],노멀,,,,티셔츠,,,,['저지'],['무지'],노멀,터틀넥,노말,점퍼,['퀄팅'],['우븐'],노카라,노멀,['무지'],,,,,,,,,,,화이트,긴팔,,,,,
4104,1247753,컨트리,"아우터, 상의",2,,,,,,,,블루,,탑,,,없음,['니트'],,노멀,터틀넥,노말,점퍼,['퀄팅'],['우븐'],노카라,노멀,['무지'],,,,,,,,,,,화이트,긴팔,,,,,
4105,1247759,컨트리,"아우터, 상의",2,,,,,,,,브라운,,탑,,,없음,['저지'],['무지'],노멀,라운드넥,노말,점퍼,['퀄팅'],['우븐'],후드,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,,,
4106,1247760,컨트리,"아우터, 하의",4,발목,브라운,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,노말,점퍼,['퀄팅'],['우븐'],후드,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,,,
4107,1247762,컨트리,"아우터, 하의, 상의",10,발목,브라운,팬츠,['우븐'],['무지'],노멀,,브라운,,탑,,,없음,['저지'],['무지'],노멀,라운드넥,노말,점퍼,['퀄팅'],['우븐'],후드,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,,,
4108,1247767,컨트리,"아우터, 상의",2,,,,,,,,브라운,,탑,,,없음,['저지'],['무지'],노멀,라운드넥,노말,점퍼,['퀄팅'],['우븐'],후드,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,,,
4109,1247770,컨트리,"아우터, 하의",4,,카키,,,,,,,,,,,,,,,,롱,점퍼,,['우븐'],,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,테일러드칼라,,
4110,1247771,컨트리,"아우터, 하의",4,,카키,,,,,,,,,,,,,,,,롱,점퍼,,['우븐'],,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,테일러드칼라,,
4111,1247772,컨트리,"아우터, 하의",4,,카키,,,,,,,,,,,,,,,,롱,점퍼,,['우븐'],,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,,,
4112,1247773,컨트리,"아우터, 하의, 상의",10,발목,카키,팬츠,['우븐'],['무지'],노멀,,화이트,,티셔츠,,,없음,['우븐'],['무지'],노멀,라운드넥,롱,점퍼,,['우븐'],,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,테일러드칼라,,
4113,1247774,컨트리,"아우터, 하의, 상의",10,발목,카키,팬츠,['우븐'],['무지'],노멀,,화이트,,티셔츠,,,없음,['우븐'],['무지'],노멀,라운드넥,롱,점퍼,,['우븐'],,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,테일러드칼라,,
4114,1247777,컨트리,"아우터, 하의",4,,카키,,,,,,,,,,,,,,,,롱,점퍼,,['우븐'],,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,,,
4115,1247778,컨트리,"아우터, 하의, 상의",10,,카키,,,,,,화이트,,,,,없음,,,,,롱,점퍼,,['우븐'],,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,테일러드칼라,,
4116,1247779,컨트리,"아우터, 하의",4,,카키,,,,,,,,,,,,,,,,롱,점퍼,,['우븐'],,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,테일러드칼라,,
4117,1247780,컨트리,"아우터, 하의",4,,카키,,,,,,,,,,,,,,,,롱,점퍼,,['우븐'],,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,테일러드칼라,,
4118,1247781,컨트리,"아우터, 하의",4,,카키,,,,,,,,,,,,,,,,롱,점퍼,,['우븐'],,노멀,['무지'],,,,,,,,,,,베이지,긴팔,,,테일러드칼라,,
4119,1247802,컨트리,"아우터, 하의, 상의",10,발목,블랙,팬츠,['우븐'],['무지'],노멀,,베이지,,탑,,,없음,['저지'],['무지'],노멀,라운드넥,노말,점퍼,['퀄팅'],['패딩'],노카라,노멀,['페이즐리'],,,,,,,,,,,브라운,긴팔,,,,,
4120,1247803,컨트리,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,노말,점퍼,['퀄팅'],['패딩'],노카라,노멀,['페이즐리'],,,,,,,,,,,브라운,긴팔,화이트,,,,
4121,1247804,컨트리,"아우터, 상의",2,,,,,,,,베이지,,탑,,,없음,['저지'],['무지'],노멀,라운드넥,노말,점퍼,['퀄팅'],['패딩'],노카라,노멀,['페이즐리'],,,,,,,,,,,브라운,긴팔,화이트,,,,
4122,1247807,컨트리,"아우터, 하의",4,발목,블랙,팬츠,['우븐'],['무지'],노멀,,,,,,,,,,,,노말,점퍼,['퀄팅'],['패딩'],노카라,노멀,['페이즐리'],,,,,,,,,,,브라운,긴팔,화이트,,,,
4123,1247810,컨트리,"아우터, 상의",2,,,,,,,,베이지,,탑,,,없음,['저지'],['무지'],노멀,라운드넥,노말,점퍼,['퀄팅'],['패딩'],노카라,노멀,['페이즐리'],,,,,,,,,,,브라운,긴팔,화이트,,,,
4124,1247811,컨트리,"아우터, 상의",2,,,,,,,,베이지,,탑,,,없음,['저지'],['무지'],노멀,라운드넥,노말,점퍼,['퀄팅'],['패딩'],노카라,노멀,['페이즐리'],,,,,,,,,,,브라운,긴팔,화이트,,,,
4125,1247887,컨트리,"아우터, 상의",2,,,,,,,,화이트,,탑,,,긴팔,['저지'],['무지'],노멀,터틀넥,노말,베스트,['포켓'],['우븐'],브이넥,노멀,['무지'],,,,,,,,,,,베이지,민소매,,,,,
4126,1247893,컨트리,"아우터, 상의",2,,,,,,,,화이트,,탑,,,긴팔,['저지'],['무지'],노멀,터틀넥,노말,베스트,['포켓'],['우븐'],브이넥,노멀,['무지'],,,,,,,,,,,베이지,민소매,,,,,
