,ID,style,clothing_categories,mix_clothing_categories,하의_기장,하의_색상,하의_서브색상,하의_카테고리,하의_소재,하의_프린트,하의_핏,상의_색상,상의_서브색상,상의_카테고리,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_디테일,원피스_색상,원피스_서브색상,원피스_소매기장,상의_기장,아우터_기장,아우터_색상,아우터_서브색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,아우터_옷깃,상의_옷깃,원피스_기장,원피스_카테고리,원피스_디테일,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,원피스_옷깃
557,1294637,키치,"하의, 상의",3,미니,골드,,팬츠,['린넨'],['무지'],노멀,골드,,티셔츠,,반팔,['린넨'],['무지'],,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
558,1294638,키치,"하의, 상의",3,미니,골드,,팬츠,['린넨'],['무지'],노멀,골드,,티셔츠,,반팔,['린넨'],['무지'],,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
559,1294641,키치,"하의, 상의",3,미니,골드,블랙,팬츠,['린넨'],['그래픽'],노멀,골드,블랙,티셔츠,,반팔,['린넨'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
560,1294642,키치,"하의, 상의",3,미니,골드,블랙,팬츠,['린넨'],['그래픽'],노멀,골드,블랙,티셔츠,,반팔,['린넨'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
561,1294643,키치,"하의, 상의",3,미니,골드,블랙,팬츠,['린넨'],['그래픽'],노멀,골드,블랙,티셔츠,,반팔,['린넨'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
562,1294645,키치,"하의, 상의",3,미니,골드,블랙,팬츠,['린넨'],['그래픽'],노멀,골드,블랙,티셔츠,,반팔,['린넨'],['그래픽'],라운드넥,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
563,1294646,키치,"하의, 상의",3,미니,골드,블랙,팬츠,['린넨'],['무지'],노멀,골드,블랙,티셔츠,,반팔,['린넨'],['무지'],,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
564,1294647,키치,"하의, 상의",3,미니,골드,,팬츠,['린넨'],['무지'],노멀,골드,,티셔츠,,반팔,['린넨'],['무지'],,노멀,,,,,노멀,,,,,,,,,,,,,,,,,,,,
565,1297687,키치,"하의, 상의",3,,블루,,,,,,블랙,화이트,셔츠,,긴팔,['우븐'],['스트라이프'],,루즈,,,,,롱,,,,,,,,,,,,셔츠칼라,,,,,,,,
566,1315237,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,7부소매,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
567,1315239,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
568,1315240,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
569,1315241,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
570,1315244,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
571,1315245,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
572,1315246,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
573,1315247,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
574,1315248,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
575,1315249,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
576,1315250,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
577,1315251,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
578,1315254,키치,"하의, 상의",3,,핑크,레드,,,,,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
579,1315255,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
580,1315261,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
581,1315264,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
582,1315265,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
583,1315266,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
584,1315274,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
585,1315275,키치,"하의, 상의",3,,핑크,레드,,,,,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
586,1315276,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
587,1315277,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
588,1315278,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
589,1315281,키치,"하의, 상의",3,발목,핑크,레드,팬츠,['우븐'],['플로럴'],노멀,핑크,레드,블라우스,,긴팔,['우븐'],['플로럴'],라운드넥,노멀,,,,,롱,,,,,,,,,,,,,,,,,,,,
590,1315285,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
591,1315289,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
592,1315290,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
593,1315295,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
594,1315296,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
595,1315297,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
596,1315298,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
597,1315299,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
598,1315300,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
599,1315301,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
600,1315324,키치,"하의, 상의",3,발목,,,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
601,1315326,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
602,1315327,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
603,1315328,키치,"하의, 상의",3,발목,베이지,브라운,팬츠,['우븐'],['도트'],노멀,베이지,브라운,셔츠,,긴팔,['우븐'],['도트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
604,1315329,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
605,1315330,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
606,1315331,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
607,1315334,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
608,1315335,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
609,1315336,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
610,1315337,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
611,1315338,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
612,1315339,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
613,1315340,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
614,1315341,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
615,1315344,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
616,1315345,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
617,1315346,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
618,1315347,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
619,1315348,키치,"하의, 상의",3,,화이트,블랙,,,,,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
620,1315349,키치,"하의, 상의",3,,화이트,블랙,,,,,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
621,1315350,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
622,1315351,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
623,1315354,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
624,1315356,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
625,1315357,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
626,1315358,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
627,1315359,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
628,1315360,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
629,1315371,키치,"하의, 상의",3,발목,화이트,블랙,팬츠,['우븐'],['하트'],노멀,화이트,블랙,셔츠,['포켓'],긴팔,['우븐'],['하트'],,노멀,,,,,롱,,,,,,,,,,,,테일러드칼라,,,,,,,,
630,1330423,키치,"하의, 상의",3,발목,블루,,청바지,['데님'],['무지'],와이드,레드,블랙,티셔츠,['드롭숄더'],긴팔,['저지'],['그래픽'],라운드넥,오버사이즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
631,1330431,키치,"하의, 상의",3,발목,블루,,청바지,['데님'],['무지'],와이드,레드,블랙,티셔츠,['드롭숄더'],긴팔,['저지'],['그래픽'],라운드넥,오버사이즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
632,1330438,키치,"하의, 상의",3,발목,블루,,청바지,['데님'],['무지'],와이드,레드,,티셔츠,['드롭숄더'],긴팔,['저지'],['무지'],라운드넥,오버사이즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
633,1330439,키치,"하의, 상의",3,발목,블루,,청바지,['데님'],['무지'],와이드,레드,,티셔츠,['드롭숄더'],긴팔,['저지'],['무지'],라운드넥,오버사이즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
634,1332033,키치,"하의, 상의",3,맥시,블루,,청바지,['데님'],['무지'],와이드,레드,,티셔츠,['드롭숄더'],긴팔,['우븐'],['무지'],,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
635,1332034,키치,"하의, 상의",3,맥시,블루,,청바지,['데님'],['무지'],와이드,레드,,티셔츠,['드롭숄더'],긴팔,['우븐'],['무지'],,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
636,1332038,키치,"하의, 상의",3,맥시,블루,,청바지,['데님'],['무지'],와이드,레드,,티셔츠,['드롭숄더'],긴팔,['우븐'],['무지'],,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
637,1332040,키치,"하의, 상의",3,맥시,블루,,청바지,['데님'],['무지'],와이드,레드,블랙,티셔츠,['드롭숄더'],긴팔,['우븐'],['그래픽'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
638,1332042,키치,"하의, 상의",3,맥시,블루,,청바지,['데님'],['무지'],와이드,레드,블랙,티셔츠,['드롭숄더'],긴팔,['우븐'],['그래픽'],라운드넥,루즈,,,,,노멀,,,,,,,,,,,,,,,,,,,,
639,1344508,키치,"아우터, 하의",4,발목,스카이블루,,조거팬츠,['저지'],,루즈,,,,,,,,,,['포켓'],,,,,노말,스카이블루,,짚업,"['스트링', '지퍼']",긴팔,['저지'],,후드,오버사이즈,,,,,,,,,,
640,1344510,키치,"아우터, 하의, 상의",10,발목,,,조거팬츠,['저지'],,루즈,화이트,오렌지,티셔츠,,없음,['저지'],"['레터링', '그래픽']",라운드넥,노멀,"['스트링', '포켓']",,,,노멀,노말,스카이블루,,짚업,"['지퍼', '스트링']",긴팔,['저지'],,후드,오버사이즈,,,,,,,,,,
641,1344511,키치,"아우터, 하의, 상의",10,발목,스카이블루,,조거팬츠,['저지'],,루즈,화이트,오렌지,티셔츠,,없음,['저지'],"['레터링', '그래픽']",라운드넥,노멀,"['스트링', '포켓']",,,,노멀,노말,스카이블루,,짚업,"['지퍼', '스트링']",긴팔,['저지'],,후드,오버사이즈,,,,,,,,,,
642,1344516,키치,"아우터, 하의",4,발목,스카이블루,,조거팬츠,['저지'],,루즈,,,,,,,,,,['포켓'],,,,,노말,스카이블루,,짚업,"['스트링', '지퍼']",긴팔,['저지'],,후드,오버사이즈,,,,,,,,,,
643,1344517,키치,"아우터, 하의, 상의",10,발목,,,조거팬츠,['저지'],,루즈,화이트,오렌지,티셔츠,,없음,['저지'],"['레터링', '그래픽']",라운드넥,노멀,"['스트링', '포켓']",,,,노멀,노말,스카이블루,,짚업,"['지퍼', '스트링']",긴팔,['저지'],,후드,오버사이즈,,,,,,,,,,
644,1344518,키치,"아우터, 하의",4,발목,스카이블루,,조거팬츠,['저지'],,루즈,,,,,,,,,,['포켓'],,,,,노말,스카이블루,,짚업,"['스트링', '지퍼']",긴팔,['저지'],,후드,오버사이즈,,,,,,,,,,
645,1344875,키치,"하의, 상의",3,발목,실버,,래깅스,"['저지', '스판덱스']",,스키니,블랙,레드,셔츠,,긴팔,['저지'],"['레터링', '그래픽']",라운드넥,오버사이즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
646,1344876,키치,"하의, 상의",3,발목,실버,,래깅스,"['저지', '스판덱스']",,스키니,블랙,레드,셔츠,,긴팔,['저지'],"['레터링', '그래픽']",라운드넥,오버사이즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
647,1344877,키치,"하의, 상의",3,발목,실버,,래깅스,"['저지', '스판덱스']",,스키니,블랙,레드,셔츠,,긴팔,['저지'],"['레터링', '그래픽']",라운드넥,오버사이즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
648,1344878,키치,"하의, 상의",3,발목,실버,,래깅스,"['저지', '스판덱스']",,스키니,블랙,레드,셔츠,,긴팔,['저지'],"['레터링', '그래픽']",라운드넥,오버사이즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
649,1344879,키치,"하의, 상의",3,발목,,,래깅스,"['저지', '스판덱스']",,스키니,블랙,레드,셔츠,,긴팔,['저지'],"['레터링', '그래픽']",라운드넥,오버사이즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
650,1344880,키치,"하의, 상의",3,발목,실버,,래깅스,"['저지', '스판덱스']",,스키니,블랙,레드,셔츠,,긴팔,['저지'],"['레터링', '그래픽']",라운드넥,오버사이즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
651,1344881,키치,"하의, 상의",3,발목,실버,,래깅스,"['저지', '스판덱스']",,스키니,블랙,레드,셔츠,,긴팔,['저지'],"['레터링', '그래픽']",라운드넥,오버사이즈,,,,,롱,,,,,,,,,,,,,,,,,,,,
652,1345600,키치,"원피스, 상의",5,,,,,,,,화이트,,,,긴팔,,,,,,브라운,,민소매,,,,,,,,,,,,,,미디,드레스,"['버클', '포켓']",['코듀로이'],,노카라,오버사이즈,
653,1345601,키치,"원피스, 상의",5,,,,,,,,화이트,,,,긴팔,,,,,,브라운,,민소매,,,,,,,,,,,,,,미디,드레스,"['버클', '포켓']",['코듀로이'],,노카라,오버사이즈,
654,1345602,키치,"원피스, 상의",5,,,,,,,,화이트,,,,긴팔,,,,,,브라운,,민소매,,,,,,,,,,,,,,미디,드레스,"['버클', '포켓']",['코듀로이'],,노카라,오버사이즈,
655,1345603,키치,"원피스, 상의",5,,,,,,,,화이트,,,,긴팔,,,,,,브라운,,민소매,,,,,,,,,,,,,,미디,드레스,"['버클', '포켓']",['코듀로이'],,노카라,오버사이즈,
656,1345604,키치,"원피스, 상의",5,,,,,,,,화이트,,,,긴팔,,,,,,브라운,,민소매,,,,,,,,,,,,,,미디,드레스,"['버클', '포켓']",['코듀로이'],,노카라,오버사이즈,
657,1345605,키치,"원피스, 상의",5,,,,,,,,화이트,,,,긴팔,,,,,,브라운,,민소매,,,,,,,,,,,,,,미디,드레스,"['버클', '포켓']",['코듀로이'],,노카라,오버사이즈,
658,1345606,키치,"원피스, 상의",5,,,,,,,,화이트,,,,긴팔,,,,,,브라운,,민소매,,,,,,,,,,,,,,미디,드레스,"['버클', '포켓']",['코듀로이'],,노카라,오버사이즈,
659,1345785,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],,노멀,옐로우,블루,셔츠,,긴팔,['저지'],['레터링'],라운드넥,오버사이즈,"['자수', '패치워크', '버클', '포켓', '지퍼', '단추']",,,,롱,,,,,,,,,,,,,,,,,,,,
660,1345787,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],,노멀,옐로우,,셔츠,,긴팔,['저지'],['레터링'],라운드넥,오버사이즈,"['자수', '패치워크', '버클', '포켓', '지퍼', '단추']",,,,롱,,,,,,,,,,,,,,,,,,,,
661,1345791,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],,노멀,옐로우,,셔츠,,긴팔,['저지'],['레터링'],라운드넥,오버사이즈,"['자수', '패치워크', '버클', '포켓', '지퍼', '단추']",,,,롱,,,,,,,,,,,,,,,,,,,,
662,1345793,키치,"하의, 상의",3,발목,네이비,,청바지,['데님'],,노멀,옐로우,블루,셔츠,,긴팔,['저지'],['레터링'],라운드넥,오버사이즈,"['자수', '패치워크', '버클', '포켓', '지퍼', '단추']",,,,롱,,,,,,,,,,,,,,,,,,,,
663,1345832,키치,"아우터, 하의, 상의",10,발목,스카이블루,,조거팬츠,['저지'],,루즈,,,티셔츠,,,['저지'],"['그래픽', '레터링']",라운드넥,루즈,"['셔링', '스트링', '포켓']",,,,,롱,스카이블루,,짚업,"['퍼프', '스트링']",긴팔,['저지'],,후드,오버사이즈,,,,,,,,,,
664,1345833,키치,"아우터, 하의, 상의",10,발목,스카이블루,,조거팬츠,['저지'],,루즈,,,티셔츠,,,['저지'],"['그래픽', '레터링']",라운드넥,루즈,"['셔링', '스트링', '포켓']",,,,,롱,스카이블루,,짚업,"['퍼프', '스트링']",긴팔,['저지'],,후드,오버사이즈,,,,,,,,,,
665,1345834,키치,"아우터, 하의, 상의",10,발목,스카이블루,,조거팬츠,['저지'],,루즈,,,티셔츠,,,['저지'],"['그래픽', '레터링']",라운드넥,루즈,"['셔링', '스트링', '포켓']",,,,,롱,스카이블루,,짚업,"['퍼프', '스트링']",긴팔,['저지'],,후드,오버사이즈,,,,,,,,,,
666,1345836,키치,"아우터, 하의, 상의",10,발목,스카이블루,,조거팬츠,['저지'],,루즈,,,티셔츠,,,['저지'],"['그래픽', '레터링']",라운드넥,루즈,"['셔링', '스트링', '포켓']",,,,,롱,스카이블루,,짚업,"['퍼프', '스트링']",긴팔,['저지'],,후드,오버사이즈,,,,,,,,,,
667,1345837,키치,"아우터, 하의, 상의",10,발목,스카이블루,,조거팬츠,['저지'],,루즈,핑크,,티셔츠,,긴팔,['저지'],"['그래픽', '레터링']",라운드넥,루즈,"['셔링', '스트링', '포켓']",,,,,롱,,,짚업,"['퍼프', '스트링']",,['저지'],,후드,오버사이즈,,,,,,,,,,
