,ID,style,clothing_categories,mix_clothing_categories,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_넥라인,아우터_핏,하의_기장,하의_색상,하의_카테고리,하의_디테일,하의_핏,아우터_프린트,원피스_기장,원피스_카테고리,원피스_디테일,원피스_프린트,원피스_넥라인,원피스_핏,아우터_서브색상,아우터_옷깃,원피스_색상,원피스_소매기장,원피스_소재,원피스_서브색상,하의_서브색상,하의_소재,하의_프린트,상의_색상,상의_서브색상,상의_카테고리,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,상의_기장,상의_디테일,상의_옷깃,원피스_옷깃
318,1217825,프레피,"아우터, 하의",4,,브라운,재킷,['포켓'],긴팔,"['우븐', '울/캐시미어']",,루즈,미니,브라운,스커트,['플리츠'],노멀,['무지'],,,,,,,,테일러드칼라,,,,,,"['우븐', '울/캐시미어']",['무지'],,,,,,,,,,,,
319,1217826,프레피,"아우터, 하의, 상의",10,,브라운,재킷,['포켓'],긴팔,"['우븐', '울/캐시미어']",,루즈,미니,브라운,스커트,['플리츠'],노멀,['무지'],,,,,,,,테일러드칼라,,,,,,"['우븐', '울/캐시미어']",['무지'],블랙,,탑,없음,['우븐'],['무지'],라운드넥,노멀,노멀,,,
320,1217827,프레피,"아우터, 하의, 상의",10,,브라운,재킷,['포켓'],긴팔,"['우븐', '울/캐시미어']",,루즈,미니,브라운,스커트,['플리츠'],노멀,['무지'],,,,,,,,테일러드칼라,,,,,,"['우븐', '울/캐시미어']",['무지'],블랙,,탑,없음,['우븐'],['무지'],라운드넥,노멀,노멀,,,
321,1217830,프레피,"하의, 상의",3,,,,,,,,,미니,브라운,스커트,['플리츠'],노멀,,,,,,,,,,,,,,,"['우븐', '울/캐시미어']",['무지'],블랙,,탑,긴팔,['우븐'],['무지'],라운드넥,노멀,노멀,,,
322,1217831,프레피,"아우터, 하의, 상의",10,,브라운,재킷,['포켓'],긴팔,"['우븐', '울/캐시미어']",,루즈,미니,브라운,스커트,['플리츠'],노멀,['무지'],,,,,,,,테일러드칼라,,,,,,"['우븐', '울/캐시미어']",['무지'],블랙,,탑,없음,['우븐'],['무지'],라운드넥,노멀,노멀,,,
323,1217884,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,,['체크'],핑크,,탑,긴팔,"['우븐', '울/캐시미어']",['무지'],보트넥,타이트,노멀,,,
324,1217885,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,,['체크'],핑크,,탑,긴팔,"['우븐', '울/캐시미어']",['무지'],보트넥,타이트,노멀,,,
325,1217886,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,,['체크'],핑크,,탑,긴팔,"['우븐', '울/캐시미어']",['무지'],보트넥,타이트,노멀,,,
326,1217887,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,,['체크'],핑크,,탑,긴팔,"['우븐', '울/캐시미어']",['무지'],보트넥,타이트,노멀,,,
327,1217888,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,,['체크'],핑크,,탑,긴팔,"['우븐', '울/캐시미어']",['무지'],보트넥,타이트,노멀,,,
328,1217889,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,,['체크'],핑크,,탑,긴팔,"['우븐', '울/캐시미어']",['무지'],보트넥,타이트,노멀,,,
329,1217890,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,,['체크'],핑크,,탑,긴팔,"['우븐', '울/캐시미어']",['무지'],보트넥,타이트,노멀,,,
330,1217891,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,,['체크'],핑크,,탑,긴팔,"['우븐', '울/캐시미어']",['무지'],보트넥,타이트,노멀,,,
331,1217969,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,"['우븐', '울/캐시미어']",['체크'],베이지,,니트웨어,긴팔,"['우븐', '울/캐시미어']",['무지'],브이넥,루즈,노멀,"['니트꽈베기', '슬릿']",,
332,1217971,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,"['우븐', '울/캐시미어']",['체크'],베이지,,니트웨어,긴팔,"['우븐', '울/캐시미어']",['무지'],브이넥,루즈,노멀,"['니트꽈베기', '슬릿']",,
333,1217975,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,"['우븐', '울/캐시미어']",['체크'],베이지,,니트웨어,긴팔,"['우븐', '울/캐시미어']",['무지'],브이넥,루즈,노멀,"['니트꽈베기', '슬릿']",,
334,1217978,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,"['우븐', '울/캐시미어']",['체크'],베이지,,니트웨어,긴팔,"['우븐', '울/캐시미어']",['무지'],브이넥,루즈,노멀,"['니트꽈베기', '슬릿']",,
335,1217979,프레피,"하의, 상의",3,,,,,,,,,미니,베이지,스커트,,스키니,,,,,,,,,,,,,,브라운,"['우븐', '울/캐시미어']",['체크'],베이지,,니트웨어,긴팔,"['우븐', '울/캐시미어']",['무지'],브이넥,루즈,노멀,"['니트꽈베기', '슬릿']",,
336,1218264,프레피,"아우터, 하의, 상의",10,크롭,브라운,베스트,"['포켓', '단추', '띠', '스티치']",민소매,['울/캐시미어'],스퀘어넥,오버사이즈,미니,브라운,스커트,['플리츠'],와이드,['무지'],,,,,,,,,,,,,,['울/캐시미어'],['무지'],블랙,,티셔츠,긴팔,['저지'],['무지'],터틀넥,노멀,,,,
337,1218265,프레피,"아우터, 하의, 상의",10,크롭,브라운,베스트,"['포켓', '단추', '띠', '스티치']",민소매,['울/캐시미어'],스퀘어넥,오버사이즈,미니,브라운,스커트,['플리츠'],와이드,['무지'],,,,,,,,,,,,,,['울/캐시미어'],['무지'],블랙,,티셔츠,긴팔,['저지'],['무지'],터틀넥,노멀,,,,
338,1218266,프레피,"아우터, 하의, 상의",10,크롭,브라운,베스트,['띠'],민소매,['벨벳'],스퀘어넥,오버사이즈,미니,브라운,스커트,['플리츠'],와이드,['무지'],,,,,,,,,,,,,,['벨벳'],['무지'],블랙,,티셔츠,긴팔,['저지'],['무지'],터틀넥,노멀,,,,
339,1218267,프레피,"아우터, 하의, 상의",10,크롭,브라운,베스트,"['포켓', '단추', '띠', '스티치']",민소매,['울/캐시미어'],스퀘어넥,오버사이즈,미니,브라운,스커트,['플리츠'],와이드,['무지'],,,,,,,,,,,,,,['울/캐시미어'],['무지'],블랙,,티셔츠,긴팔,['저지'],['무지'],터틀넥,노멀,,,,
340,1218268,프레피,"아우터, 하의, 상의",10,크롭,브라운,베스트,"['포켓', '단추', '띠', '스티치']",민소매,['울/캐시미어'],스퀘어넥,오버사이즈,미니,브라운,스커트,['플리츠'],와이드,['무지'],,,,,,,,,,,,,,['울/캐시미어'],['무지'],블랙,,티셔츠,긴팔,['저지'],['무지'],터틀넥,노멀,,,,
341,1218269,프레피,"아우터, 하의, 상의",10,크롭,브라운,베스트,"['포켓', '단추', '띠', '스티치']",민소매,['울/캐시미어'],스퀘어넥,오버사이즈,미니,브라운,스커트,['플리츠'],와이드,['무지'],,,,,,,,,,,,,,['울/캐시미어'],['무지'],블랙,,티셔츠,긴팔,['저지'],['무지'],터틀넥,노멀,,,,
342,1218270,프레피,"아우터, 하의, 상의",10,크롭,브라운,베스트,"['포켓', '단추', '띠', '스티치']",민소매,['울/캐시미어'],스퀘어넥,오버사이즈,미니,브라운,스커트,['플리츠'],와이드,['무지'],,,,,,,,,,,,,,['울/캐시미어'],['무지'],블랙,,티셔츠,긴팔,['저지'],['무지'],터틀넥,노멀,,,,
343,1218271,프레피,"아우터, 하의, 상의",10,크롭,브라운,베스트,['띠'],민소매,['벨벳'],스퀘어넥,오버사이즈,미니,브라운,스커트,['플리츠'],와이드,['무지'],,,,,,,,,,,,,,['벨벳'],['무지'],블랙,,티셔츠,긴팔,['저지'],['무지'],터틀넥,노멀,,,,
344,1218537,프레피,"아우터, 하의, 상의",10,,그레이,,,긴팔,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,,,['체크'],블랙,,,긴팔,,,,,,,,
345,1218540,프레피,"아우터, 하의, 상의",10,하프,그레이,재킷,"['포켓', '단추']",긴팔,['트위드'],브이넥,오버사이즈,미니,그레이,스커트,,노멀,['체크'],,,,,,,,테일러드칼라,,,,,,['트위드'],['체크'],블랙,,니트웨어,긴팔,['니트'],['무지'],터틀넥,노멀,,,,
346,1218541,프레피,"아우터, 하의, 상의",10,하프,그레이,재킷,"['포켓', '단추']",긴팔,['트위드'],브이넥,오버사이즈,미니,그레이,스커트,,노멀,['체크'],,,,,,,,테일러드칼라,,,,,,['트위드'],['체크'],블랙,,니트웨어,긴팔,['니트'],['무지'],터틀넥,노멀,,,,
347,1218545,프레피,"아우터, 하의, 상의",10,하프,그레이,재킷,,긴팔,['트위드'],,오버사이즈,미니,그레이,스커트,,노멀,['체크'],,,,,,,,,,,,,,['트위드'],['체크'],블랙,,,긴팔,,,,,,,,
348,1218547,프레피,"아우터, 하의, 상의",10,하프,그레이,재킷,"['포켓', '단추']",긴팔,['트위드'],브이넥,오버사이즈,미니,,스커트,,노멀,['체크'],,,,,,,,테일러드칼라,,,,,,['트위드'],['체크'],블랙,,니트웨어,긴팔,['니트'],['무지'],터틀넥,노멀,,,,
349,1219062,프레피,"하의, 상의",3,,,,,,,,,미니,카키,스커트,,노멀,,,,,,,,,,,,,,블랙,['울/캐시미어'],['체크'],베이지,화이트,니트웨어,긴팔,['니트'],['무지'],터틀넥,루즈,노멀,['니트꽈베기'],,
350,1219065,프레피,"하의, 상의",3,,,,,,,,,미니,카키,스커트,,노멀,,,,,,,,,,,,,,블랙,['울/캐시미어'],['체크'],베이지,화이트,니트웨어,긴팔,['니트'],['무지'],터틀넥,루즈,노멀,['니트꽈베기'],,
351,1219066,프레피,"하의, 상의",3,,,,,,,,,미니,카키,스커트,,노멀,,,,,,,,,,,,,,블랙,['울/캐시미어'],['체크'],베이지,화이트,니트웨어,긴팔,['니트'],['무지'],터틀넥,루즈,노멀,['니트꽈베기'],,
352,1219067,프레피,"아우터, 하의, 상의",10,노말,베이지,베스트,['니트꽈베기'],민소매,['니트'],터틀넥,루즈,미니,카키,스커트,,노멀,['무지'],,,,,,,,,,,,,블랙,['울/캐시미어'],['체크'],화이트,,니트웨어,긴팔,['니트'],['무지'],터틀넥,루즈,노멀,['니트꽈베기'],,
353,1219068,프레피,"아우터, 하의, 상의",10,노말,베이지,베스트,['니트꽈베기'],민소매,['니트'],터틀넥,루즈,미니,카키,스커트,,노멀,['무지'],,,,,,,,,,,,,블랙,['울/캐시미어'],['체크'],화이트,,니트웨어,긴팔,['니트'],['무지'],터틀넥,루즈,노멀,['니트꽈베기'],,
354,1219069,프레피,"아우터, 하의, 상의",10,노말,베이지,베스트,['니트꽈베기'],민소매,['니트'],터틀넥,루즈,미니,카키,스커트,,노멀,['무지'],,,,,,,,,,,,,블랙,['울/캐시미어'],['체크'],화이트,,니트웨어,긴팔,['니트'],['무지'],터틀넥,루즈,노멀,['니트꽈베기'],,
355,1219070,프레피,"하의, 상의",3,,,,,,,,,미니,카키,스커트,,노멀,,,,,,,,,,,,,,블랙,['울/캐시미어'],['체크'],베이지,화이트,니트웨어,긴팔,['니트'],['무지'],터틀넥,루즈,노멀,['니트꽈베기'],,
356,1219072,프레피,"하의, 상의",3,,,,,,,,,미디,베이지,스커트,,노멀,,,,,,,,,,,,,,브라운,['울/캐시미어'],['체크'],그레이,,티셔츠,긴팔,['저지'],['무지'],라운드넥,노멀,노멀,,,
357,1219076,프레피,"하의, 상의",3,,,,,,,,,미디,베이지,스커트,,노멀,,,,,,,,,,,,,,브라운,['울/캐시미어'],['체크'],그레이,,티셔츠,긴팔,['저지'],['무지'],라운드넥,노멀,노멀,,,
358,1219077,프레피,"하의, 상의",3,,,,,,,,,미디,베이지,스커트,,노멀,,,,,,,,,,,,,,브라운,['울/캐시미어'],['체크'],그레이,,티셔츠,긴팔,['저지'],['무지'],라운드넥,노멀,노멀,,,
359,1219187,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,화이트,['울/캐시미어'],['체크'],블랙,,니트웨어,긴팔,['니트'],,라운드넥,노멀,노멀,['니트꽈베기'],,
360,1219189,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,화이트,['울/캐시미어'],['체크'],블랙,,니트웨어,긴팔,['니트'],,라운드넥,노멀,노멀,['니트꽈베기'],,
361,1219191,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,화이트,['울/캐시미어'],['체크'],블랙,,니트웨어,긴팔,['니트'],,,노멀,노멀,['니트꽈베기'],,
362,1219192,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,화이트,['울/캐시미어'],['체크'],블랙,,니트웨어,긴팔,['니트'],,,노멀,노멀,['니트꽈베기'],,
363,1219195,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,화이트,['울/캐시미어'],['체크'],블랙,,니트웨어,긴팔,['니트'],,라운드넥,노멀,노멀,['니트꽈베기'],,
364,1219196,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,화이트,['울/캐시미어'],['체크'],블랙,,니트웨어,긴팔,['니트'],,라운드넥,노멀,노멀,['니트꽈베기'],,
365,1220567,프레피,"아우터, 상의",2,노말,오렌지,베스트,,민소매,['니트'],브이넥,노멀,,,,,,['무지'],,,,,,,화이트,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['스트라이프'],,,,,셔츠칼라,
366,1220568,프레피,"아우터, 상의",2,노말,오렌지,베스트,,민소매,['니트'],브이넥,노멀,,,,,,['무지'],,,,,,,화이트,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['스트라이프'],,,,,셔츠칼라,
367,1220569,프레피,"아우터, 하의, 상의",10,노말,오렌지,베스트,,민소매,['니트'],브이넥,노멀,발목,,팬츠,['슬릿'],루즈,['무지'],,,,,,,화이트,,,,,,,['우븐'],['무지'],화이트,,셔츠,긴팔,['우븐'],['스트라이프'],,,,,셔츠칼라,
368,1220570,프레피,"아우터, 하의, 상의",10,노말,오렌지,베스트,,민소매,['니트'],브이넥,노멀,발목,,팬츠,['슬릿'],루즈,['무지'],,,,,,,화이트,,,,,,,['우븐'],['무지'],화이트,,셔츠,긴팔,['우븐'],['스트라이프'],,,,,셔츠칼라,
369,1220571,프레피,"아우터, 하의, 상의",10,노말,,베스트,,,['니트'],브이넥,노멀,발목,,팬츠,['슬릿'],루즈,['무지'],,,,,,,,,,,,,,['우븐'],['무지'],화이트,,셔츠,긴팔,['우븐'],['스트라이프'],,,,,셔츠칼라,
370,1220572,프레피,"아우터, 상의",2,노말,오렌지,베스트,,민소매,['니트'],브이넥,노멀,,,,,,['무지'],,,,,,,화이트,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],['스트라이프'],,,,,셔츠칼라,
371,1222470,프레피,"아우터, 하의",4,하프,그레이,베스트,,민소매,['니트'],브이넥,오버사이즈,,그레이,,,,['체크'],,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1223599,프레피,"아우터, 하의, 상의",10,노말,블루,베스트,['니트꽈베기'],캡,['니트'],터틀넥,노멀,미니,네이비,스커트,['플리츠'],노멀,['무지'],,,,,,,,,,,,,,['우븐'],['무지'],화이트,,티셔츠,긴팔,['저지'],['무지'],라운드넥,노멀,노멀,,,
373,1223600,프레피,"아우터, 하의, 상의",10,노말,블루,베스트,['니트꽈베기'],캡,['니트'],터틀넥,노멀,미니,네이비,스커트,['플리츠'],노멀,['무지'],,,,,,,,,,,,,,['우븐'],['무지'],화이트,,티셔츠,긴팔,['저지'],['무지'],라운드넥,노멀,노멀,,,
374,1223601,프레피,"아우터, 상의",2,노말,블루,베스트,['니트꽈베기'],캡,['니트'],터틀넥,노멀,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,티셔츠,긴팔,['저지'],['무지'],라운드넥,노멀,노멀,,,
375,1223602,프레피,"아우터, 하의, 상의",10,노말,블루,베스트,['니트꽈베기'],캡,['니트'],터틀넥,노멀,미니,,스커트,['플리츠'],노멀,['무지'],,,,,,,,,,,,,,['우븐'],['무지'],화이트,,티셔츠,긴팔,['저지'],['무지'],라운드넥,노멀,노멀,,,
376,1223605,프레피,"아우터, 상의",2,노말,블루,베스트,['니트꽈베기'],캡,['니트'],터틀넥,노멀,,,,,,['무지'],,,,,,,,,,,,,,,,화이트,,티셔츠,긴팔,['저지'],['무지'],라운드넥,노멀,노멀,,,
377,1226339,프레피,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,,노멀,,,,,,,,,,,,,,,['우븐'],['무지'],화이트,블랙,블라우스,긴팔,"['시폰', '우븐']",['무지'],라운드넥,루즈,노멀,"['비즈', '띠']",보우칼라,
378,1226342,프레피,"하의, 상의",3,,,,,,,,,발목,블랙,팬츠,,노멀,,,,,,,,,,,,,,,['우븐'],['무지'],화이트,블랙,블라우스,7부소매,"['시폰', '우븐']",['무지'],라운드넥,루즈,노멀,"['비즈', '띠']",보우칼라,
379,1231409,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,,['우븐'],,베이지,,셔츠,긴팔,['린넨'],,,루즈,노멀,"['롤업', '단추']",셔츠칼라,
380,1231412,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,,['우븐'],,베이지,,셔츠,긴팔,['린넨'],,,루즈,노멀,"['롤업', '단추']",셔츠칼라,
381,1231413,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,,['우븐'],,베이지,,셔츠,긴팔,['린넨'],,,루즈,노멀,"['롤업', '단추']",셔츠칼라,
382,1231414,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,,['우븐'],,베이지,,셔츠,긴팔,['린넨'],,,루즈,노멀,"['롤업', '단추']",셔츠칼라,
383,1231415,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,,['우븐'],,베이지,,셔츠,긴팔,['린넨'],,,루즈,노멀,"['롤업', '단추']",셔츠칼라,
384,1231416,프레피,"하의, 상의",3,,,,,,,,,미니,그레이,스커트,,노멀,,,,,,,,,,,,,,,['우븐'],,베이지,,셔츠,긴팔,['린넨'],,,루즈,노멀,"['롤업', '단추']",셔츠칼라,
385,1232660,프레피,"아우터, 하의, 상의",10,롱,그레이,코트,"['더블브레스티드', '띠']",긴팔,['울/캐시미어'],후드,노멀,발목,네이비,청바지,,노멀,['체크'],,,,,,,와인,,,,,,,['데님'],['무지'],화이트,,니트웨어,없음,['니트'],['무지'],라운드넥,,노멀,,,
386,1232663,프레피,"아우터, 상의",2,롱,그레이,코트,"['더블브레스티드', '띠']",긴팔,['울/캐시미어'],후드,노멀,,,,,,['체크'],,,,,,,와인,,,,,,,,,화이트,,니트웨어,없음,['니트'],['무지'],라운드넥,,노멀,,,
387,1232664,프레피,"아우터, 하의",4,롱,그레이,코트,"['더블브레스티드', '띠']",긴팔,['울/캐시미어'],후드,노멀,발목,네이비,청바지,,노멀,['체크'],,,,,,,와인,,,,,,,['데님'],['무지'],,,,,,,,,,,,
388,1232665,프레피,"아우터, 하의",4,롱,그레이,코트,"['더블브레스티드', '띠']",긴팔,['울/캐시미어'],후드,노멀,발목,네이비,청바지,,노멀,['체크'],,,,,,,와인,,,,,,,['데님'],['무지'],,,,,,,,,,,,
389,1232667,프레피,"아우터, 하의",4,롱,그레이,코트,"['더블브레스티드', '띠']",긴팔,['울/캐시미어'],후드,노멀,발목,,청바지,,노멀,['체크'],,,,,,,와인,,,,,,,['데님'],['무지'],,,,,,,,,,,,
390,1232708,프레피,"아우터, 하의, 상의",10,롱,네이비,코트,['싱글브레스티드'],긴팔,['울/캐시미어'],후드,노멀,발목,네이비,청바지,,노멀,['체크'],,,,,,,베이지,,,,,,,['데님'],['무지'],화이트,,니트웨어,없음,['니트'],['무지'],터틀넥,,,,,
391,1232710,프레피,"아우터, 하의",4,롱,네이비,코트,,긴팔,['울/캐시미어'],후드,노멀,발목,네이비,청바지,,노멀,['체크'],,,,,,,베이지,,,,,,,['데님'],['무지'],,,,,,,,,,,,
392,1232713,프레피,"아우터, 상의",2,롱,네이비,코트,['싱글브레스티드'],긴팔,['울/캐시미어'],후드,노멀,,,,,,['체크'],,,,,,,베이지,,,,,,,,,화이트,,니트웨어,없음,['니트'],['무지'],터틀넥,,,,,
393,1232714,프레피,"아우터, 하의, 상의",10,롱,네이비,코트,['싱글브레스티드'],긴팔,['울/캐시미어'],후드,노멀,발목,네이비,청바지,,노멀,['체크'],,,,,,,베이지,,,,,,,['데님'],['무지'],화이트,,니트웨어,없음,['니트'],['무지'],터틀넥,,,,,
394,1232715,프레피,"아우터, 상의",2,롱,네이비,코트,['싱글브레스티드'],긴팔,['울/캐시미어'],후드,노멀,,,,,,['체크'],,,,,,,베이지,,,,,,,,,화이트,,니트웨어,없음,['니트'],['무지'],터틀넥,,,,,
395,1232716,프레피,"아우터, 하의, 상의",10,롱,네이비,코트,['싱글브레스티드'],긴팔,['울/캐시미어'],후드,노멀,발목,네이비,청바지,,노멀,['체크'],,,,,,,베이지,,,,,,,['데님'],['무지'],화이트,,니트웨어,없음,['니트'],['무지'],터틀넥,,,,,
396,1245721,프레피,"하의, 상의",3,,,,,,,,,니렝스,베이지,팬츠,['띠'],와이드,,,,,,,,,,,,,,,['우븐'],['무지'],그레이,브라운,탑,긴팔,['니트'],['체크'],터틀넥,루즈,,,,
397,1245724,프레피,"하의, 상의",3,,,,,,,,,니렝스,베이지,팬츠,['띠'],와이드,,,,,,,,,,,,,,,['우븐'],['무지'],그레이,브라운,탑,긴팔,['니트'],['체크'],터틀넥,루즈,,,,
398,1245725,프레피,"하의, 상의",3,,,,,,,,,니렝스,베이지,팬츠,['띠'],와이드,,,,,,,,,,,,,,,['우븐'],['무지'],그레이,브라운,탑,긴팔,['니트'],['체크'],터틀넥,루즈,,,,
399,1245726,프레피,"아우터, 하의, 상의",10,하프,베이지,재킷,,긴팔,['우븐'],,노멀,니렝스,베이지,팬츠,['띠'],와이드,['무지'],,,,,,,,셔츠칼라,,,,,,['우븐'],['무지'],그레이,브라운,탑,없음,['니트'],['체크'],터틀넥,루즈,,,,
400,1245727,프레피,"아우터, 하의, 상의",10,하프,베이지,재킷,,긴팔,['우븐'],,노멀,니렝스,베이지,팬츠,['띠'],와이드,['무지'],,,,,,,,셔츠칼라,,,,,,['우븐'],['무지'],그레이,브라운,탑,없음,['니트'],['체크'],터틀넥,루즈,,,,
401,1245731,프레피,"하의, 상의",3,,,,,,,,,니렝스,베이지,팬츠,['띠'],와이드,,,,,,,,,,,,,,,['우븐'],['무지'],그레이,브라운,탑,긴팔,['니트'],['체크'],터틀넥,루즈,,,,
402,1252239,프레피,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,,스키니,,,,,,,,,,,,,,,['데님'],['무지'],그레이,스카이블루,니트웨어,긴팔,['니트'],['무지'],,루즈,노멀,,셔츠칼라,
403,1252240,프레피,"하의, 상의",3,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,,,,,그레이,스카이블루,니트웨어,긴팔,['니트'],['무지'],,루즈,노멀,,셔츠칼라,
404,1252241,프레피,"하의, 상의",3,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,,,,,그레이,스카이블루,니트웨어,긴팔,['니트'],['무지'],,루즈,노멀,,셔츠칼라,
405,1252242,프레피,"하의, 상의",3,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,,,,,그레이,스카이블루,니트웨어,긴팔,['니트'],['무지'],,루즈,노멀,,셔츠칼라,
406,1252243,프레피,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,,스키니,,,,,,,,,,,,,,,['데님'],['무지'],그레이,스카이블루,니트웨어,긴팔,['니트'],['무지'],,루즈,노멀,,셔츠칼라,
407,1252246,프레피,"하의, 상의",3,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,,,,,그레이,스카이블루,니트웨어,긴팔,['니트'],['무지'],,루즈,노멀,,셔츠칼라,
408,1252247,프레피,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,,스키니,,,,,,,,,,,,,,,['데님'],['무지'],그레이,스카이블루,니트웨어,긴팔,['니트'],['무지'],,루즈,노멀,,셔츠칼라,
409,1252248,프레피,"하의, 상의",3,,,,,,,,,,스카이블루,,,,,,,,,,,,,,,,,,,,그레이,스카이블루,니트웨어,긴팔,['니트'],['무지'],,루즈,노멀,,셔츠칼라,
410,1252249,프레피,"하의, 상의",3,,,,,,,,,발목,스카이블루,청바지,,스키니,,,,,,,,,,,,,,,['데님'],['무지'],그레이,스카이블루,니트웨어,긴팔,['니트'],['무지'],,루즈,노멀,,셔츠칼라,
411,125849,프레피,"아우터, 상의",2,,그레이,베스트,,민소매,['니트'],브이넥,루즈,,,,,,,,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],,,루즈,,,셔츠칼라,
412,125850,프레피,"아우터, 상의",2,,그레이,베스트,,민소매,['니트'],브이넥,루즈,,,,,,,,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],,,루즈,,,셔츠칼라,
413,125851,프레피,"아우터, 상의",2,,그레이,베스트,,민소매,['니트'],브이넥,루즈,,,,,,,,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],,,루즈,,,셔츠칼라,
414,125852,프레피,"아우터, 하의, 상의",10,,그레이,베스트,,민소매,['니트'],브이넥,루즈,발목,블랙,청바지,,벨보텀,,,,,,,,,,,,,,,['데님'],['무지'],화이트,,셔츠,긴팔,['우븐'],,,루즈,,,셔츠칼라,
415,125855,프레피,"아우터, 상의",2,,그레이,베스트,,민소매,['니트'],브이넥,루즈,,,,,,,,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],,,루즈,,,셔츠칼라,
416,125856,프레피,"아우터, 하의, 상의",10,,그레이,베스트,,민소매,['니트'],브이넥,루즈,발목,블랙,청바지,,벨보텀,,,,,,,,,,,,,,,['데님'],['무지'],화이트,,셔츠,긴팔,['우븐'],,,루즈,,,셔츠칼라,
417,125857,프레피,"아우터, 상의",2,,그레이,베스트,,민소매,['니트'],브이넥,루즈,,,,,,,,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],,,루즈,,,셔츠칼라,
418,125858,프레피,"아우터, 상의",2,,그레이,베스트,,민소매,['니트'],브이넥,루즈,,,,,,,,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],,,루즈,,,셔츠칼라,
419,125859,프레피,"아우터, 상의",2,노말,그레이,베스트,,민소매,['니트'],브이넥,루즈,,,,,,,,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],,,루즈,,,셔츠칼라,
420,125861,프레피,"아우터, 상의",2,,그레이,베스트,,민소매,['니트'],브이넥,루즈,,,,,,,,,,,,,,,,,,,,,,화이트,,셔츠,긴팔,['우븐'],,,루즈,,,셔츠칼라,
