,ID,style,clothing_categories,mix_clothing_categories,아우터_기장,아우터_색상,아우터_카테고리,아우터_디테일,아우터_소매기장,아우터_소재,아우터_프린트,아우터_넥라인,아우터_핏,하의_기장,하의_색상,하의_카테고리,하의_디테일,하의_소재,하의_프린트,하의_핏,아우터_옷깃,원피스_기장,원피스_카테고리,원피스_소재,원피스_프린트,원피스_넥라인,원피스_핏,상의_기장,상의_색상,상의_카테고리,상의_옷깃,상의_디테일,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,상의_서브색상,아우터_서브색상,하의_서브색상,원피스_색상,원피스_서브색상,원피스_소매기장,원피스_옷깃,원피스_디테일
425,142878,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
426,142879,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
427,142880,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
428,142881,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
429,142884,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
430,142885,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
431,142886,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
432,142887,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
433,142888,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
434,142889,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
435,142890,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
436,142891,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,스카이블루,블라우스,밴드칼라,"['레이스', '리본']",민소매,['우븐'],['플로럴'],,노멀,,,,,,,,
437,142894,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,블랙,블라우스,밴드칼라,"['레이스', '리본']",7부소매,['우븐'],['플로럴'],,노멀,화이트,,,,,,,
438,142900,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,블랙,블라우스,밴드칼라,"['레이스', '리본']",7부소매,['우븐'],['플로럴'],,노멀,화이트,,,,,,,
439,142905,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,블랙,블라우스,밴드칼라,"['레이스', '리본']",7부소매,['우븐'],['플로럴'],,노멀,화이트,,,,,,,
440,142908,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,그린,블라우스,밴드칼라,"['레이스', '리본']",긴팔,['우븐'],['플로럴'],,노멀,화이트,,,,,,,
441,142914,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['데님'],['무지'],노멀,,,,,,,,롱,그린,셔츠,밴드칼라,"['레이스', '리본']",긴팔,['우븐'],['플로럴'],,노멀,화이트,,,,,,,
442,142919,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['데님'],['무지'],노멀,,,,,,,,롱,그린,셔츠,밴드칼라,"['레이스', '리본']",긴팔,['우븐'],['플로럴'],,노멀,화이트,,,,,,,
443,143019,오리엔탈,"하의, 상의",3,,,,,,,,,,,블랙,,,,,,,,,,,,,,화이트,셔츠,밴드칼라,['단추'],긴팔,['우븐'],['그래픽'],,루즈,그레이,,,,,,,
444,143021,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,블랙,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,화이트,셔츠,밴드칼라,['단추'],긴팔,['우븐'],['그래픽'],,노멀,그레이,,,,,,,
445,143025,오리엔탈,"하의, 상의",3,,,,,,,,,,,블랙,,,,,,,,,,,,,노멀,화이트,셔츠,밴드칼라,,긴팔,['우븐'],['그래픽'],,노멀,그레이,,,,,,,
446,143081,오리엔탈,"하의, 상의",3,,,,,,,,,,,블랙,,,,,,,,,,,,,롱,네이비,블라우스,,"['단추', '셔링']",긴팔,['우븐'],['플로럴'],,노멀,베이지,,,,,,,
447,143082,오리엔탈,"하의, 상의",3,,,,,,,,,,,블랙,,,,,,,,,,,,,롱,네이비,블라우스,,"['단추', '셔링']",긴팔,['우븐'],['플로럴'],,노멀,베이지,,,,,,,
448,143083,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,블랙,팬츠,,['우븐'],['무지'],노멀,,,,,,,,롱,네이비,블라우스,,"['단추', '셔링']",긴팔,['우븐'],['플로럴'],,노멀,베이지,,,,,,,
449,143084,오리엔탈,"하의, 상의",3,,,,,,,,,,,블랙,,,,,,,,,,,,,롱,네이비,블라우스,,"['단추', '셔링']",긴팔,['우븐'],['플로럴'],,노멀,베이지,,,,,,,
450,143085,오리엔탈,"하의, 상의",3,,,,,,,,,,,블랙,,,,,,,,,,,,,롱,네이비,블라우스,,"['단추', '셔링']",긴팔,['우븐'],['플로럴'],,노멀,베이지,,,,,,,
451,143086,오리엔탈,"하의, 상의",3,,,,,,,,,,,블랙,,,,,,,,,,,,,롱,네이비,블라우스,,"['단추', '셔링']",긴팔,['우븐'],['플로럴'],,노멀,베이지,,,,,,,
452,143087,오리엔탈,"하의, 상의",3,,,,,,,,,,,블랙,,,,,,,,,,,,,롱,네이비,블라우스,,"['단추', '셔링']",긴팔,['우븐'],['플로럴'],,노멀,베이지,,,,,,,
453,143089,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,블랙,팬츠,,['우븐'],['무지'],노멀,,,,,,,,롱,네이비,블라우스,,"['단추', '셔링']",긴팔,['우븐'],['플로럴'],,노멀,베이지,,,,,,,
454,164496,오리엔탈,"원피스, 상의",5,,,,,,,,,,,,,,,,,,미니,드레스,['우븐'],['무지'],,루즈,,화이트,,,,캡,,,,,,,,,,,차이나칼라,"['태슬', '플리츠', '슬릿']"
455,164497,오리엔탈,"원피스, 상의",5,,,,,,,,,,,,,,,,,,미니,드레스,['우븐'],['무지'],,루즈,,화이트,,,,캡,,,,,,,,,,,차이나칼라,"['태슬', '플리츠', '슬릿']"
456,164498,오리엔탈,"원피스, 상의",5,,,,,,,,,,,,,,,,,,미니,드레스,['우븐'],['무지'],,루즈,,화이트,,,,캡,,,,,,,,,,,차이나칼라,"['태슬', '플리츠', '슬릿']"
457,164499,오리엔탈,"원피스, 상의",5,,,,,,,,,,,,,,,,,,미니,드레스,['우븐'],['무지'],,루즈,,화이트,,,,캡,,,,,,,,,,,차이나칼라,"['태슬', '플리츠', '슬릿']"
458,164500,오리엔탈,"원피스, 상의",5,,,,,,,,,,,,,,,,,,미니,드레스,['우븐'],['무지'],,루즈,,블랙,,,,캡,,,,,화이트,,,,,,차이나칼라,"['태슬', '플리츠', '슬릿']"
459,164501,오리엔탈,"원피스, 상의",5,,,,,,,,,,,,,,,,,,미니,드레스,['우븐'],['무지'],,루즈,,블랙,,,,캡,,,,,화이트,,,,,,차이나칼라,"['태슬', '플리츠', '슬릿']"
460,168048,오리엔탈,"아우터, 원피스, 상의",7,,카키,,,민소매,,,,,,,,,,,,,니렝스,드레스,['우븐'],['믹스'],라운드넥,노멀,,베이지,,,,민소매,,,,,오렌지,화이트,,베이지,,민소매,,
461,168049,오리엔탈,"아우터, 하의, 원피스, 상의",11,,화이트,,,민소매,,,,,,화이트,,,,,,,니렝스,드레스,['우븐'],['믹스'],라운드넥,노멀,,베이지,,,,민소매,,,,,화이트,브라운,실버,,,,,
462,168081,오리엔탈,"원피스, 상의",5,,,,,,,,,,,,,,,,,,니렝스,드레스,['우븐'],['믹스'],,노멀,,브라운,,,,7부소매,,,,,화이트,,,,,,,
463,168086,오리엔탈,"원피스, 상의",5,,,,,,,,,,,,,,,,,,니렝스,드레스,['우븐'],['믹스'],,노멀,,브라운,,,,7부소매,,,,,화이트,,,,,,,
464,174165,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,팬츠,,['우븐'],,루즈,,,,,,,,노멀,그린,블라우스,셔츠칼라,['단추'],반팔,['린넨'],,,루즈,,,,,,,,
465,174168,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,팬츠,,['우븐'],,루즈,,,,,,,,롱,그린,블라우스,,,반팔,['린넨'],,,루즈,,,,,,,,
466,174169,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,팬츠,,['우븐'],,루즈,,,,,,,,노멀,그린,블라우스,셔츠칼라,['단추'],반팔,['린넨'],,,루즈,,,,,,,,
467,174174,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,팬츠,,['우븐'],,와이드,,,,,,,,노멀,그린,블라우스,셔츠칼라,['단추'],반팔,['린넨'],,,루즈,,,,,,,,
468,174175,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,팬츠,,['우븐'],,와이드,,,,,,,,노멀,그린,블라우스,셔츠칼라,['단추'],반팔,['린넨'],,,루즈,,,,,,,,
469,174323,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,화이트,팬츠,,['우븐'],,노멀,,,,,,,,롱,블루,블라우스,,['프릴'],7부소매,"['우븐', '린넨']",,,루즈,,,,,,,,
470,174325,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,화이트,팬츠,,['우븐'],,노멀,,,,,,,,롱,블루,블라우스,,['프릴'],7부소매,"['우븐', '린넨']",,,루즈,,,,,,,,
471,174328,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,화이트,팬츠,,['우븐'],,노멀,,,,,,,,롱,블루,블라우스,,['프릴'],7부소매,"['우븐', '린넨']",,,루즈,,,,,,,,
472,176223,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,네이비,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,화이트,티셔츠,,,7부소매,['우븐'],['그래픽'],라운드넥,루즈,블루,,,,,,,
473,176231,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,네이비,팬츠,,['우븐'],['무지'],스키니,,,,,,,,롱,화이트,티셔츠,,,7부소매,['우븐'],['그래픽'],라운드넥,루즈,블루,,,,,,,
474,176439,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,['슬릿'],['우븐'],['무지'],스키니,,,,,,,,롱,그린,티셔츠,,,반팔,['우븐'],['그래픽'],라운드넥,루즈,핑크,,,,,,,
475,176445,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,['슬릿'],['우븐'],['무지'],스키니,,,,,,,,롱,그린,티셔츠,,,반팔,['우븐'],['그래픽'],라운드넥,루즈,핑크,,,,,,,
476,177095,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,네이비,블라우스,,,7부소매,['우븐'],['스트라이프'],라운드넥,루즈,그린,,,,,,,
477,177097,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['스판덱스'],['무지'],스키니,,,,,,,,롱,네이비,블라우스,,,7부소매,['우븐'],['스트라이프'],라운드넥,루즈,그린,,,,,,,
478,177099,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,네이비,블라우스,,,7부소매,['우븐'],['스트라이프'],라운드넥,루즈,그린,,,,,,,
479,177100,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['스판덱스'],['무지'],스키니,,,,,,,,롱,네이비,블라우스,,,7부소매,['우븐'],['스트라이프'],,루즈,그린,,,,,,,
480,177101,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,네이비,블라우스,,,7부소매,['우븐'],['스트라이프'],라운드넥,루즈,그린,,,,,,,
481,177102,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,,,7부소매,['우븐'],['스트라이프'],라운드넥,루즈,그린,,,,,,,
482,177105,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,네이비,블라우스,,,7부소매,['우븐'],['스트라이프'],,루즈,그린,,,,,,,
483,177107,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,네이비,블라우스,,,7부소매,['우븐'],['스트라이프'],라운드넥,루즈,그린,,,,,,,
484,177109,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,네이비,블라우스,,,7부소매,['우븐'],['스트라이프'],,루즈,그린,,,,,,,
485,177111,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,네이비,블라우스,,,7부소매,['우븐'],['스트라이프'],,루즈,그린,,,,,,,
486,177112,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,,,7부소매,['우븐'],['스트라이프'],,루즈,그린,,,,,,,
487,177157,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,,,7부소매,['실크'],['그래픽'],라운드넥,루즈,화이트,,,,,,,
488,177158,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,,,7부소매,['실크'],['그래픽'],라운드넥,루즈,화이트,,,,,,,
489,177159,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['스판덱스'],['무지'],스키니,,,,,,,,롱,네이비,블라우스,,,7부소매,['실크'],['그래픽'],라운드넥,루즈,화이트,,,,,,,
490,177160,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['스판덱스'],['무지'],스키니,,,,,,,,롱,네이비,블라우스,,,7부소매,['실크'],['그래픽'],라운드넥,루즈,화이트,,,,,,,
491,177161,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,롱,네이비,블라우스,,,7부소매,['실크'],['그래픽'],라운드넥,루즈,화이트,,,,,,,
492,177162,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['스판덱스'],['무지'],스키니,,,,,,,,롱,네이비,블라우스,,,7부소매,['실크'],['그래픽'],,루즈,화이트,,,,,,,
493,177165,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,,,7부소매,['실크'],['그래픽'],라운드넥,루즈,화이트,,,,,,,
494,177166,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,,,7부소매,['실크'],['그래픽'],라운드넥,루즈,화이트,,,,,,,
495,177167,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,,,7부소매,['실크'],['그래픽'],라운드넥,루즈,화이트,,,,,,,
496,177168,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,,,7부소매,['실크'],['그래픽'],라운드넥,루즈,화이트,,,,,,,
497,177170,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,,네이비,블라우스,,,7부소매,['실크'],['그래픽'],라운드넥,루즈,화이트,,,,,,,
498,179701,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,,,,,,,,,,,,,노멀,그레이,티셔츠,셔츠칼라,['단추'],반팔,['우븐'],['무지'],브이넥,노멀,,,,,,,,
499,179705,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,노멀,그레이,티셔츠,셔츠칼라,['단추'],반팔,['우븐'],['무지'],브이넥,노멀,,,,,,,,
500,182825,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['믹스'],와이드,,,,,,,,노멀,블랙,니트웨어,,,긴팔,['니트'],['무지'],라운드넥,노멀,,,그레이,,,,,
501,182826,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['믹스'],와이드,,,,,,,,노멀,블랙,니트웨어,,,긴팔,['니트'],['무지'],라운드넥,노멀,,,그레이,,,,,
502,182827,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['믹스'],와이드,,,,,,,,노멀,블랙,니트웨어,,,긴팔,['니트'],['무지'],라운드넥,노멀,,,그레이,,,,,
503,182830,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['믹스'],와이드,,,,,,,,노멀,블랙,니트웨어,,,긴팔,['니트'],['무지'],라운드넥,노멀,,,그레이,,,,,
504,182831,오리엔탈,"하의, 상의",3,,,,,,,,,,,블랙,,,,,,,,,,,,,노멀,블랙,니트웨어,,,긴팔,['니트'],['무지'],라운드넥,노멀,,,그레이,,,,,
505,182832,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['믹스'],와이드,,,,,,,,노멀,블랙,니트웨어,,,긴팔,['니트'],['무지'],라운드넥,노멀,,,그레이,,,,,
506,182833,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['믹스'],와이드,,,,,,,,,블랙,,,,긴팔,,,,,,,그레이,,,,,
507,182834,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['믹스'],와이드,,,,,,,,노멀,블랙,니트웨어,,,긴팔,['니트'],['무지'],라운드넥,노멀,,,그레이,,,,,
508,182835,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['믹스'],와이드,,,,,,,,노멀,블랙,니트웨어,,,긴팔,['니트'],['무지'],라운드넥,노멀,,,그레이,,,,,
509,182836,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['믹스'],와이드,,,,,,,,노멀,블랙,니트웨어,,,긴팔,['니트'],['무지'],라운드넥,노멀,,,그레이,,,,,
510,182837,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['믹스'],와이드,,,,,,,,노멀,블랙,니트웨어,,,긴팔,['니트'],['무지'],라운드넥,노멀,,,그레이,,,,,
511,186732,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,롱,화이트,블라우스,차이나칼라,,반팔,['시폰'],['스트라이프'],,루즈,와인,,,,,,,
512,186966,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,블랙,팬츠,,['우븐'],['무지'],노멀,,,,,,,,롱,화이트,블라우스,차이나칼라,['롤업'],7부소매,['시폰'],['스트라이프'],,루즈,블랙,,,,,,,
513,186972,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,블랙,팬츠,,['우븐'],['무지'],노멀,,,,,,,,롱,화이트,블라우스,차이나칼라,['롤업'],7부소매,['시폰'],['스트라이프'],,루즈,블랙,,,,,,,
514,188970,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,네이비,블라우스,밴드칼라,"['레이스', '리본']",긴팔,['우븐'],['무지'],,노멀,,,,,,,,
515,188971,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['우븐'],['무지'],노멀,,,,,,,,,네이비,블라우스,밴드칼라,"['레이스', '리본']",긴팔,['우븐'],['무지'],,노멀,,,,,,,,
516,189566,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['무지'],와이드,,,,,,,,노멀,민트,블라우스,,['플리츠'],긴팔,['우븐'],['무지'],브이넥,루즈,,,,,,,,
517,189570,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['무지'],와이드,,,,,,,,노멀,민트,블라우스,,['플리츠'],긴팔,['우븐'],['무지'],브이넥,루즈,,,,,,,,
518,189573,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['무지'],와이드,,,,,,,,노멀,민트,블라우스,,['플리츠'],긴팔,['우븐'],['무지'],브이넥,루즈,,,,,,,,
519,189577,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['무지'],와이드,,,,,,,,노멀,민트,블라우스,,['플리츠'],긴팔,['우븐'],['무지'],브이넥,루즈,,,,,,,,
520,189581,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['무지'],와이드,,,,,,,,노멀,민트,블라우스,,['플리츠'],긴팔,['우븐'],['무지'],브이넥,루즈,,,,,,,,
521,189584,오리엔탈,"하의, 상의",3,,,,,,,,,,미디,블랙,스커트,['플리츠'],['우븐'],['무지'],와이드,,,,,,,,노멀,민트,블라우스,,['플리츠'],긴팔,['우븐'],['무지'],브이넥,루즈,,,,,,,,
522,194171,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,블랙,팬츠,,['우븐'],['무지'],스키니,,,,,,,,노멀,블랙,탑,,['스트링'],민소매,['우븐'],['무지'],,노멀,,,,,,,,
523,194176,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,레드,팬츠,,['우븐'],['무지'],스키니,,,,,,,,노멀,레드,탑,,['스트링'],민소매,['우븐'],['무지'],브이넥,노멀,,,,,,,,
524,194177,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,레드,팬츠,,['우븐'],['무지'],스키니,,,,,,,,노멀,레드,탑,,['스트링'],민소매,['우븐'],['무지'],브이넥,노멀,,,,,,,,
525,194186,오리엔탈,"하의, 상의",3,,,,,,,,,,,화이트,팬츠,,['우븐'],['무지'],,,,,,,,,노멀,화이트,탑,,['스트링'],민소매,['우븐'],['무지'],브이넥,노멀,,,,,,,,
526,194187,오리엔탈,"하의, 상의",3,,,,,,,,,,,레드,팬츠,,['우븐'],['무지'],,,,,,,,,노멀,레드,탑,,['스트링'],민소매,['우븐'],['무지'],브이넥,노멀,,,,,,,,
527,205682,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,민트,청바지,"['스티치', '포켓']",['데님'],['무지'],노멀,,,,,,,,노멀,핑크,블라우스,차이나칼라,"['러플', '단추']",7부소매,['우븐'],['무지'],,노멀,,,,,,,,
528,205684,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,"['스티치', '포켓']",['데님'],['무지'],노멀,,,,,,,,노멀,핑크,블라우스,차이나칼라,"['러플', '단추']",7부소매,['우븐'],['무지'],,노멀,,,,,,,,
529,205688,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,"['스티치', '포켓']",['데님'],['무지'],노멀,,,,,,,,노멀,핑크,블라우스,차이나칼라,"['러플', '단추']",7부소매,['우븐'],['무지'],,노멀,,,,,,,,
530,205693,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,"['스티치', '포켓']",['데님'],['무지'],노멀,,,,,,,,노멀,핑크,블라우스,차이나칼라,"['러플', '단추']",7부소매,['우븐'],['무지'],,노멀,,,,,,,,
531,205695,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,"['스티치', '포켓']",['데님'],['무지'],노멀,,,,,,,,노멀,핑크,블라우스,차이나칼라,"['러플', '단추']",7부소매,['우븐'],['무지'],,노멀,,,,,,,,
532,205855,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,"['스티치', '포켓']",['데님'],['무지'],노멀,,,,,,,,노멀,카키,블라우스,,"['스트링', '슬릿', '비대칭', '리본']",7부소매,['우븐'],['믹스'],라운드넥,노멀,,,,,,,,
533,205857,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,"['스티치', '포켓']",['데님'],['무지'],노멀,,,,,,,,노멀,카키,블라우스,,"['스트링', '슬릿', '비대칭', '리본']",7부소매,['우븐'],['믹스'],라운드넥,노멀,,,,,,,,
534,205860,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,"['스티치', '포켓']",['데님'],['무지'],노멀,,,,,,,,노멀,카키,,,"['스트링', '슬릿', '비대칭', '리본']",7부소매,['우븐'],['믹스'],라운드넥,노멀,,,,,,,,
535,205866,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,"['스티치', '포켓']",['데님'],['무지'],노멀,,,,,,,,노멀,카키,,,"['스트링', '슬릿', '비대칭', '리본']",7부소매,['우븐'],['믹스'],라운드넥,노멀,브라운,,,,,,,
536,205868,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,스카이블루,청바지,"['스티치', '포켓']",['데님'],['무지'],노멀,,,,,,,,노멀,카키,,,"['스트링', '슬릿', '비대칭', '리본']",7부소매,['우븐'],['믹스'],라운드넥,노멀,브라운,,,,,,,
537,255967,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['스판덱스'],['무지'],스키니,,,,,,,,롱,핑크,티셔츠,,['프릴'],반팔,['우븐'],['플로럴'],라운드넥,노멀,블랙,,,,,,,
538,255974,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,화이트,팬츠,,['스판덱스'],['무지'],스키니,,,,,,,,롱,핑크,티셔츠,,['프릴'],반팔,['우븐'],['플로럴'],라운드넥,노멀,블랙,,,,,,,
539,257228,오리엔탈,"하의, 상의",3,,,,,,,,,,,,청바지,,['데님'],['무지'],,,,,,,,,노멀,브라운,블라우스,셔츠칼라,,긴팔,['우븐'],['믹스'],,노멀,블루,,,,,,,
540,257229,오리엔탈,"하의, 상의",3,,,,,,,,,,,,청바지,,['데님'],['무지'],,,,,,,,,노멀,브라운,블라우스,셔츠칼라,,7부소매,['우븐'],['믹스'],,노멀,블루,,,,,,,
541,257232,오리엔탈,"하의, 상의",3,,,,,,,,,,발목,블루,청바지,,['데님'],['무지'],벨보텀,,,,,,,,노멀,브라운,블라우스,셔츠칼라,,7부소매,['우븐'],['믹스'],,노멀,블루,,,,,,,
542,257233,오리엔탈,"하의, 상의",3,,,,,,,,,,,,청바지,,['데님'],['무지'],,,,,,,,,노멀,브라운,블라우스,셔츠칼라,,긴팔,['우븐'],['믹스'],,노멀,블루,,,,,,,
543,257234,오리엔탈,"하의, 상의",3,,,,,,,,,,,,청바지,,['데님'],['무지'],,,,,,,,,노멀,브라운,블라우스,셔츠칼라,,7부소매,['우븐'],['믹스'],,노멀,블루,,,,,,,
